,PDB_ID,Energy_solvP,Entropy_sidec,Energy_torsion,Kn_electrostatic,Energy_ionisation
230,3d18_AC,318.97,112.586,4.26125,-1.18355,0.654433
231,3d25_AC,314.174,111.292,15.6552,-0.153295,0.926045
232,3dmm_AP,317.898,110.361,14.4473,-0.556395,0.167011
233,3dx6_AC,322.223,111.649,3.92812,0.00203269,0.210782
234,3dx7_AC,319.541,118.551,6.10755,-0.260386,0.205138
235,3dx8_AC,317.57,112.842,6.45452,-0.431033,0.211873
236,3dxa_AC,310.12,107.321,17.6365,-0.0917291,0.198008
237,3e2h_AQ,311.342,100.966,16.4415,-0.218236,0.194916
238,3e3q_AQ,300.247,105.562,16.5117,-0.442106,0.202624
239,3e6f_AP,307.668,101.203,12.9871,-0.261769,0.164753
240,3e6h_AP,314.565,101.683,15.3396,-0.420637,0.158254
241,3ecb_AP,309.746,104.886,7.947,-0.597642,0.18206
242,3ery_AP,295.066,106.429,10.8873,-0.348982,0.217069
243,3ffc_AC,314.921,107.029,8.01598,-0.625592,0.802926
244,3fqt_AC,302.274,107.304,5.32741,-0.22207,0.714657
245,3fqw_AC,307.516,111.031,5.60271,-0.0648425,0.754593
246,3ft3_AP,314.462,112.063,6.31187,-0.437835,1.44042
247,3ft4_AP,315.812,116.685,5.06703,-0.385749,1.08025
248,3ftg_AC,306.341,108.663,10.3265,-0.201911,0.548466
249,3giv_AC,302.777,102.54,4.04335,-0.263499,0.937195
250,3gjf_AC,315.932,113.37,7.50242,-0.221106,0.927695
251,3gsn_HP,312.627,103.718,17.2861,-0.181091,0.917386
252,3gso_AP,300.938,106.367,3.46327,-0.231399,0.884434
253,3gsq_AP,305.976,111.145,2.40328,-0.153666,0.702398
254,3gsr_AP,304.734,107.577,2.50292,-0.238664,0.93516
255,3gsu_AP,303.097,108.492,2.58445,-0.14639,0.693035
256,3gsv_AP,299.759,109.541,2.33498,-0.152491,0.679797
257,3gsw_AP,308.06,111.465,5.51531,-0.17346,0.899814
258,3gsx_AP,305.717,107.418,3.38163,-0.147608,0.887409
259,3h7b_AC,305.268,109.683,7.69101,-0.238056,0.727481
260,3h9h_AC,310.514,109.456,5.84322,-0.0338649,0.695581
261,3h9s_AC,308.151,103.736,12.8485,-0.230679,0.690927
262,3hae_AC,311.651,109.16,17.6671,-0.22326,0.927798
263,3hg1_AC,334.229,111.759,23.7222,-0.000252294,0.729609
264,3hpj_AC,307.495,110.424,5.03109,-0.0998391,0.698706
265,3i6g_AC,317.225,114.88,12.2278,-0.148692,0.739801
266,3i6k_AC,310.556,105.48,13.1316,-0.178435,0.919161
267,3i6l_DF,314.213,110.644,5.61799,-0.323547,0.698081
268,3ixa_AC,311.056,110.976,3.99785,-0.101265,0.739552
269,3kla_AC,315.373,110.423,6.53621,-0.164513,0.949917
270,3kpl_AC,323.096,113.56,7.76727,-0.292886,0.208193
271,3kpm_AC,318.113,114.054,3.67808,-0.205879,0.199959
272,3kpn_AC,316.377,115.513,3.27029,-0.00473183,0.209811
273,3kpo_AC,319.173,114.169,5.76275,-0.487,0.192293
274,3kpp_AC,324.965,116.437,6.91037,-0.298128,0.201598
275,3kpq_AC,322.528,120.965,7.20764,-0.295001,0.205357
276,3kpr_AC,319.098,108.731,2.77322,-0.541853,0.187005
277,3kps_AC,324.049,109.353,5.97725,-0.452382,0.173327
278,3kww_AC,302.808,107.434,5.17487,-0.352739,0.296679
279,3kxf_AQ,302.221,104.348,4.97642,-0.399774,0.606769
280,3kyn_AP,310.056,108.954,12.8833,-0.414964,0.883718
281,3kyo_AP,306.814,114.767,13.1335,-0.483717,0.977854
282,3l3d_AC,322.323,120.379,6.48923,0.050427,0.196041
283,3l3g_AC,316.581,111.005,6.37728,-0.331024,0.196993
284,3l3h_AC,311.677,108.864,5.80316,-0.898797,0.343397
285,3l3i_AC,312.095,108.786,3.41031,-0.0324598,0.19993
286,3l3j_AC,318.451,109.2,6.20352,-0.302343,0.204165
287,3l3k_AC,310.193,106.188,2.47454,-0.210954,0.198642
288,3lkn_AC,299.236,110.61,6.79864,-0.199199,0.299476
289,3lko_AC,304.834,107.683,7.05773,-0.20062,0.303367
290,3lkp_AC,302.928,108.701,5.19746,-0.191727,0.309081
291,3lkq_AC,306.404,114.469,4.6433,-0.0890381,0.303304
292,3lkr_AC,301.821,110.642,9.29232,-0.296735,0.301714
293,3lks_AC,304.06,109.924,10.6158,-0.191101,0.300392
294,3ln5_AC,326.854,114.165,9.0511,-0.651361,0.690079
295,3lv3_AC,316.586,117.251,7.4042,-1.42878,0.485947
296,3mgo_AC,322.221,115.962,9.75069,-0.083088,0.915807
297,3mgt_AC,314.005,111.166,12.1512,0.0203593,0.682241
298,3mr9_AP,303.196,110.948,2.9896,-0.132869,0.658114
299,3mrb_AP,310.913,112.38,4.49912,-0.157833,0.994534
300,3mrc_AP,307.805,110.176,4.66839,-0.166865,0.912414
301,3mrd_AP,307.541,109.489,7.05842,-0.174052,0.714285
302,3mre_AP,315.463,114.694,5.27905,-0.149775,0.717699
303,3mrf_AP,312.1,109.267,8.96649,-0.234413,0.726507
304,3mrg_AP,313.677,113.916,8.13011,-0.20832,0.915517
305,3mrh_AP,301.579,101.05,13.6085,-0.18492,0.845287
306,3mri_AP,304.611,107.267,8.80852,-0.125401,0.894537
307,3mrj_AP,308.053,111.2,3.23634,-0.154108,0.897406
308,3mrk_AP,311.893,110.292,5.29409,-0.304427,1.13209
309,3mrl_AP,306.133,108.04,9.15088,-0.162166,0.800736
310,3mrm_AP,311.015,111.465,10.115,-0.0312387,0.706296
311,3mrn_AP,318.241,108.684,10.9832,-0.119292,0.96025
312,3mro_AP,305.421,106.276,7.34322,-0.244328,0.729268
313,3mrp_AP,306.269,111.943,7.1028,-0.293044,0.723116
314,3mrq_AP,314.227,111.868,8.84882,-0.32521,0.728335
315,3mrr_AP,303.97,108.829,4.10008,-0.183043,0.740436
316,3mv7_AC,315.355,111.992,7.86858,-0.25114,0.460694
317,3mv8_AC,304.674,106.254,8.62655,-0.545301,0.398851
318,3mv9_AC,316.359,107.133,25.9415,-0.200536,0.402687
319,3myj_AC,316.065,109.745,6.26122,-0.0646048,0.743514
320,3nfn_AC,312.59,105.54,10.2941,-0.974524,1.21258
321,3o4l_AC,314.363,104.817,10.8229,-0.152973,0.698364
322,3ox8_AC,313.269,110.363,9.68658,-0.0594204,0.92987
323,3oxr_AC,311.076,112.85,7.86486,-0.129303,0.713384
324,3oxs_AC,304.973,108.725,5.76066,-0.246491,0.911694
325,3p4m_AF,307.671,107.26,13.4471,-0.185112,0.24871
326,3p4n_AF,303.434,100.149,12.9418,0.0363764,0.442044
327,3p4o_AF,313.812,108.681,17.2124,-0.236358,0.2661
328,3p9l_AF,302.102,105.851,9.87101,-0.3931,0.25915
329,3p9m_AF,301.691,107.143,10.1258,-0.139308,0.238428
330,3pab_AF,311.042,103.659,22.8395,0.289257,0.271789
331,3pqy_AC,314.257,109.792,12.5326,-0.0808463,0.384747
332,3pwj_AC,306.054,109.842,7.88955,-0.167409,0.908685
333,3pwl_AC,309.861,112.469,4.05196,-0.159884,0.944179
334,3pwn_AC,308.106,113.151,5.09067,-0.178723,0.718724
335,3pwp_AC,313.076,108.205,9.70067,-0.138065,0.934045
336,3qdg_AC,306.63,105.697,7.8405,-0.0182624,0.73817
337,3qdj_AC,298.576,99.8107,5.15619,-0.139543,0.895031
338,3qdm_AC,306.265,107.606,9.49168,-0.382177,0.752657
339,3qeq_AC,301.141,107.529,10.064,-0.202186,0.93307
340,3qfd_AC,308.635,106.817,8.40972,-0.133044,0.696418
341,3qfj_AC,316.707,108.075,10.7335,-0.188543,0.7333
342,3quk_AC,299.511,103.379,4.89653,-0.536337,0.514472
343,3qul_AC,294.644,105.058,4.94952,-0.72747,0.37519
344,3qzw_AC,316.826,111.411,12.2507,-0.618809,0.512447
345,3rew_AC,307.893,113.038,4.70966,-0.269447,0.681869
346,3rgv_CE,304.575,97.911,23.2951,-0.055071,0.211853
347,3rl1_AC,318.264,108.475,10.6434,-0.0726773,0.228194
348,3rl2_AC,309.152,105.111,9.64629,-0.505693,0.226312
349,3roo_AE,302.579,101.957,5.89452,-0.0205952,0.236938
350,3sjv_AC,317.171,100.422,17.8784,-0.74061,0.241564
351,3skm_AC,306.701,106.451,6.84465,-1.08219,0.777859
352,3sko_AC,299.371,107.338,8.01345,-0.653394,0.3104
353,3spv_AC,318.312,110.807,10.9818,-0.843089,0.325659
354,3tbs_AC,299.504,103.728,8.87116,-0.708352,0.34476
355,3tbt_AC,289.498,106.226,6.05104,-0.583995,0.376865
356,3tbv_AI,300.25,107.056,11.3477,-0.80763,0.592961
357,3tbw_AI,303.462,106.106,11.2537,-0.603966,0.379378
358,3tby_AC,299.223,102.712,6.22347,-0.794465,0.312822
359,3tf7_AB,288.344,100.415,8.01001,-0.216384,0.23812
360,3tfk_AB,302.66,97.8593,16.4331,-0.390353,0.263359
361,3tid_AC,306.283,103.195,5.42156,-0.0318463,0.222986
362,3tie_AC,299.407,100.562,10.85,-0.050396,0.28016
363,3tjh_AB,304.227,107.759,14.15,-0.304722,0.219875
364,3to2_AC,310.525,105.923,11.2272,-0.110529,0.663366
365,3tpu_EF,280.925,95.0074,24.8862,-0.315754,0.236445
366,3upr_AP,307.035,107.439,6.28217,-0.418707,0.485171
367,3utq_AC,305.161,105.048,5.2214,-0.00997211,0.703561
368,3uts_AC,310.293,100.078,14.8144,-0.356427,0.898992
369,3utt_AC,326.529,105.799,17.8375,-0.261568,0.745358
370,3v5d_AC,308.553,108.081,3.81642,-0.118136,0.743889
371,3v5h_AC,309.712,110.25,2.69439,-0.554159,1.06453
372,3v5k_AC,316.233,115.762,3.51891,0.0238736,0.918171
373,3vcl_AC,319.179,112.521,9.13232,-0.604767,0.446295
374,3vfm_AC,307.469,110.12,8.68681,-0.252236,0.291611
375,3vfn_AC,332.981,120.581,9.83023,-0.470174,0.347245
376,3vfo_AC,306.643,115.537,8.90002,-0.549976,0.278467
377,3vfp_AC,310.38,110.842,7.47606,-0.344797,0.301461
378,3vfr_AC,321.096,114.61,9.07794,-0.07241,0.318394
379,3vfs_AC,308.579,108.725,6.67429,-0.377227,0.312226
380,3vft_AC,315.645,116.109,6.64276,-0.151525,0.300329
381,3vfu_AC,323.302,112.961,10.3745,-0.258206,0.309907
382,3vfv_AC,305.661,112.001,7.47016,-0.197704,0.310338
383,3vfw_AC,313.151,114.291,12.3692,-0.437123,0.311187
384,3vh8_AC,303.907,105.336,8.57196,-0.60854,0.314655
385,3vri_AC,298.885,107.611,5.52771,-0.596377,0.315978
386,3vrj_AC,307.899,105.717,6.5312,-0.425974,0.298546
387,3vxm_AC,312.593,107.8,9.43791,-0.531277,0.547626
388,3vxn_AC,307.329,106.602,8.34551,-1.10598,0.725216
389,3vxo_AC,305.357,104.548,10.756,-0.533516,0.529157
390,3vxp_AC,307.849,109.079,6.39603,-0.773315,0.484476
391,3vxr_AC,308.297,110.538,6.3055,-0.295737,0.492184
392,3vxs_AC,315.576,108.8,5.34159,-0.68686,1.3267
393,3vxu_AC,314.354,106.32,22.0579,-0.623326,1.03369
394,3w0w_AC,311.817,112.935,7.75555,-0.522317,0.499206
395,3w39_AC,312.281,98.4555,21.2867,-0.380738,0.523099
396,3wl9_AC,312.29,108.736,4.12974,-0.531206,0.515903
397,3wlb_AC,307.453,113.286,4.88526,-0.481656,0.518488
398,3ws3_AE,305.266,112.492,13.0694,-0.405102,0.572701
399,3ws6_AE,306.248,112.326,8.90897,-0.203359,0.493375
400,3wuw_AC,300.229,103.72,10.3909,-0.619521,0.317518
401,3x11_AC,301.92,106.709,6.1212,-0.406081,0.312291
402,3x12_AC,309.757,107.548,6.00296,-0.486659,0.331118
403,3x13_AC,307.393,105.846,4.54144,-1.23771,0.777709
404,3x14_AC,309.885,103.889,3.57281,-0.454187,0.787704
405,4e5x_AC,320.762,114.724,11.0887,-0.126073,1.12101
406,4eup_AC,309.836,106.131,13.0095,-0.22395,0.693193
407,4f7m_AC,312.723,103.476,9.70954,-0.55636,1.27829
408,4f7t_AC,310.058,112.077,9.01839,-0.54904,0.730482
409,4ftv_AC,307.867,104.359,6.48846,-0.0936196,0.940855
