,Pdb,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,torsional clash,electrostatic kon,energy Ionisation
92,2e7l,-16.5412,-1.05444,22.6893,-20.2261,0.93458,0.0807821,-0.390067,1.11022e-16
94,2p5w,-23.9643,-1.95955,28.4636,-31.8694,3.34609,0.229535,-0.255727,0.0216321
96,6uon,-10.3071,-1.80274,19.3487,-11.1532,1.49979,0.355366,-0.447159,5.55112e-17
98,4ftv,-21.2573,-3.84767,30.8801,-26.3341,0.865232,0.43024,-0.347853,1.66533e-16
100,5tez,-16.1967,-1.49345,18.5401,-22.8609,0.74276,0.399989,-0.546948,0.00567788
102,5euo,-16.8032,-0.738545,24.0739,-20.0936,1.95652,0.599646,-0.318212,0.039956
104,5til,-15.8721,-4.99464,25.5082,-17.3525,1.32023,0.381448,-1.29706,0.0268456
106,3qdj,-18.2366,-0.1801,24.5,-23.0282,0.961875,1.1614,-0.117348,0.00725887
108,3tpu,-21.6836,-2.71033,31.1307,-27.4073,3.59337,1.00502,-0.253381,0.0
110,5wkh,-17.682,-3.27427,26.101,-21.1329,1.26427,1.38376,-0.824315,0.0
112,7n1f,-16.3993,-6.37744,27.7797,-17.8813,2.05587,0.172395,-1.30582,0.0
114,5hhm,-14.93,-0.958045,21.1387,-18.2137,1.76329,0.263783,-0.264927,0.0305855
116,3utt,-12.4869,-2.45557,18.0014,-15.055,5.2873,3.61527,-0.245617,1.11022e-16
118,3mv9,-16.7667,-2.95595,26.1743,-18.6964,5.9815,1.27888,-0.802607,0.00921375
120,2ol3,-11.9076,-1.8392,17.5592,-12.9261,1.45381,0.499938,-0.423097,5.55112e-17
122,3qdm,-15.9507,-2.22744,20.7696,-21.0426,0.183474,0.839908,-0.719306,0.00868215
124,3vxm,-16.2284,-1.56342,22.5688,-20.783,1.46611,0.617583,-0.498474,-1.11022e-16
126,4n0c,-12.8235,-1.26013,20.1749,-15.4016,2.78363,0.187054,-0.400268,0.0
128,4eup,-16.3005,-1.41249,23.3559,-21.9437,2.55261,0.306605,-0.486489,0.0253174
130,5nht,-16.1926,-2.36787,23.4095,-21.6902,1.12382,0.532507,-0.495162,0.000621508
132,4mvb,-14.3425,-0.71244,21.6053,-16.7197,1.51406,0.357727,-0.505661,0.00668025
134,5nqk,-15.9532,-1.69277,23.1684,-21.557,1.68481,0.158097,-0.363033,0.0
136,5wlg,-20.19,-4.52904,29.9426,-24.3562,1.16925,0.152734,-1.10448,0.0277836
138,1bd2,-16.1934,-2.13942,21.6988,-20.4954,2.79492,0.876773,-0.670798,0.0
140,4g9f,-15.4551,-1.94723,21.953,-19.0972,0.435857,0.0434108,-0.57102,0.0
142,5c0c,-13.6136,-3.35657,19.7062,-16.7909,1.69785,0.273788,-0.605305,-2.77556e-17
144,3qeq,-17.4558,-1.39628,21.9548,-22.8425,0.621549,0.166274,-0.846147,0.0217545
146,6avf,-14.1639,-7.25729,20.0267,-17.9985,1.28376,0.413077,-0.65634,0.117558
148,2uwe,-19.1553,-0.537929,21.9979,-26.058,0.341021,0.144555,-0.449758,0.0238336
150,3vxr,-19.0674,-0.32571,24.8467,-23.7963,0.913122,0.125879,-0.486544,-2.77556e-17
152,7jwj,-12.7718,-3.74447,21.6013,-14.2729,0.233971,0.084352,-1.1548,0.0604075
154,2pye,-20.7045,-2.18585,25.24,-26.816,0.69954,0.0814563,-0.39984,0.00282149
156,2oi9,-16.2201,-1.45799,21.5297,-19.649,1.84157,0.234664,-0.402351,0.0164656
158,5c0b,-13.3745,-3.96328,19.5525,-16.1939,2.1355,0.306102,-0.733535,2.77556e-17
160,6mtm,-15.2418,-1.9256,24.5124,-19.7357,0.512289,1.4207,-0.392196,0.0
162,2bnq,-23.4543,-1.46294,29.419,-30.262,5.55934,0.633344,-0.335287,0.0443412
164,7n1e,-16.2954,-0.550811,21.4834,-20.4331,0.466821,0.578224,0.0982619,0.00364467
166,4qok,-19.3433,-2.1583,27.6123,-24.5511,4.15488,0.597766,-0.29717,0.0185072
168,4pri,-19.1239,-5.46305,30.0024,-20.8148,0.727969,0.107535,-0.964198,0.0304054
170,2gj6,-17.2147,-3.15888,26.597,-21.1704,0.841714,0.147411,-0.416376,0.0167389
172,1lp9,-21.1055,-1.60379,25.8762,-28.2866,2.79069,0.26407,-0.441212,0.17264
174,1nam,-12.4001,-1.54028,18.6224,-14.7768,3.34081,0.155639,-0.43452,1.38778e-17
176,2vlr,-13.8482,-0.449184,18.3699,-17.1566,1.03818,0.0376159,-0.227988,0.0222129
178,6bj2,-21.1745,-7.39888,34.8843,-23.7875,4.4011,0.735382,-1.21375,0.0
180,2vlk,-14.4507,-0.416427,19.8024,-17.3878,1.99215,0.146477,-0.268709,0.0598122
182,5e9d,-12.1931,-1.76114,15.1954,-16.5888,0.546526,0.0559333,-0.391881,0.00389014
184,1mi5,-20.1568,-1.02547,28.1993,-24.4077,1.90965,0.470613,-0.379659,0.0387227
186,6d78,-18.9466,-1.45833,25.7038,-23.9964,0.342206,0.0770533,0.0580393,0.00470434
188,4jry,-19.4958,-8.46818,32.4306,-20.9949,1.35517,0.343146,-0.489996,0.0
190,5isz,-18.2268,-0.812616,24.035,-23.1684,1.29595,0.387272,-0.242024,0.00278238
192,5c09,-12.4713,-3.28648,17.4848,-15.3664,3.31267,0.501823,-0.409692,-1.38778e-16
194,3qdg,-18.914,0.202856,27.7674,-23.2975,0.664062,0.390009,-0.0633163,0.0
196,4l3e,-19.8181,-1.42039,28.3967,-24.8139,2.77943,0.832504,-0.626181,0.0
198,5men,-22.3542,-4.85472,33.6797,-27.9767,4.55009,1.69532,-0.518786,0.0225772
200,5yxn,-19.2497,-4.07679,33.6301,-22.6772,2.25489,0.119978,-0.802001,-1.11022e-16
202,4prp,-18.1509,-4.08651,28.1961,-19.7333,1.87893,0.300991,-0.972651,0.0290057
204,6vrm,-16.4845,-5.42826,24.1331,-18.8028,2.42694,0.347053,-0.838411,0.140349
206,1kj2,-14.1112,-6.3631,22.2579,-15.8887,2.0531,1.04897,-0.660777,4.16334e-17
208,3pqy,-15.4193,-2.54009,23.8053,-16.2662,3.1609,0.478112,-0.221065,0.0552368
210,3pwp,-17.1623,-2.78475,26.0999,-20.7999,1.37633,0.279973,-0.142648,5.55112e-17
212,1g6r,-13.1956,-0.247705,20.7309,-14.1962,3.39797,1.0048,0.0266868,1.11022e-16
214,3kpr,-22.8841,-1.08119,32.0618,-28.9427,1.11879,0.162209,-0.251734,0.217694
216,5d2l,-16.6164,-0.148354,20.4775,-22.5298,6.26554,1.27263,-0.0391026,-1.11022e-16
218,1ao7,-18.0857,-3.00333,26.8123,-21.8904,1.17598,0.479245,-0.467372,-1.11022e-16
220,2ypl,-15.7464,-1.73318,22.0177,-19.0298,1.89513,0.355039,-0.166783,0.0
222,3gsn,-17.1584,-0.894111,21.8314,-22.7197,2.79052,1.5054,0.0433123,1.11022e-16
224,5nme,-19.8913,-1.70036,30.7101,-22.0181,1.13495,1.74985,-0.400076,0.0014814
226,5nmg,-20.0565,-1.34252,29.4744,-22.8176,0.855806,1.62253,-0.323994,0.00838246
228,3dxa,-18.6752,-6.52031,30.2537,-20.2482,2.91927,3.75669,-0.986066,0.0
230,6rp9,-12.0181,-0.0567724,14.3848,-15.5529,1.43951,0.00382017,-0.0100803,2.77556e-17
232,3kxf,-18.8333,-1.28757,27.7017,-21.5988,0.90859,0.388023,-0.205565,0.016117
234,1fo0,-11.0764,-2.46234,19.527,-11.4696,1.06278,0.543336,-0.287869,-4.16334e-17
236,3tjh,-15.7105,-1.96363,21.635,-20.2347,1.1282,0.489417,-0.291381,0.00423384
238,5ivx,-19.3619,-4.14581,27.523,-23.9561,1.47168,0.403646,-0.782924,0.0413092
240,4mxq,-12.4982,-1.01668,18.3299,-15.167,0.268584,0.0830575,-0.250012,0.0
242,6dkp,-18.3589,-2.70742,26.6779,-22.2097,1.10574,0.183623,-0.498802,1.11022e-16
244,3sjv,-16.7942,-2.93405,27.2312,-17.5638,2.20731,0.515317,-0.315808,5.55112e-17
246,4n5e,-14.9704,-1.33933,23.8793,-17.9593,1.86871,0.0900797,-0.306571,0.00847016
248,5d2n,-17.8909,-3.33296,23.0992,-23.4896,1.26638,0.722314,-0.336054,-1.11022e-16
250,5c0a,-10.8307,-2.41304,14.5097,-13.5116,0.322306,0.49237,-0.250428,-2.77556e-17
252,3qfj,-18.1622,-3.53953,26.0224,-22.774,0.670552,0.237209,-0.297057,0.0139069
254,5wkf,-17.8879,-3.78386,25.2933,-21.5797,2.72958,1.14775,-0.866271,-5.55112e-17
256,3tfk,-13.8405,-2.32747,22.3419,-16.5273,2.00244,0.353019,-0.443857,0.0
258,6rpb,-19.7738,-1.96599,25.6771,-24.7347,0.54817,0.0924968,-0.354699,0.0137427
260,6q3s,-23.7416,-1.54995,30.6958,-30.0237,3.50921,0.399121,-0.157455,0.0294801
262,4qrp,-20.6242,-5.25664,33.5506,-24.4887,1.47218,1.39419,-1.23411,0.054453
264,3mv7,-17.3933,-5.07884,26.7777,-19.2947,0.444342,0.339205,-1.08625,0.0270261
266,2ak4,-19.7723,-1.81307,28.8369,-22.6622,1.87151,0.194567,-0.119428,0.0186093
268,3tf7,-10.705,-2.17563,19.1411,-13.0635,24.6316,0.322989,-0.892797,-2.22045e-16
270,7n6e,-19.853,-0.175445,30.46,-21.6854,5.74677,0.813404,-0.337098,-9.71445e-17
272,3d39,-15.8649,-3.28511,23.9323,-19.4938,0.659842,0.131362,-0.408563,1.11022e-16
274,2bnr,-22.8784,-1.45015,28.2287,-29.8078,4.85458,0.787172,-0.322533,0.0398199
276,3e2h,-15.9676,-1.59441,22.4046,-19.0397,3.44664,1.07095,-0.274224,1.11022e-16
278,6amu,-16.3997,-1.01613,25.1438,-18.8464,0.666933,0.141594,-0.0350999,0.0125654
280,3h9s,-15.4461,-3.43457,24.6707,-18.5802,0.559468,0.259871,-0.375408,0.0424974
282,4g8g,-15.6476,-0.36734,23.0152,-19.5824,1.43499,0.164946,-0.222686,1.66533e-16
284,6tro,-16.8242,-4.68835,24.8442,-19.7712,3.07739,0.102603,-0.881909,0.0121455
286,2jcc,-18.5664,-0.419108,20.7299,-25.6002,1.97046,0.163951,-0.378276,0.0
288,5yxu,-17.3535,-4.10217,32.9921,-19.8647,2.30652,0.556102,-0.530663,-2.22045e-16
290,6vmx,-17.5476,-3.47886,27.7066,-20.1431,1.18405,0.686482,-0.287988,-2.22045e-16
292,5m01,-14.3255,-5.86074,24.1914,-15.4281,1.28445,0.728871,-1.33418,0.0596068
294,1qsf,-15.8345,-2.88595,24.7762,-19.0939,2.52257,0.392685,-0.459113,-2.22045e-16
296,3kps,-22.1086,-1.08215,29.8708,-27.5942,2.07151,0.44008,-0.335378,0.0353493
298,3vxs,-18.9916,-1.12808,26.0862,-23.7388,0.270264,0.116023,-0.560359,8.32667e-17
300,2ckb,-13.1053,-0.857817,20.7209,-14.9898,4.81101,0.485135,-0.185068,0.00074978
302,3e3q,-15.8908,-0.817226,22.4081,-19.6333,0.929519,0.161234,-0.31343,1.11022e-16
304,4jrx,-18.5058,-0.562448,26.3635,-21.2776,0.39292,0.0337111,-0.159971,0.00279182
