,PDB_ID,Energy_solvP,Entropy_sidec,Energy_torsion,Kn_electrostatic,Energy_ionisation
36,1hhh_AC,315.715,114.767,6.26156,-0.381258,1.25471
37,1hhi_AC,326.01,115.526,9.62754,-0.116657,0.786984
38,1hhj_AC,329.801,111.701,9.0498,-0.433956,1.19896
39,1hhk_AC,317.054,115.338,5.67413,-0.117203,0.745823
40,1hoc_AC,318.517,105.931,19.9748,-0.572242,0.347032
41,1hsa_AC,315.894,111.539,6.43087,-0.638417,0.450222
42,1i1f_AC,316.552,113.373,12.8705,-0.274976,0.800378
43,1i1y_AC,309.4,109.717,9.11473,-0.397534,0.925864
44,1i4f_AC,316.701,113.657,4.93577,-0.382014,0.842459
45,1i7r_AC,297.669,100.47,7.47652,-0.0847175,0.873374
46,1i7t_AC,324.136,107.067,17.5804,-0.154515,0.939266
47,1i7u_AC,306.267,106.365,8.79406,-0.10379,0.686394
48,1im3_AC,317.603,111.223,6.33298,-0.0934556,0.743038
49,1im9_AC,319.278,101.755,20.7339,-1.04582,0.17529
50,1inq_AC,309.912,105.325,11.4499,-0.383281,0.3725
51,1jf1_AC,320.245,110.928,5.4649,0.0153073,0.943055
52,1jgd_AC,338.777,118.208,9.81901,-1.66478,1.13462
53,1jge_AC,306.849,105.677,8.74139,-1.06364,0.435274
54,1jht_AC,325.578,111.319,11.637,-0.121706,0.937438
55,1jpf_AC,321.412,112.319,10.9213,-0.450939,0.671573
56,1jpg_AC,308.758,106.904,14.1895,-0.420582,0.513633
57,1juf_AC,307.928,108.809,7.30429,-0.449154,0.381878
58,1k5n_AC,319.585,112.547,4.67552,-0.91089,0.614628
59,1kj2_HP,309.651,102.044,16.4715,0.0138757,0.214518
60,1kj3_HP,313.797,106.193,9.49874,-0.113893,0.480813
61,1kpr_AP,324.635,101.472,41.7196,-0.586229,0.671345
62,1kpu_AP,298.056,103.586,4.03851,-0.0525461,0.234727
63,1kpv_AP,298.318,100.272,5.40564,-0.0522794,0.257032
64,1ktl_AP,320.425,98.2916,35.0041,-0.602743,0.659009
65,1lk2_AP,301.768,106.16,5.58622,-0.0261917,0.245559
66,1lp9_AC,310.292,103.868,6.95881,-0.0861153,0.734122
67,1m05_AE,305.784,99.0095,7.24272,-1.26057,0.385653
68,1m6o_AC,325.662,112.027,7.76892,-0.43616,0.204959
69,1mhe_AP,318.586,101.809,19.9641,-0.694996,0.913273
70,1mi5_AC,312.007,95.0891,11.9657,-1.08261,0.71778
71,1mwa_HP,319.138,108.021,17.3125,-0.19418,0.239716
72,1n2r_AC,315.337,113.022,5.4481,-0.33058,0.205401
73,1n3n_AI,322.691,108.463,28.2278,-0.447983,0.541927
74,1n5a_AC,308.053,104.526,31.306,-0.669803,0.446248
75,1nam_HP,304.711,101.552,18.2642,-0.12222,0.241093
76,1nan_HM,303.895,100.709,18.1701,-0.123869,0.253921
77,1of2_AC,323.244,113.752,3.01746,-1.32294,0.835467
78,1oga_AC,311.115,111.352,5.47233,-0.0703141,0.722027
79,1ogt_AC,321.783,118.414,3.80364,-1.52692,0.711766
80,1osz_AC,311.952,107.466,23.1063,-0.114368,0.246532
81,1p1z_AP,298.206,89.3276,47.9773,-0.184716,0.549278
82,1p4l_AP,316.449,101.665,19.1511,-0.0162598,0.239705
83,1p7q_AC,329.002,108.477,27.3992,-0.0655233,1.04759
84,1q94_AC,317.15,104.966,18.3445,-0.391352,0.4314
85,1qew_AC,321.013,115.787,7.58574,-0.071728,0.736479
86,1qlf_AC,320.209,113.672,13.9685,-0.483228,0.341609
87,1qo3_AP,315.968,100.09,7.68005,-0.894939,0.179956
88,1qqd_AC,311.193,105.182,18.4994,-1.11255,0.175883
89,1qrn_AC,315.887,107.467,16.1018,-0.116044,0.742065
90,1qse_AC,316.647,101.427,17.6483,-0.0836855,0.734877
91,1qsf_AC,317.431,101.736,20.4281,-0.125355,0.746881
92,1qvo_AC,328.7,114.737,14.6418,-0.466147,0.410542
93,1rjy_AP,302.655,107.136,5.57504,-0.075195,0.221617
94,1rjz_AP,312.063,106.477,13.939,-0.00490972,0.247311
95,1rk0_AP,306.787,106.47,11.3706,-0.28419,0.228138
96,1rk1_AP,312.899,111.442,6.60307,-0.0223563,0.241393
97,1s7r_AC,311.315,105.638,12.8791,0.00641869,0.241157
98,1s7u_AC,305.13,103.012,4.11691,-0.506078,0.443235
99,1s7v_AC,311.545,103.172,11.6811,-0.643007,0.964628
100,1s7w_AC,303.858,106.22,3.65099,-0.538406,0.447096
101,1s7x_AC,302.912,104.871,3.9921,-0.458193,0.421427
102,1s8d_AC,301.064,103.764,8.4356,-0.203391,0.702947
103,1s9w_AC,316.715,110.184,10.567,-0.170529,0.926502
104,1s9x_AC,317.146,107.899,12.7363,-0.186468,0.924943
105,1s9y_AC,319.53,109.592,8.26867,-0.153082,0.939825
106,1sys_AC,327.23,109.533,8.75269,-0.661756,0.197188
107,1syv_AC,321.9,111.394,7.92376,-0.52878,0.202477
108,1t0m_AP,309.236,106.025,6.24282,-0.134359,0.254126
109,1t0n_AP,304.832,105.428,6.06845,-0.11677,0.213618
110,1t1w_AC,312.314,109.937,8.27694,-0.158626,0.712918
111,1t1x_AC,311.987,109.981,7.11253,-0.16799,0.696489
112,1t1y_AC,308.712,109.091,5.33777,-0.157457,0.712802
113,1t1z_AC,321.29,112.293,7.37703,-0.135082,0.758625
114,1t20_AC,302.359,107.74,6.20878,-0.153027,0.672353
115,1t21_AC,314.129,109.207,7.21129,-0.149184,0.741262
116,1t22_AC,314.86,107.181,11.3772,-0.139356,0.915168
117,1tmc_AC,315.642,105.437,7.48733,-0.421843,0.327122
118,1tvb_AC,317.38,109.978,7.25991,-0.21689,0.712563
119,1tvh_AC,309.902,108.088,7.76277,-0.197155,0.703491
120,1uxs_AC,324.876,114.973,4.58943,-1.69001,0.479083
121,1uxw_AC,318.519,115.383,4.16968,-1.10359,0.616152
122,1vac_AP,311.5,117.414,4.61305,-0.0335571,0.245568
123,1vad_AP,315.175,110.682,4.93585,-0.785563,0.288183
124,1vgk_AC,318.502,107.19,10.3376,-0.465975,0.179496
125,1w0v_AC,325.53,114.304,6.06753,-1.17925,0.505116
126,1w0w_AC,316.99,107.882,5.18184,-1.1634,0.627958
127,1w72_AC,318.217,105.596,6.09328,-0.868644,0.891335
128,1wbx_AC,323.567,118.0,6.4282,-0.625595,0.388561
129,1wby_AC,322.129,111.046,5.13843,-0.335535,0.376814
130,1wbz_AP,310.661,106.645,6.24866,-0.42551,0.260486
131,1x7q_AC,309.387,111.285,6.27444,-0.657415,0.224212
132,1xr8_AC,316.089,111.62,9.23351,-0.211797,0.319583
133,1xr9_AC,311.856,111.257,3.70009,-0.231291,0.32011
134,1ydp_AP,323.177,110.484,12.5005,-1.20274,1.8354
135,1yn6_AC,325.521,112.911,11.2271,-0.365732,0.40697
136,1yn7_AC,326.193,112.372,14.8062,-0.44327,0.500125
137,1zhb_AC,303.929,100.965,5.75395,-0.531629,0.423059
138,1zhk_AC,307.805,106.528,7.46256,-0.176067,0.292124
139,1zhl_AC,320.035,112.941,6.55039,-0.445795,0.30306
140,1zsd_AC,312.133,106.273,7.0542,-0.232573,0.292725
141,1zt1_AP,295.874,97.2584,3.21015,-0.334991,0.459872
142,1zt7_AP,309.067,98.1793,13.9825,-0.562092,0.356814
143,2a83_AC,321.57,114.903,4.63808,-1.44558,0.558958
144,2ak4_AC,299.62,103.86,4.95179,-0.479823,0.31715
145,2av1_AC,302.226,107.439,6.85308,-0.00679762,0.72559
146,2av7_AC,300.909,104.909,6.17328,-0.155201,0.705055
147,2axf_AC,313.462,110.057,7.31254,-0.500608,0.288053
148,2axg_AC,313.483,109.017,9.30126,-0.277007,0.290788
149,2bck_AC,307.89,97.3726,14.0131,-0.237198,1.21242
150,2bnq_AC,314.798,109.863,12.8464,-0.15573,0.722435
151,2bnr_AC,316.038,107.491,10.6145,-0.132005,0.727391
152,2bsr_AC,321.622,106.701,14.3428,-0.577844,0.419059
153,2bss_AC,322.17,110.425,12.232,-0.853041,0.501601
154,2bst_AC,321.867,110.012,9.545,-1.39483,0.445935
155,2bvo_AC,306.109,111.512,11.2345,-0.657536,0.328654
156,2bvp_AC,323.075,113.086,7.74223,-0.681855,0.356815
157,2c7u_AC,301.79,94.8975,5.2159,-0.189031,0.945425
158,2cik_AC,304.466,106.173,3.77017,-0.186365,0.378349
159,2ckb_HP,321.476,99.4996,32.0532,-0.0384141,0.469261
160,2clr_AC,323.403,114.836,8.22236,-0.183794,0.70837
161,2clv_AC,308.333,100.543,4.99548,0.0240595,0.215202
162,2clz_AC,300.262,99.1819,4.74993,-0.215589,0.424207
163,2d31_AC,326.117,117.324,13.1332,-0.835233,0.567399
164,2dyp_AC,322.056,110.503,10.8115,-1.10799,1.21453
165,2e7l_EQ,300.673,103.451,9.41121,-0.523814,0.240962
166,2esv_AP,315.083,104.256,4.70336,-0.616109,1.57258
167,2f53_AC,311.256,111.506,6.0891,-0.134104,0.709797
168,2f54_AC,313.25,104.65,13.0867,-0.110485,0.948194
169,2f74_AC,315.369,97.9873,16.9934,-0.544433,0.410605
170,2fo4_AP,305.657,104.575,9.20802,-0.144032,0.233734
171,2fwo_AP,331.578,110.646,15.8727,-0.984594,0.180071
172,2fz3_AC,308.283,107.588,4.03029,-0.89973,0.416408
173,2git_AC,306.247,109.222,4.777,-0.0778624,0.704047
174,2gj6_AC,313.37,105.261,8.81335,-0.0724072,0.745434
175,2gt9_AC,309.117,107.702,5.0741,0.011752,0.732269
176,2gtw_AC,304.051,105.914,5.99242,-0.048881,0.749132
177,2gtz_AC,306.605,107.748,4.95044,-0.13469,0.719664
178,2guo_AC,308.845,106.053,6.14745,-0.129839,0.718942
179,2h6p_AC,302.568,105.208,2.06271,-0.228362,0.381255
180,2hjk_AC,307.469,111.033,9.38278,-0.69141,0.33091
181,2hjl_AC,304.062,111.549,10.1382,-0.702132,0.331287
182,2hn7_AC,312.937,113.326,6.97799,-0.394983,0.230297
183,2j8u_AC,296.023,98.1264,3.84391,-0.167477,0.774195
184,2jcc_AC,301.701,98.845,4.74468,-0.0915466,0.714953
185,2mha_AE,303.146,95.9056,35.869,-0.367564,0.203445
186,2nx5_AC,312.301,105.495,7.99083,-0.254134,0.276526
187,2oi9_AQ,298.909,104.746,8.36725,-0.555484,0.210362
188,2ol3_HP,310.491,105.213,10.3075,0.0336699,0.227784
189,2p5e_AC,321.22,115.135,6.77209,-0.142029,0.749781
190,2p5w_AC,308.38,107.508,8.8074,-0.101958,1.1107
191,2pye_AC,302.11,106.534,3.66623,-0.117215,0.706981
192,2rfx_AC,301.538,101.979,9.85385,-0.644,0.317809
193,2uwe_AC,306.446,105.607,2.38277,-0.0879183,0.731527
194,2v2w_AC,305.391,106.635,3.416,-0.124656,0.693509
195,2v2x_AC,312.696,109.769,4.83324,-0.138031,1.16397
196,2vaa_AP,308.459,108.149,4.96631,-0.00935398,0.237584
197,2vab_AP,298.848,106.506,4.04038,-0.0654769,0.24777
198,2vlj_AC,301.039,101.953,10.9861,-0.0759741,0.872134
199,2vlk_AC,293.548,102.308,9.2163,-0.0219154,0.711551
200,2vll_AC,316.621,113.035,5.11779,-0.0772943,0.743286
201,2vlr_AC,278.745,101.216,6.55957,-0.0348157,0.614527
202,2x4o_AC,315.243,99.6343,11.3473,-0.364582,0.699658
203,2x4r_AC,314.861,103.428,10.1088,-0.123211,0.906642
204,2x4s_AC,320.163,106.629,15.3744,-0.372508,0.721069
205,2x4u_AC,313.56,110.516,9.69636,-0.385494,0.785177
206,2xpg_AC,325.992,111.835,12.9573,-0.554549,0.219399
207,2ypk_AC,302.731,107.196,10.3665,-0.645751,0.329854
208,2ypl_AC,304.72,107.515,6.76111,-0.658799,0.32245
209,3am8_AE,313.693,104.843,9.89208,-0.61785,1.25054
210,3bo8_AC,314.704,109.542,4.50781,-0.785281,0.826416
211,3bp4_AC,319.093,109.153,8.1042,-0.676192,0.450748
212,3bp7_AC,314.936,109.954,5.98767,-0.671856,0.613572
213,3buy_AC,313.931,108.359,5.8019,-0.576677,0.338143
214,3bvn_AC,321.7,105.892,18.1643,-1.25562,0.342446
215,3bw9_AC,322.709,116.546,7.26075,-0.51699,0.315487
216,3bwa_AC,307.708,104.58,5.80351,-0.488067,0.316926
217,3bxn_AC,313.653,109.574,4.54142,-0.428358,0.352901
218,3bze_AP,314.64,104.577,15.9593,-0.631929,0.875032
219,3bzf_AP,324.98,111.837,14.1927,-0.676251,1.35339
220,3c8k_AP,301.892,100.285,12.0189,0.0873488,0.231666
221,3c9n_AC,320.695,113.893,4.6587,-0.31067,0.306449
222,3cc5_AC,309.673,111.995,13.7974,-0.881185,0.331194
223,3cch_AC,310.251,107.244,16.5627,-0.485084,0.384823
224,3cdg_AP,312.301,105.516,23.8212,-0.601702,0.879986
225,3ch1_AC,303.729,106.165,6.12345,-0.574511,0.539955
226,3cii_AC,306.078,98.0857,6.57347,-0.719296,0.86149
227,3cpl_AE,314.514,110.036,21.2492,-0.551493,0.485235
228,3cvh_AC,295.06,99.9387,5.01377,0.155221,0.21838
229,3czf_AC,323.67,115.776,3.58819,-1.44597,0.755632
230,3d18_AC,318.803,112.276,4.09704,-1.32405,0.60469
231,3d25_AC,313.537,109.554,14.0074,-0.524623,0.822116
232,3dmm_AP,327.609,107.588,13.8938,-0.915492,0.166902
233,3dx6_AC,324.81,113.524,4.84061,-0.423673,0.210782
234,3dx7_AC,323.931,111.842,5.76104,-0.501601,0.205138
235,3dx8_AC,322.309,110.192,6.69866,-0.362397,0.211873
236,3dxa_AC,313.737,103.647,20.2385,-0.493118,0.200513
237,3e2h_AQ,313.547,100.928,22.4032,-0.638253,0.194916
238,3e3q_AQ,303.005,105.0,20.2898,-0.558497,0.202624
239,3e6f_AP,313.345,101.071,16.3138,-0.628565,0.164756
240,3e6h_AP,319.065,100.247,10.7657,-0.477589,0.158254
241,3ecb_AP,318.209,103.931,9.071,-0.695598,0.18206
242,3ery_AP,295.182,102.179,12.9116,-0.471556,0.217069
243,3ffc_AC,321.616,107.393,9.17555,-1.10352,0.802967
244,3fqt_AC,300.559,105.476,5.43867,-0.0600206,0.744576
245,3fqw_AC,305.106,107.491,5.84321,-0.258605,0.734332
246,3ft3_AP,311.705,109.607,6.93722,-0.60399,1.06843
247,3ft4_AP,314.114,111.99,6.11203,-0.739187,0.722729
248,3ftg_AC,301.811,104.567,11.6203,-0.646131,0.548466
249,3giv_AC,305.536,104.86,5.27644,-0.158799,0.930756
250,3gjf_AC,315.341,110.773,5.97683,-0.170301,0.935812
251,3gsn_HP,316.651,102.73,21.136,-0.142938,0.922326
252,3gso_AP,304.346,105.104,3.15908,-0.169754,0.910462
253,3gsq_AP,308.047,110.338,2.51483,-0.140298,0.715879
254,3gsr_AP,309.212,106.91,2.60298,-0.156241,0.94033
255,3gsu_AP,302.962,106.761,2.27736,-0.158288,0.700526
256,3gsv_AP,301.086,107.625,2.35229,-0.163546,0.685854
257,3gsw_AP,311.828,109.063,2.24863,-0.165801,0.693207
258,3gsx_AP,306.431,107.153,2.79744,-0.152048,0.895459
259,3h7b_AC,308.809,109.468,7.61775,-0.154117,0.718796
260,3h9h_AC,313.866,109.472,6.20229,-0.150499,0.726999
261,3h9s_AC,310.763,103.037,12.6958,-0.17002,0.730152
262,3hae_AC,311.597,106.754,22.7235,-0.145116,0.905303
263,3hg1_AC,335.778,111.62,24.4339,-0.00553883,0.751886
264,3hpj_AC,309.234,109.844,4.91074,-0.439093,0.923053
265,3i6g_AC,319.046,111.155,10.1118,-0.0477482,0.731818
266,3i6k_AC,312.479,104.669,12.6804,-0.143017,0.943829
267,3i6l_DF,314.577,106.922,5.62877,-0.22151,0.507551
268,3ixa_AC,309.53,108.918,3.30771,-0.0992188,0.725107
269,3kla_AC,312.814,106.879,3.85758,-0.170995,0.923796
270,3kpl_AC,327.251,111.562,6.24537,-0.264413,0.208193
271,3kpm_AC,319.622,112.698,2.54495,-0.337826,0.199959
272,3kpn_AC,323.686,113.061,3.15178,-0.347895,0.209811
273,3kpo_AC,321.986,109.049,5.93586,-0.393702,0.192293
274,3kpp_AC,328.205,113.684,5.088,-0.422683,0.201598
275,3kpq_AC,328.324,115.779,5.90592,-0.455354,0.205357
276,3kpr_AC,320.45,107.01,3.26306,-0.638855,0.187995
277,3kps_AC,322.252,107.09,6.82198,-0.347404,0.181355
278,3kww_AC,308.954,107.953,3.79947,-0.539035,0.296679
279,3kxf_AQ,302.823,100.934,5.74909,-0.474158,0.606769
280,3kyn_AP,308.174,108.66,10.7967,-0.760557,0.880013
281,3kyo_AP,305.858,111.957,13.0611,-0.692886,0.918039
282,3l3d_AC,322.275,113.818,4.56486,-0.362519,0.196041
283,3l3g_AC,321.221,110.154,4.29932,-0.246641,0.196993
284,3l3h_AC,313.366,107.595,4.78725,-0.421097,0.351349
285,3l3i_AC,317.524,109.241,3.0475,-0.438617,0.19993
286,3l3j_AC,323.398,109.395,6.36839,-0.310777,0.204165
287,3l3k_AC,316.364,107.317,3.21991,-0.311071,0.198642
288,3lkn_AC,301.986,110.512,6.3071,-0.179648,0.299476
289,3lko_AC,303.212,107.729,5.14915,-0.282997,0.303367
290,3lkp_AC,306.474,112.582,5.4664,-0.329445,0.309081
291,3lkq_AC,310.088,113.502,5.79407,-0.326244,0.303304
292,3lkr_AC,306.631,109.379,8.01553,-0.228064,0.301714
293,3lks_AC,305.126,108.512,9.12057,-0.224,0.300392
294,3ln5_AC,332.618,113.991,10.0752,-0.0830309,0.564108
295,3lv3_AC,320.019,111.797,5.05978,-1.49904,0.485166
296,3mgo_AC,319.898,110.563,10.6893,-0.419615,0.908061
297,3mgt_AC,317.212,112.16,14.069,-0.368539,0.701218
298,3mr9_AP,306.52,110.088,2.65067,-0.152934,0.697811
299,3mrb_AP,313.341,111.34,4.64048,-0.144345,1.05067
300,3mrc_AP,307.823,108.18,5.3437,-0.169787,0.730174
301,3mrd_AP,310.635,108.827,5.63302,-0.150948,0.738439
302,3mre_AP,316.12,111.269,4.03903,-0.129029,0.892294
303,3mrf_AP,315.103,108.089,10.4779,-0.159883,0.710866
304,3mrg_AP,315.2,114.525,4.09834,-0.182351,0.712568
305,3mrh_AP,304.354,100.221,16.3431,-0.215974,0.847552
306,3mri_AP,310.611,106.761,5.74292,-0.223739,1.09564
307,3mrj_AP,310.084,109.599,2.88306,-0.170481,0.686186
308,3mrk_AP,313.752,107.706,4.89922,-0.301652,0.941817
309,3mrl_AP,306.205,105.149,11.4068,-0.161487,0.647586
310,3mrm_AP,308.532,109.651,8.89541,-0.195906,0.718542
311,3mrn_AP,317.932,105.832,14.8022,-0.0968319,0.743044
312,3mro_AP,308.238,105.22,4.08248,-0.0502065,0.720393
313,3mrp_AP,308.358,107.538,3.6302,-0.0570667,0.726735
314,3mrq_AP,315.111,109.127,4.15097,-0.0752887,0.951571
315,3mrr_AP,305.308,105.619,2.26597,-0.156759,0.908484
316,3mv7_AC,316.068,109.589,6.67954,-0.173739,0.447749
317,3mv8_AC,306.442,102.532,6.42125,-0.232573,0.446536
318,3mv9_AC,322.852,107.036,34.026,-0.132057,0.457296
319,3myj_AC,315.57,107.914,4.95824,-0.0937363,0.954238
320,3nfn_AC,323.386,103.313,12.3565,-0.776773,1.42633
321,3o4l_AC,314.331,103.732,14.4506,-0.100049,0.706561
322,3ox8_AC,313.995,109.83,12.9708,-0.198943,0.966015
323,3oxr_AC,313.399,111.684,9.00704,-0.314488,0.735681
324,3oxs_AC,309.323,108.356,5.18227,-0.305055,0.744947
325,3p4m_AF,310.012,107.007,13.4831,0.123528,0.24871
326,3p4n_AF,313.022,102.079,16.3676,0.150482,0.442065
327,3p4o_AF,316.654,107.15,19.5091,-0.0576989,0.2661
328,3p9l_AF,304.389,105.262,9.13037,0.118278,0.25915
329,3p9m_AF,306.025,106.755,7.10807,-0.0516548,0.442831
330,3pab_AF,310.843,102.468,23.2746,0.0797873,0.476189
331,3pqy_AC,319.35,108.878,13.3105,-0.351083,0.391396
332,3pwj_AC,308.213,109.313,7.21164,-0.169476,0.901013
333,3pwl_AC,312.05,113.047,4.20742,-0.125468,0.924176
334,3pwn_AC,311.022,112.26,3.96165,-0.0544861,0.661457
335,3pwp_AC,310.844,105.179,9.9555,-0.151056,0.925389
336,3qdg_AC,308.232,103.633,7.29594,0.018687,0.760069
337,3qdj_AC,299.58,98.9309,4.67666,-0.161676,0.944976
338,3qdm_AC,305.685,103.659,8.54233,-0.0232356,0.725451
339,3qeq_AC,301.791,104.382,4.35167,-0.127618,0.728607
340,3qfd_AC,308.884,104.74,4.52208,-0.13045,0.71823
341,3qfj_AC,318.512,108.478,9.60491,-0.097609,0.730804
342,3quk_AC,299.258,102.396,6.46844,-0.763151,0.514472
343,3qul_AC,294.687,103.878,6.2431,-0.603627,0.339763
344,3qzw_AC,320.375,110.098,14.3104,-0.774416,1.18315
345,3rew_AC,308.81,111.897,6.18855,-0.25041,0.682529
346,3rgv_CE,310.852,100.137,32.3437,-0.0176343,0.211853
347,3rl1_AC,320.739,108.586,12.2734,-0.525068,0.228194
348,3rl2_AC,314.97,107.274,9.90987,-0.843158,0.225815
349,3roo_AE,300.68,102.358,3.77165,-0.0344602,0.236938
350,3sjv_AC,319.833,99.0193,21.76,-1.09339,0.241551
351,3skm_AC,308.446,107.8,6.88614,-1.1383,0.778535
352,3sko_AC,301.922,107.924,8.74319,-0.993132,0.321454
353,3spv_AC,316.979,110.596,11.8825,-0.64829,0.325659
354,3tbs_AC,299.524,101.858,11.1064,-0.672967,0.34476
355,3tbt_AC,294.415,103.343,8.62594,-0.499292,0.330922
356,3tbv_AI,300.546,103.047,13.1167,-0.653776,0.554493
357,3tbw_AI,306.335,104.501,10.7311,-0.600336,0.346084
358,3tby_AC,300.839,101.102,6.44539,-0.650873,0.312822
359,3tf7_AB,288.592,100.742,7.35324,-0.461294,0.23812
360,3tfk_AB,300.498,97.8872,17.3695,-0.4914,0.263359
361,3tid_AC,306.798,103.043,5.43229,0.0204287,0.222986
362,3tie_AC,304.029,102.397,12.9488,0.0246919,0.28016
363,3tjh_AB,306.084,108.766,14.4597,-0.257242,0.219875
364,3to2_AC,312.194,105.703,10.2585,-0.113569,0.889841
365,3tpu_EF,278.927,91.3402,28.0488,-0.566346,0.236445
366,3upr_AP,309.405,105.466,5.39741,-0.748699,0.82628
367,3utq_AC,308.416,105.658,5.28774,-0.303762,0.742945
368,3uts_AC,309.334,99.8457,12.1282,-0.2431,0.914138
369,3utt_AC,327.925,105.633,15.6393,-0.193275,0.77173
370,3v5d_AC,307.43,107.312,2.73207,-0.607371,0.968955
371,3v5h_AC,307.88,108.539,2.09591,-0.562919,1.03752
372,3v5k_AC,316.654,115.682,1.62814,-0.581141,0.913483
373,3vcl_AC,322.995,107.354,10.2031,-0.872602,0.944659
374,3vfm_AC,311.44,110.69,8.10489,-0.500996,0.291611
375,3vfn_AC,331.26,114.57,10.1046,-0.486625,0.347245
376,3vfo_AC,307.232,107.203,8.12632,-0.492452,0.278373
377,3vfp_AC,312.417,109.22,7.06685,-0.505414,0.301461
378,3vfr_AC,327.645,114.461,8.01707,-0.476046,0.318394
379,3vfs_AC,315.646,111.749,6.76616,-0.480938,0.312226
380,3vft_AC,315.582,110.797,6.18452,-0.5076,0.300329
381,3vfu_AC,328.889,114.774,9.65816,-0.462698,0.309907
382,3vfv_AC,309.344,109.444,6.83414,-0.479488,0.310338
383,3vfw_AC,314.892,111.965,9.53253,-0.437088,0.311187
384,3vh8_AC,304.048,103.906,7.7293,-0.594276,0.315037
385,3vri_AC,299.857,106.445,5.49919,-0.925073,0.315978
386,3vrj_AC,309.852,104.442,6.10763,-0.552282,0.298547
387,3vxm_AC,314.738,104.529,9.6459,-0.709897,0.547855
388,3vxn_AC,310.165,106.356,7.14453,-0.869518,0.729857
389,3vxo_AC,306.727,101.674,9.97073,-0.925827,0.504191
390,3vxp_AC,311.044,107.07,7.7893,-0.90707,0.530467
391,3vxr_AC,313.736,108.732,4.57637,-0.803403,0.520686
392,3vxs_AC,314.446,107.453,3.95136,-0.714433,0.739796
393,3vxu_AC,321.246,103.473,30.3565,-0.916241,0.955952
394,3w0w_AC,311.329,108.418,9.50636,-0.95294,0.694985
395,3w39_AC,314.291,97.8587,22.6361,-0.391082,0.519456
396,3wl9_AC,313.92,109.487,3.47082,-0.514788,0.4854
397,3wlb_AC,308.519,106.676,4.67375,-0.0673212,0.505145
398,3ws3_AE,305.639,111.256,13.7949,-0.385867,0.573776
399,3ws6_AE,310.156,112.265,5.78884,-0.778661,0.493375
400,3wuw_AC,300.549,103.18,7.40711,-0.59178,0.317518
401,3x11_AC,303.301,102.722,3.9679,-0.561061,0.312291
402,3x12_AC,312.001,105.633,3.46507,-0.659024,0.331118
403,3x13_AC,308.115,107.168,4.25176,-1.16751,0.777709
404,3x14_AC,312.397,104.173,3.22797,-1.25917,0.787704
405,4e5x_AC,321.812,114.621,11.493,-0.114417,1.1395
406,4eup_AC,313.951,107.301,11.932,-0.170781,0.735616
407,4f7m_AC,316.359,102.988,9.80998,-0.567696,1.22552
408,4f7t_AC,312.221,113.073,6.62187,-0.853282,1.41503
409,4ftv_AC,304.763,100.941,5.4805,-0.106227,0.938532
