,PDB_ID,Energy_vdw,Electro,Energy_solvP,Energy_solvH,Energy_vdwclash,Energy_torsion,Kn_electrostatic,Energy_ionisation
27,3MBE,-214.737,-10.855,319.449,-265.66200000000003,73.0012,33.3338,-1.08218,1.48782
28,3MBE,-218.259,-14.3318,320.949,-272.397,94.3662,39.8402,-0.76483,1.56406
29,3MBE,-213.584,-8.4396,319.268,-265.459,56.2012,36.6109,-0.850231,1.50299
31,3MBE,-218.384,-10.5804,321.629,-272.394,84.9806,38.8925,-1.01322,1.54558
32,3MBE,-213.357,-15.5007,321.91700000000003,-264.759,82.2878,42.6887,-0.7535689999999999,1.59253
33,3MBE,-216.291,-11.3943,319.905,-271.317,75.6572,36.9307,-1.15052,1.78743
34,3MBE,-216.181,-11.6561,323.163,-269.492,99.9361,48.971,-0.832313,1.5455
35,3MBE,-212.467,-10.5756,319.258,-263.333,73.7974,36.3215,-0.541342,1.51921
36,3O6F,-234.082,-14.939,347.84,-294.129,114.482,32.6644,-1.1759700000000002,1.35103
37,3O6F,-227.157,-16.6338,336.349,-285.699,68.8608,41.3539,-1.22014,1.31725
39,3O6F,-231.281,-16.3634,344.38300000000004,-291.064,105.554,35.2935,-1.95368,1.35492
40,3O6F,-230.673,-12.7897,343.741,-289.719,84.4548,40.6749,-1.91457,1.5265
41,3O6F,-231.173,-13.4218,346.774,-289.529,75.1816,32.4659,-0.8898440000000001,1.32239
42,3O6F,-226.837,-12.2967,333.32199999999995,-286.181,85.9438,36.3144,-1.37558,0.858292
43,3O6F,-225.016,-13.0653,335.892,-281.715,77.8923,37.3092,-1.48474,1.25951
44,3O6F,-232.99,-13.6249,345.793,-292.786,83.6493,34.3779,-1.46384,1.7465700000000002
45,3O6F,-228.516,-13.4973,337.454,-288.61400000000003,84.7946,35.1467,-1.50531,1.2970700000000002
46,3O6F,-224.936,-11.8339,332.781,-282.923,84.4305,36.6389,-1.47587,1.43169
47,3O6F,-226.226,-13.8264,335.05300000000005,-285.7,83.706,31.7425,-1.36814,1.2325
48,3O6F,-226.692,-12.4581,337.431,-283.777,68.604,38.7941,-1.06964,0.681579
49,3O6F,-230.096,-14.5385,347.841,-288.039,92.1006,37.9074,-1.754,1.30786
50,3O6F,-225.528,-12.905,335.856,-283.632,75.8459,35.3673,-1.44876,1.50812
51,3O6F,-234.113,-13.3413,352.58,-292.754,82.5595,38.9366,-1.66098,1.3417
52,3O6F,-231.447,-16.151,345.75800000000004,-289.238,79.8651,34.938,-1.86306,0.601966
53,3O6F,-225.27,-14.5523,331.212,-285.2,83.3688,41.6086,-1.40009,1.28444
54,3O6F,-229.617,-15.3269,345.415,-288.158,88.2519,30.8326,-1.35014,1.28637
55,3O6F,-232.069,-15.879,348.67900000000003,-290.446,95.9273,34.3482,-1.6718099999999998,1.34686
56,3QIB,-222.452,-9.35686,321.452,-285.54,64.6772,38.2892,-0.461055,0.317996
57,3QIB,-221.597,-7.682930000000001,321.048,-285.437,69.4549,33.3267,-0.63341,0.368677
58,3QIB,-223.847,-11.0139,322.1,-289.147,85.4748,38.0937,-1.07495,0.555715
60,3QIB,-219.76,-10.0965,317.558,-282.081,68.2595,34.3827,-0.4260069999999999,0.40568
61,3QIW,-221.11900000000003,-6.85955,317.04,-286.076,94.5793,39.0037,-0.0299593,0.6684899999999999
62,3QIW,-219.882,-9.34733,321.194,-283.321,84.34,36.3963,-0.5245890000000001,0.992375
63,3QIW,-222.229,-4.200819999999999,319.586,-286.435,80.6746,30.7738,-0.189176,0.526737
65,3QIW,-219.655,-5.65042,322.025,-280.154,73.4184,34.2713,-0.24659,0.39135
66,3T0E,-224.169,-6.0723,339.64,-282.154,127.371,47.5078,-0.766145,0.377951
67,3T0E,-211.534,-9.37663,321.956,-264.744,100.746,41.4845,-1.22324,0.363854
69,3T0E,-217.511,-13.6151,330.76199999999994,-272.183,107.094,49.2535,-1.35327,0.371788
70,3T0E,-211.66,-10.2997,319.86400000000003,-265.575,91.6538,41.2729,-1.14722,0.5451550000000001
71,3T0E,-213.878,-11.2036,326.273,-266.237,96.7707,43.0176,-0.827318,0.3523989999999999
72,3T0E,-218.03,-14.932,330.406,-273.377,108.958,43.2057,-1.45287,0.691137
73,3T0E,-215.873,-9.47754,327.331,-270.98900000000003,114.362,43.1067,-1.2280799999999998,0.416768
74,3T0E,-219.11900000000003,-11.8689,329.538,-276.251,118.541,40.758,-0.983348,0.381313
75,3T0E,-216.234,-10.9433,322.608,-272.52,123.632,40.0639,-1.378,0.356054
76,3T0E,-212.848,-13.4172,320.413,-267.564,100.033,43.2933,-1.04675,0.390162
77,3T0E,-213.611,-8.84436,319.249,-269.494,108.512,43.5589,-0.98449,0.362208
78,3T0E,-209.805,-10.262,317.595,-262.925,95.0521,45.2647,-1.34787,0.5892850000000001
79,3T0E,-210.433,-9.05478,318.30400000000003,-263.603,104.81,39.8691,-1.36074,0.347278
80,3T0E,-212.726,-14.4,323.714,-267.528,96.563,44.1446,-1.48555,0.5491010000000001
81,3T0E,-217.709,-9.80783,325.351,-273.923,117.096,33.3112,-1.53381,0.72044
82,3T0E,-209.486,-14.6704,319.53,-262.759,93.6041,45.5495,-1.7915,0.554508
83,3T0E,-213.836,-9.9618,322.111,-267.3,116.508,42.1394,-0.8712040000000001,0.418867
84,3T0E,-212.154,-11.2897,319.007,-265.86,106.408,37.9672,-1.12975,0.37773
85,3T0E,-208.955,-10.9523,320.956,-261.204,79.9751,44.2212,-1.25414,0.495708
86,4H1L,-224.801,-8.772310000000001,326.937,-285.393,84.4805,46.9542,-1.97984,0.601963
87,4H1L,-228.475,-11.1955,328.87,-291.454,83.8263,36.7711,-1.91335,0.655299
89,4H1L,-223.069,-8.662239999999999,323.936,-284.053,76.5147,40.9705,-1.75266,0.637459
90,4H1L,-222.001,-12.3163,319.137,-283.151,90.5349,37.7838,-2.21903,0.8614450000000001
91,4OZF,-219.388,-8.949819999999999,311.456,-280.423,76.5167,36.162,-1.17549,0.418442
93,4OZF,-222.889,-11.9586,320.407,-283.305,76.033,45.8321,-1.4689,1.2112
94,4OZF,-220.175,-9.64311,312.868,-280.64,67.4717,33.8646,-1.1837,0.7471770000000001
95,4OZF,-220.453,-8.91447,313.452,-282.113,70.04899999999999,34.6773,-0.761833,1.01672
96,4OZI,-208.71400000000003,-6.544169999999999,299.749,-266.16200000000003,65.7187,32.4302,-0.754979,0.379221
98,4OZI,-206.068,-6.003369999999999,295.783,-263.191,65.6542,28.5516,-1.14257,0.345362
99,4OZI,-208.818,-8.174439999999999,308.807,-262.577,53.2528,38.5744,-1.0194299999999998,0.428666
100,4OZI,-206.353,-6.21588,299.563,-259.039,66.4733,31.6115,-0.8588399999999999,0.3970329999999999
101,4P23,-225.238,-10.3833,322.553,-283.698,74.1446,43.5281,-1.2985799999999998,0.635841
102,4P23,-222.827,-7.352360000000001,327.212,-278.648,82.7907,39.7702,-0.54756,0.4677699999999999
104,4P23,-222.273,-8.24915,320.652,-279.728,90.1003,37.3331,-1.05522,0.618343
105,4P23,-221.767,-10.7846,325.892,-276.78,67.75,42.1602,-0.860417,0.4624609999999999
106,4P23,-219.592,-10.5411,317.155,-275.493,69.2775,35.8524,-1.11383,0.810092
107,4P23,-219.251,-10.6679,318.483,-274.658,83.8673,45.273,-0.933129,0.700566
108,4P23,-213.755,-9.33011,307.285,-267.379,59.5834,34.6918,-1.00674,0.614571
109,4P23,-219.026,-7.185860000000001,316.124,-274.683,65.5751,41.362,-0.548813,0.4450229999999999
110,4P23,-217.173,-7.317019999999999,315.93,-272.268,71.3711,43.2497,-0.736849,0.489754
111,4P23,-218.296,-9.23409,317.23400000000004,-273.54,68.1935,31.5538,-0.935727,0.487349
112,4P23,-218.668,-10.221,313.672,-275.435,79.9644,40.3491,-0.592316,0.49225
113,4P23,-218.93400000000003,-11.7935,316.645,-274.502,64.1361,41.5967,-0.5965050000000001,0.891885
114,4P23,-220.602,-9.4491,313.34,-277.236,89.2163,41.8681,-0.836216,0.473157
115,4P23,-213.666,-9.3158,304.6,-268.504,63.207,33.595,-0.96748,0.6825720000000001
116,4P23,-219.286,-10.5614,319.063,-272.387,73.7209,30.3656,-0.582515,0.657569
117,4P23,-219.97,-8.298589999999999,319.342,-274.628,78.8745,47.3167,-0.8337190000000001,0.592474
118,4P23,-218.636,-9.20674,316.776,-273.212,71.2387,35.1732,-0.8236180000000001,0.59988
119,4P23,-215.492,-8.68329,310.258,-268.399,80.8382,39.2192,-1.33469,0.436094
120,4P23,-217.605,-10.0571,316.817,-271.053,68.7578,32.501999999999995,-1.34867,0.655185
121,4P23,-217.907,-8.56817,315.05,-273.119,76.6041,42.13,-0.630101,0.472681
122,4P23,-222.226,-11.4737,324.105,-277.35,80.1514,38.0145,-1.51563,0.6638149999999999
123,4P2O,-215.554,-7.77924,312.86,-274.98900000000003,64.6337,32.0256,0.00766213,0.568625
124,4P2O,-218.30900000000003,-5.14228,313.183,-280.032,71.4527,33.7489,0.264756,0.356935
125,4P2O,-216.367,-9.57897,316.16200000000003,-275.413,61.6835,34.7964,-0.509741,0.547369
126,4P2O,-221.833,-12.5971,323.223,-282.444,77.2411,43.426,-0.549211,1.02108
127,4P2O,-219.43,-9.23644,320.192,-280.274,62.8794,33.8768,-0.209204,0.408653
128,4P2O,-218.381,-8.84184,315.28700000000003,-278.932,56.5936,36.4213,-0.150475,0.536129
130,4P2O,-218.203,-9.92218,320.215,-278.515,60.8135,33.9392,-0.244583,0.8952979999999999
131,4P2O,-217.978,-8.7711,314.714,-278.574,74.2057,34.1793,-0.470028,0.3936179999999999
132,4P2O,-218.107,-6.92035,322.617,-277.182,56.2413,32.3643,-0.7371489999999999,0.541276
133,4P2O,-218.394,-8.14293,322.882,-276.845,59.3985,33.565,-0.727167,0.419427
134,4P2O,-216.784,-8.67902,315.406,-276.146,79.6155,33.7519,-0.392975,0.349593
135,4P2O,-213.352,-10.3677,312.357,-272.218,68.40899999999999,38.9596,-0.51013,0.789438
136,4P2O,-218.16,-5.62576,318.22,-277.999,63.1574,36.3188,0.6177,0.34299
137,4P2Q,-214.88,-5.85285,306.5,-276.928,74.51100000000001,30.9977,-0.705436,0.497402
138,4P2Q,-215.93400000000003,-7.142580000000001,310.32,-277.407,61.8095,28.6675,-0.60961,0.3780929999999999
139,4P2Q,-218.99400000000003,-9.26159,311.86,-279.385,77.7106,32.478,-1.00384,0.54764
141,4P2Q,-217.936,-6.665260000000001,309.657,-279.041,62.6563,34.0221,-1.4448,0.5617979999999999
142,4P2Q,-220.614,-6.4307,308.802,-284.981,69.7517,28.5385,-0.8345540000000001,0.341228
143,4P2R,-215.646,-7.26435,305.321,-278.449,63.0064,31.6742,-0.949964,0.348277
144,4P2R,-217.012,-6.291919999999999,308.736,-279.246,74.7643,40.2465,-0.637827,0.323411
145,4P2R,-217.695,-9.04282,309.896,-280.651,62.4614,28.5434,-0.7330300000000001,0.772209
147,4P2R,-218.198,-7.977410000000001,313.693,-280.791,70.7856,34.4373,-0.508841,0.724092
148,4P46,-219.229,-7.87148,314.38,-275.839,93.0911,36.806,-0.723803,0.6218859999999999
149,4P46,-219.646,-6.61158,317.30400000000003,-277.85,88.3705,41.5982,-0.681633,0.6040810000000001
151,4P46,-220.459,-10.2094,321.597,-276.779,85.8686,32.7745,-1.48016,0.6234149999999999
152,4P46,-218.107,-7.516360000000001,321.006,-273.684,73.4993,36.5297,-0.816503,0.6358550000000001
153,4P46,-215.345,-10.0334,315.551,-269.165,75.2073,34.8645,-1.31437,0.815773
154,4P46,-218.215,-12.4114,318.749,-273.221,81.3695,36.2259,-1.16703,0.661091
155,4P46,-218.31,-9.56193,314.376,-274.585,67.8518,35.7228,-1.2210299999999998,0.629258
156,4P46,-213.677,-8.89852,311.248,-266.593,60.9714,37.8934,-0.5851430000000001,0.5886239999999999
157,4P46,-216.418,-5.39691,317.128,-271.256,77.8744,41.4455,0.309837,0.604114
158,4P46,-213.186,-10.8607,307.654,-269.003,71.9276,37.8598,-1.00785,0.415609
159,4P46,-213.019,-9.62592,309.562,-268.651,77.7739,39.5636,-0.8549129999999999,0.624816
160,4P46,-215.376,-8.93877,310.25,-270.785,76.8906,39.0636,-0.402947,0.4554229999999999
161,4P46,-213.99,-10.8149,314.006,-267.777,80.735,38.3358,-1.18852,0.847834
162,4P46,-214.97,-9.06608,312.376,-269.306,70.029,36.1137,-0.866088,0.822573
163,4P46,-214.987,-9.54817,309.579,-269.725,75.1908,39.4813,-0.8280709999999999,0.6255310000000001
164,4P46,-212.16,-7.88075,307.119,-265.462,86.66799999999999,39.217,-1.18921,0.5965560000000001
165,4P46,-217.084,-9.71111,313.85,-272.827,87.9488,33.2917,-0.936338,0.618781
166,4P46,-219.94,-14.130999999999998,325.156,-274.079,94.5483,41.5552,-1.20567,1.0024
167,4P46,-218.311,-8.096639999999999,318.033,-272.914,77.4524,37.5056,-1.17478,0.5546840000000001
168,4P46,-214.45,-8.226,314.113,-267.443,70.6102,39.1177,-1.01905,0.988142
169,4P46,-223.221,-11.7829,332.305,-277.999,96.7686,42.3546,-2.20875,0.8486370000000001
170,5KS9,-222.253,-8.96526,324.842,-276.992,60.8924,34.7129,-0.960628,0.5768439999999999
171,5KS9,-223.29,-6.711289999999999,321.918,-280.625,77.3354,46.9006,-0.626254,0.430991
172,5KS9,-224.678,-8.9558,323.72,-281.719,68.7335,42.0037,-0.260492,0.4261569999999999
173,5KS9,-224.643,-9.52583,323.776,-280.617,72.1263,42.6761,-1.11454,0.58348
175,5KS9,-224.739,-9.48601,328.607,-279.638,72.2766,44.004,-1.24453,0.731334
176,5KS9,-225.638,-9.92801,327.797,-282.019,69.8223,40.3275,-0.936405,0.369046
177,5KS9,-223.68,-9.24047,328.833,-279.656,70.3732,37.6394,-1.43846,1.22148
178,5KSA,-221.12,-5.94324,316.17900000000003,-277.696,67.9355,48.3902,-1.242,0.516229
180,5KSA,-221.377,-6.51631,319.825,-278.098,58.2346,36.3175,-0.925354,0.564204
181,6DFS,-208.721,-7.32408,309.356,-265.504,125.557,41.7021,-0.319986,0.407656
182,6DFS,-217.723,-8.99998,322.11,-275.444,138.291,48.0091,-0.7909729999999999,0.623149
183,6DFS,-208.562,-9.76619,307.813,-266.206,106.592,48.3169,-0.6198899999999999,0.362103
184,6DFS,-216.526,-9.8894,319.548,-275.35900000000004,111.283,50.6561,-0.7259399999999999,0.682395
186,6DFS,-211.082,-11.4248,312.284,-266.73,115.695,45.6159,-0.516588,0.405759
187,6DFS,-215.158,-10.4605,322.812,-272.178,130.196,41.4771,-0.2431309999999999,0.400445
188,6DFW,-213.389,-7.499289999999999,319.448,-270.482,122.417,43.1732,-0.6515340000000001,0.515538
189,6DFW,-209.604,-7.795389999999999,312.307,-264.283,132.996,46.9449,-0.439978,0.610202
190,6DFW,-211.596,-8.463330000000001,316.97,-267.814,126.963,41.4904,-0.689663,0.474477
191,6DFW,-212.762,-11.3547,315.782,-268.204,113.837,36.1216,-0.406223,0.392098
193,6DFW,-209.657,-6.37942,316.254,-264.261,97.4641,41.401,-0.0659949,0.387986
194,6DFW,-207.849,-6.9628,313.572,-262.011,96.0969,41.0899,-0.108623,0.411435
195,6DFW,-211.461,-6.22467,316.813,-268.33,103.987,47.4439,0.168025,0.410006
196,6DFW,-209.908,-4.12132,315.331,-265.771,115.692,46.1362,0.138314,0.623322
197,6DFW,-203.405,-8.67137,307.933,-256.706,101.485,42.6202,-0.5559729999999999,0.399008
198,6DFW,-203.777,-8.754589999999999,304.525,-257.494,107.078,42.1338,-0.6315689999999999,0.380798
199,6DFW,-201.812,-7.381880000000001,303.22,-254.039,98.0511,42.9335,-0.191548,0.383178
200,6DFW,-205.648,-9.30604,305.786,-260.763,94.2826,44.3268,-0.30595,0.4518819999999999
201,6DFW,-200.207,-7.246169999999999,298.356,-251.516,99.5905,50.1038,-0.2829489999999999,0.4297069999999999
202,6DFW,-205.201,-8.535160000000001,305.562,-260.22900000000004,105.745,41.8447,-0.0241165,0.763951
203,6DFW,-202.095,-5.21135,303.406,-254.758,99.9593,36.512,-0.282333,0.366878
204,6DFW,-200.079,-7.6527,295.823,-251.86900000000003,96.3551,41.5612,-0.209019,0.361481
205,6DFW,-200.323,-8.46973,303.639,-250.344,78.585,41.2122,-0.208436,0.377251
206,6DFW,-204.984,-8.87743,311.914,-258.426,114.368,44.2605,-0.5491659999999999,0.627767
207,6DFX,-222.55900000000003,-7.53985,327.436,-280.17,74.0657,41.9987,-0.583512,0.397575
208,6DFX,-225.821,-10.1171,327.045,-284.992,86.4699,46.6851,-0.504195,0.548535
210,6DFX,-221.346,-7.216069999999999,325.05400000000003,-277.466,59.7309,40.8903,-0.6009180000000001,0.548002
211,6DFX,-226.314,-8.98979,329.286,-284.526,99.2588,50.4428,-0.990293,0.566673
212,6DFX,-222.29,-8.40713,322.205,-280.728,74.5391,39.6685,-1.66861,0.455589
213,6DFX,-222.926,-3.29987,328.579,-277.337,70.9297,42.9052,-0.958606,0.386954
214,6DFX,-219.43400000000003,-5.8751,319.697,-274.058,59.9199,37.958,-0.4373979999999999,0.344936
215,6DFX,-218.271,-8.52973,319.225,-273.033,64.6114,32.3666,-1.20636,0.623782
216,6DFX,-221.049,-5.9506,322.873,-275.901,60.1744,42.1261,-0.269746,0.57271
217,6DFX,-220.93,-9.87061,320.14,-276.069,75.9722,44.5266,-1.23918,0.731363
218,6DFX,-217.785,-10.1885,323.155,-270.203,64.1478,35.4037,-1.9186,0.729358
219,6DFX,-220.59,-7.5112,323.29400000000004,-274.689,83.429,38.0302,-1.27827,0.574087
220,6DFX,-219.178,-6.71312,319.806,-274.82,81.2716,45.4971,-0.8383379999999999,0.341834
221,6MNG,-211.901,-10.0754,303.578,-265.991,136.179,46.1247,-1.18362,0.270455
222,6MNG,-214.516,-8.37951,308.207,-270.586,137.504,39.7916,-0.867431,0.324496
223,6MNG,-212.82,-10.32,306.783,-266.642,122.544,40.8931,-0.883804,0.340453
225,6MNG,-211.69,-5.81424,303.713,-266.451,119.054,45.2153,-0.563336,0.273125
226,6PY2,-218.876,-10.719,316.004,-280.351,68.3633,39.1832,-1.42913,0.582625
228,6PY2,-216.005,-6.53635,306.25,-277.425,71.1535,31.8814,-1.07931,0.696878
229,6PY2,-217.94,-8.47567,314.159,-278.47900000000004,66.7695,36.7254,-1.05131,0.507296
230,6U3O,-219.833,-8.43189,321.707,-276.897,68.7783,38.3427,-0.924005,0.369224
231,6U3O,-223.137,-11.7708,321.04200000000003,-282.887,68.3343,53.6769,-1.45928,0.418284
233,6U3O,-221.308,-7.8287,318.949,-279.785,93.9171,42.6789,-0.834808,0.3955869999999999
234,6U3O,-218.783,-6.65942,310.738,-278.534,81.1578,34.7689,-0.834435,0.412656
235,6U3O,-223.253,-10.0615,324.297,-281.747,74.1656,39.2471,-0.789529,0.421643
236,6U3O,-218.278,-7.65435,317.597,-274.988,94.5987,41.7762,-0.957478,0.363355
237,6U3O,-221.621,-13.6285,323.097,-279.384,69.20100000000001,36.8494,-1.7616599999999998,0.807062
238,6U3O,-219.224,-9.99766,318.241,-277.823,77.6953,36.6059,-1.61681,0.3921449999999999
239,6U3O,-219.655,-12.4948,324.305,-274.502,55.0666,37.0944,-1.87478,0.704304
240,6U3O,-213.583,-8.04434,315.273,-266.153,61.9526,31.9904,-0.8043170000000001,0.370014
241,6U3O,-213.936,-6.64322,312.564,-267.336,64.3871,38.0076,-1.01314,0.522803
242,6XC9,-235.628,-3.67776,344.85400000000004,-295.223,104.704,37.3944,0.0216590999999999,0.7789520000000001
243,6XC9,-232.118,-7.524960000000001,339.482,-291.237,108.077,33.8589,-0.110732,0.414739
244,6XC9,-234.556,-7.20771,336.96,-296.893,138.548,38.9893,-0.2025559999999999,0.470727
246,6XC9,-240.127,-5.53142,348.115,-302.342,94.7896,37.0628,-0.1001399999999999,0.60985
247,6XC9,-244.152,-7.075710000000001,354.11400000000003,-306.428,99.3454,37.1131,-0.79086,0.42941
248,6XC9,-241.094,-6.02958,356.686,-301.803,118.311,37.5922,-0.802635,0.453762
249,6XC9,-237.274,-8.019210000000001,345.029,-299.754,103.56,34.1542,-0.681038,0.3769969999999999
250,6XC9,-238.384,-4.69062,347.79900000000004,-300.155,99.2007,35.2037,-0.239644,0.420786
251,6XC9,-234.429,-6.6957,348.122,-295.285,104.318,38.3653,-0.243274,0.432791
252,6XC9,-236.58,-5.64708,340.035,-296.922,87.0506,31.0197,-0.170068,0.4604939999999999
253,6XC9,-232.983,-9.74496,342.098,-290.939,87.9085,37.0921,-0.618085,0.474125
254,6XC9,-228.813,-8.10489,329.064,-289.161,95.3447,38.9245,-0.682471,0.425351
255,6XC9,-232.928,-8.2223,335.552,-292.398,82.62799999999999,37.4336,-0.488278,0.5304260000000001
256,6XC9,-230.796,-6.8750800000000005,332.725,-290.697,76.1936,37.9785,-1.45216,0.4700729999999999
257,6XC9,-231.483,-7.1517,337.13300000000004,-291.16700000000003,90.0173,53.4406,-1.24423,0.476703
258,6XC9,-229.304,-7.79603,337.267,-286.195,70.5278,34.6545,-1.20504,0.437168
259,6XC9,-230.224,-9.77867,332.35,-287.578,75.7638,37.5364,-1.30919,0.545161
260,6XC9,-228.355,-5.531680000000001,334.399,-286.813,75.822,42.0102,-0.380211,0.420877
261,6XC9,-226.812,-8.2958,329.949,-284.492,74.2997,34.4062,-0.524097,0.4298659999999999
262,6XC9,-232.759,-7.816,335.36400000000003,-291.761,84.1401,34.0138,-0.765888,0.358375
263,6XC9,-228.812,-8.60662,335.867,-284.283,70.9651,41.2891,-0.781179,0.335111
264,1A6A,-229.583,-14.3164,336.422,-286.983,111.044,33.635,-1.45245,0.71307
265,1A6A,-233.696,-11.8731,338.80800000000005,-295.515,91.6923,37.4861,-1.4348,0.506514
266,1A6A,-233.86,-15.564,347.06199999999995,-292.423,112.485,36.6033,-1.52259,0.588006
267,1A6A,-235.448,-12.0525,339.379,-298.06,98.7902,37.9083,-1.48082,0.507716
269,1A6A,-232.98,-11.2833,337.079,-295.082,114.54,40.6924,-1.1292,0.4647439999999999
270,1A6A,-230.341,-8.47761,333.55400000000003,-292.378,97.7726,37.9573,-0.88374,0.496403
271,1BX2,-215.683,-11.0392,315.05400000000003,-271.93,66.0257,40.1682,-1.7756299999999998,0.796856
272,1BX2,-218.074,-12.1282,316.493,-276.121,69.8252,38.5771,-1.47883,0.4478899999999999
273,1BX2,-219.448,-11.5263,316.007,-277.41200000000003,65.8951,39.8438,-1.92943,0.489147
274,1BX2,-222.587,-11.3823,326.78700000000003,-280.93,57.3,44.4494,-2.38761,0.8878590000000001
276,1BX2,-218.995,-10.4041,320.1,-277.136,76.639,40.8488,-1.49499,0.461939
277,1BX2,-220.508,-8.82127,320.413,-278.695,76.5573,44.9435,-1.6389200000000002,0.404737
278,1F3J,-215.295,-9.305,317.886,-267.517,77.7271,38.7213,-1.13476,1.53772
279,1F3J,-219.225,-9.71082,316.285,-275.014,96.1858,39.3919,-0.6368159999999999,1.5384799999999998
280,1F3J,-220.414,-9.06241,327.13,-273.496,90.7832,39.4685,-0.895172,1.65573
282,1F3J,-219.772,-10.7857,323.257,-275.508,97.8978,39.4847,-0.958577,1.47951
283,1F3J,-213.02,-11.7043,319.668,-262.798,88.65700000000001,34.6171,-1.03599,1.48079
284,1FV1,-230.471,-2.83206,332.381,-290.981,90.5688,42.8692,-1.02432,0.527519
285,1FV1,-228.391,-2.314,335.25,-287.022,76.4038,36.8664,-1.03342,0.704937
286,1FV1,-228.853,-3.15151,332.694,-287.992,61.4968,44.482,-1.60516,1.00809
287,1FV1,-228.799,2.04212,330.65,-288.964,78.2325,30.4383,-0.470254,0.5890890000000001
288,1FV1,-229.689,-1.5431700000000002,337.405,-290.209,66.8354,40.8517,-1.08943,0.967282
289,1FV1,-228.472,-3.14138,331.92800000000005,-287.968,69.6635,36.1677,-2.07019,0.926899
291,1FV1,-229.894,-3.1568400000000003,333.241,-289.673,82.9905,40.1715,-1.82093,0.934691
292,1FV1,-226.61,-7.35115,331.875,-284.149,76.6647,39.5991,-2.15883,1.01589
293,1FV1,-226.228,0.62179,328.69,-285.494,67.7977,39.4631,-1.07,0.55745
294,1FV1,-227.621,-1.77814,333.82199999999995,-285.27,68.2108,34.2371,-1.40638,1.00157
295,1FV1,-228.894,-2.39317,343.172,-286.431,76.9739,37.4736,-1.41805,0.907783
296,1H15,-219.412,-3.85007,328.51199999999994,-274.581,73.1778,33.809,-1.7104,1.28714
297,1H15,-221.01,-3.34648,330.57199999999995,-277.533,73.9031,35.7733,-1.24669,1.49379
298,1H15,-226.038,-7.43382,335.402,-284.108,84.4932,30.4249,-1.78489,1.18341
300,1H15,-225.177,-5.9909300000000005,333.61800000000005,-283.047,83.9896,35.3711,-1.55891,1.6693
301,1H15,-227.373,-0.980308,340.982,-284.824,83.1132,36.5689,-0.763053,0.672851
302,1IAK,-225.083,-13.2335,316.83,-287.255,89.7525,39.8733,-0.976272,0.445996
303,1IAK,-221.941,-13.4625,314.925,-280.771,103.124,35.2573,-0.792458,0.4901529999999999
305,1IAK,-226.384,-12.1557,322.499,-286.956,90.6628,41.9056,-0.8969659999999999,0.581933
306,1IAK,-223.412,-12.825,320.86,-281.26,75.8149,33.6329,-1.33212,0.420739
307,1JK8,-225.404,-3.85454,320.442,-285.564,108.013,40.6026,-0.221905,0.387419
