,PDB_ID,Num,Is_Answer,Total_energy,BackHbond,SideHbond,Energy_vdw,Electro,Energy_solvP,Energy_solvH,Energy_vdwclash,Entropy_sidec,Entropy_mainc,Water_bonds,UNK,Cis_bond,Energy_torsion,Backbone_vdwclash,Helix_dipole,Loop_entropy,Disulfide,Kn_electrostatic,Partial_covalent_interactions,Energy_ionisation,Entropy_complex
13,2PXY,1,0,124.412,-117.709,-40.1779,-217.638,-9.38487,309.015,-275.319,74.2833,99.0647,271.39599999999996,0,0,1.12406,34.6073,126.044,0.106077,0,-4.256130000000001,-1.08172,0,0.38159,0
14,2PXY,2,0,129.64700000000002,-118.64200000000001,-39.7209,-220.447,-10.0276,316.155,-276.073,74.1049,99.8173,272.23900000000003,0,0,1.12406,36.5285,126.416,0.0723077,0,-4.27194,-1.72258,0,0.5101979999999999,0
15,2PXY,3,0,132.653,-122.584,-41.9967,-222.868,-8.13074,315.302,-281.233,88.4054,97.6145,275.038,0,0,1.12406,37.3136,125.91799999999999,-0.10354300000000001,0,-4.25484,-1.53176,0,0.557291,0
16,2PXY,4,1,124.59899999999999,-120.678,-36.2436,-221.247,-11.675999999999998,317.906,-276.786,73.9847,97.3894,270.52099999999996,0,0,1.12406,35.4507,122.413,-0.0109424,0,-4.25749,-1.16393,0,0.285821,0
17,2PXY,5,0,137.945,-117.82600000000001,-36.7191,-219.028,-9.85052,316.445,-274.586,77.2521,96.7587,269.795,0,0,1.12406,39.9567,124.98700000000001,0.0172571,0,-4.261880000000001,-1.3658299999999999,0,0.233096,0
18,2WBJ,1,0,136.17600000000002,-117.45299999999999,-31.6608,-219.669,-15.2684,323.518,-275.288,66.4907,97.8426,279.42900000000003,0,0,1.12406,32.4855,115.20100000000001,-0.387385,0,-4.29005,-1.9911,0,1.2945200000000001,0
19,2WBJ,2,0,133.326,-114.685,-32.1118,-222.34900000000002,-13.6468,318.453,-282.569,71.0222,100.546,276.499,0,0,1.12406,36.6586,115.18799999999999,-0.500243,0,-4.28944,-1.21692,0,0.390414,0
20,2WBJ,3,0,143.506,-114.506,-26.5223,-217.82,-12.8812,317.663,-274.935,68.6493,94.8105,277.538,0,0,1.12406,36.249,114.054,-0.370506,0,-4.288209999999999,-1.5941299999999998,0,0.389488,0
21,2WBJ,4,0,142.717,-114.759,-29.3697,-221.937,-12.3117,322.626,-279.998,69.9539,98.4213,281.573,0,0,1.12406,33.4216,118.76299999999999,-0.491517,0,-4.285480000000001,-1.80207,0,0.5519430000000001,0
22,2WBJ,5,1,128.808,-114.81200000000001,-27.2178,-220.446,-11.6373,321.42400000000004,-278.586,52.5612,96.8794,280.399,0,0,1.12406,35.1966,117.075,-0.585862,0,-4.29335,-1.8510099999999998,0,0.653699,0
23,2WBJ,6,0,156.417,-112.476,-29.064,-224.989,-13.1899,329.52099999999996,-284.52299999999997,74.9421,100.824,284.07,0,0,1.12406,36.2998,121.601,-0.931638,0,-4.28982,-1.4162,0,0.515059,0
24,2WBJ,7,0,158.937,-109.969,-31.3025,-220.56799999999998,-14.6207,323.78,-276.699,81.4656,98.5692,278.36,0,0,1.12406,34.4881,119.93,-0.456113,0,-4.3074,-1.51959,0,0.592331,0
25,2WBJ,8,0,165.282,-113.006,-28.3035,-221.75400000000002,-12.4855,323.522,-280.534,80.6308,100.33200000000001,280.436,0,0,1.12406,40.5535,121.19200000000001,-0.53162,0,-4.28509,-0.849519,0,0.43203800000000003,0
26,3MBE,1,0,171.16400000000002,-103.647,-44.0978,-216.148,-14.3604,323.672,-268.777,80.0372,104.213,281.48400000000004,0,0,1.12406,31.4219,128.731,-0.15931099999999998,0,-4.27807,-0.912172,0,1.59199,0
27,3MBE,2,0,170.192,-105.507,-39.5641,-214.737,-10.855,319.449,-265.66200000000003,73.0012,101.78,281.699,0,0,1.12406,33.3338,128.461,-0.00410322,0,-4.27196,-1.08218,0,1.4878200000000001,0
28,3MBE,3,0,193.872,-102.90299999999999,-33.9032,-218.25900000000001,-14.3318,320.949,-272.397,94.3662,97.9128,284.83299999999997,0,0,1.12406,39.8402,125.773,0.125885,0,-4.28487,-0.76483,0,1.56406,0
29,3MBE,4,0,169.62900000000002,-99.9773,-32.8767,-213.584,-8.4396,319.268,-265.459,56.2012,97.54,282.764,0,0,1.12406,36.6109,126.421,0.0790789,0,-4.27534,-0.850231,0,1.50299,0
30,3MBE,5,1,153.793,-103.03200000000001,-38.0718,-217.162,-15.2018,321.913,-269.785,61.2411,101.501,283.159,0,0,1.12406,31.6832,124.09899999999999,-0.129858,0,-4.27599,-1.09499,0,1.9235400000000002,0
31,3MBE,6,0,186.826,-102.73,-34.5257,-218.38400000000001,-10.5804,321.629,-272.394,84.9806,100.546,281.909,0,0,1.12406,38.8925,125.193,0.00500564,0,-4.17747,-1.01322,0,1.54558,0
32,3MBE,7,0,190.082,-101.594,-39.6523,-213.357,-15.5007,321.91700000000003,-264.759,82.2878,98.4624,282.005,0,0,1.12406,42.6887,127.84299999999999,-0.0967994,0,-4.28253,-0.7535689999999999,0,1.59253,0
33,3MBE,8,0,174.935,-101.334,-36.9261,-216.291,-11.3943,319.905,-271.317,75.6572,100.09899999999999,282.164,0,0,1.12406,36.9307,127.595,-0.0266181,0,-4.29256,-1.15052,0,1.7874299999999999,0
34,3MBE,9,0,206.862,-103.242,-40.0838,-216.18099999999998,-11.6561,323.163,-269.492,99.9361,97.9668,279.871,0,0,1.12406,48.971000000000004,124.794,0.0447088,0,-4.27338,-0.832313,0,1.5455,0
35,3MBE,10,0,182.78,-100.01799999999999,-33.0853,-212.467,-10.5756,319.258,-263.33299999999997,73.7974,94.4338,280.536,0,0,1.12406,36.3215,124.618,0.0816619,0,-4.271380000000001,-0.541342,0,1.51921,0
36,3O6F,1,0,191.28400000000002,-116.736,-42.196000000000005,-234.082,-14.939,347.84,-294.129,114.48200000000001,108.71,293.028,0,0,1.12406,32.6644,139.335,-0.384195,0,-4.2725800000000005,-1.1759700000000002,0,1.35103,0
37,3O6F,2,0,154.016,-125.911,-43.2042,-227.157,-16.6338,336.349,-285.699,68.8608,110.745,299.435,0,0,1.13226,41.3539,130.498,-1.07978,0,-4.2727699999999995,-1.22014,0,1.31725,0
38,3O6F,3,1,148.259,-123.801,-45.3968,-231.637,-15.5068,343.124,-291.634,79.0186,111.835,294.32,0,0,1.1331200000000001,32.4125,138.192,-1.22464,0,-4.26973,-1.49064,0,1.3761,0
39,3O6F,4,0,192.905,-118.73,-38.8531,-231.28099999999998,-16.3634,344.38300000000004,-291.064,105.554,107.02,302.052,0,0,1.13355,35.2935,137.153,-1.36291,0,-4.277340000000001,-1.9536799999999999,0,1.3549200000000001,0
40,3O6F,5,0,176.231,-122.962,-38.1221,-230.673,-12.7897,343.741,-289.719,84.4548,110.41,295.665,0,0,1.42915,40.6749,131.88299999999998,-1.21965,0,-4.27042,-1.91457,0,1.5265,0
41,3O6F,6,0,164.06599999999997,-118.86200000000001,-40.4489,-231.173,-13.4218,346.774,-289.529,75.1816,104.939,301.442,0,0,1.12406,32.4659,142.608,-0.5903609999999999,0,-4.2685900000000006,-0.8898440000000001,0,1.32239,0
42,3O6F,7,0,168.31,-119.81,-38.1356,-226.83700000000002,-12.2967,333.32199999999995,-286.181,85.9438,104.406,296.327,0,0,1.12406,36.3144,133.761,-1.07881,0,-4.27013,-1.37558,0,0.858292,0
43,3O6F,8,0,175.12900000000002,-119.28,-42.0865,-225.016,-13.0653,335.892,-281.715,77.8923,107.15700000000001,302.121,0,0,1.12406,37.3092,130.696,-0.698055,0,-4.2803,-1.48474,0,1.2595100000000001,0
44,3O6F,9,0,171.45,-121.51899999999999,-38.0085,-232.99,-13.6249,345.793,-292.786,83.6493,110.258,299.608,0,0,1.12406,34.3779,138.114,-0.543445,0,-4.17178,-1.46384,0,1.7465700000000002,0
45,3O6F,10,0,168.36599999999999,-117.4,-40.3633,-228.516,-13.4973,337.454,-288.61400000000003,84.7946,106.721,297.427,0,0,1.12406,35.1467,133.253,-1.43056,0,-4.27338,-1.50531,0,1.2970700000000002,0
46,3O6F,11,0,168.229,-120.49799999999999,-41.6294,-224.93599999999998,-11.8339,332.781,-282.923,84.4305,104.40100000000001,296.154,0,0,1.12406,36.6389,136.406,-1.15428,0,-4.28107,-1.47587,0,1.43169,0
47,3O6F,12,0,162.874,-115.95,-40.0074,-226.226,-13.8264,335.05300000000005,-285.7,83.706,105.71600000000001,292.598,0,0,1.12406,31.7425,133.502,-0.959659,0,-4.26031,-1.36814,0,1.2325,0
48,3O6F,13,0,151.011,-123.18299999999999,-42.797,-226.692,-12.4581,337.431,-283.777,68.604,105.635,294.548,0,0,1.12942,38.7941,135.996,-1.57428,0,-4.26119,-1.06964,0,0.681579,0
49,3O6F,14,0,194.192,-118.257,-37.4951,-230.09599999999998,-14.5385,347.841,-288.039,92.1006,107.0,302.314,0,0,1.12406,37.9074,134.07299999999998,-0.940994,0,-4.2823,-1.754,0,1.30786,0
50,3O6F,15,0,163.066,-121.302,-39.1316,-225.528,-12.905,335.856,-283.632,75.8459,106.855,295.768,0,0,1.1270200000000001,35.3673,132.713,-1.03986,0,-4.27497,-1.44876,0,1.5081200000000001,0
51,3O6F,16,0,184.767,-118.46700000000001,-40.063,-234.113,-13.3413,352.58,-292.754,82.5595,110.765,302.906,0,0,1.12406,38.9366,137.29399999999998,-0.774504,0,-4.27238,-1.66098,0,1.3417,0
52,3O6F,17,0,164.588,-117.30799999999999,-39.6032,-231.447,-16.151,345.75800000000004,-289.238,79.8651,107.185,296.341,0,0,1.12406,34.938,138.344,-1.34445,0,-4.27024,-1.86306,0,0.601966,0
53,3O6F,18,0,161.57399999999998,-121.94200000000001,-36.3424,-225.27,-14.5523,331.212,-285.2,83.3688,103.07799999999999,290.015,0,0,1.12406,41.6086,132.267,-1.14753,0,-4.26245,-1.40009,0,1.28444,0
54,3O6F,19,0,174.83700000000002,-118.05,-37.3377,-229.61700000000002,-15.3269,345.415,-288.158,88.2519,107.69200000000001,295.45,0,0,1.12406,30.8326,140.616,-1.10372,0,-4.27006,-1.35014,0,1.28637,0
55,3O6F,20,0,186.365,-119.931,-39.2803,-232.06900000000002,-15.879000000000001,348.67900000000003,-290.44599999999997,95.9273,113.91799999999999,296.199,0,0,1.12406,34.3482,135.14,-1.63113,0,-4.26984,-1.6718099999999998,0,1.34686,0
56,3QIB,1,0,140.493,-118.758,-27.3151,-222.452,-9.356860000000001,321.452,-285.54,64.6772,106.20100000000001,276.721,0,0,1.12406,38.2892,118.569,-0.112996,0,-4.29208,-0.461055,0,0.317996,0
57,3QIB,2,0,141.467,-116.478,-27.5725,-221.597,-7.682930000000001,321.048,-285.437,69.4549,101.771,278.182,0,0,1.12406,33.3267,119.59700000000001,-0.20159100000000002,0,-4.20654,-0.63341,0,0.368677,0
58,3QIB,3,0,160.15200000000002,-117.302,-27.4243,-223.847,-11.0139,322.1,-289.147,85.4748,104.795,278.066,0,0,1.12406,38.0937,115.866,-0.24856599999999998,0,0.0,-1.07495,0,0.555715,0
59,3QIB,4,1,127.156,-119.04299999999999,-28.9054,-223.399,-10.7909,317.872,-288.54200000000003,60.9799,107.14399999999999,275.895,0,0,1.12406,39.7156,117.39,-0.333977,0,-4.30486,-0.665694,0,0.40993100000000005,0
60,3QIB,5,0,143.208,-118.12700000000001,-24.1991,-219.76,-10.0965,317.558,-282.08099999999996,68.2595,102.301,278.432,0,0,1.12406,34.3827,118.126,-0.260677,0,-4.30515,-0.42600699999999997,0,0.40568000000000004,0
61,3QIW,1,0,171.24900000000002,-115.15100000000001,-28.2318,-221.11900000000003,-6.85955,317.04,-286.07599999999996,94.5793,102.33,278.89099999999996,0,0,1.12406,39.0037,117.845,-0.599171,0,-4.3212,-0.0299593,0,0.6684899999999999,0
62,3QIW,2,0,164.503,-117.235,-23.0745,-219.882,-9.34733,321.194,-283.32099999999997,84.34,100.583,278.245,0,0,1.12406,36.3963,121.398,-0.666044,0,-4.32109,-0.5245890000000001,0,0.992375,0
63,3QIW,3,0,154.553,-115.329,-30.5036,-222.229,-4.200819999999999,319.586,-286.435,80.6746,107.061,278.52099999999996,0,0,1.12406,30.7738,119.649,-0.509903,0,-4.31867,-0.189176,0,0.526737,0
64,3QIW,4,1,131.891,-115.75299999999999,-31.3727,-223.041,-6.86802,321.54400000000004,-288.251,61.1479,105.719,276.157,0,0,1.12406,36.0824,123.389,-0.403648,0,-4.31925,-0.429737,0,0.555802,0
65,3QIW,5,0,165.81900000000002,-110.69200000000001,-26.0283,-219.655,-5.6504199999999996,322.025,-280.154,73.4184,102.45700000000001,279.781,0,0,1.12406,34.2713,131.234,-0.9112629999999999,0,-4.31115,-0.24659,0,0.39135,0
66,3T0E,1,0,282.558,-89.3311,-37.4787,-224.169,-6.0723,339.64,-282.154,127.37100000000001,108.19200000000001,302.968,0,0,1.12406,47.5078,132.618,-0.399717,0,-4.25155,-0.766145,0,0.37795100000000004,0
67,3T0E,2,0,259.731,-90.1958,-38.8765,-211.53400000000002,-9.37663,321.95599999999996,-264.744,100.74600000000001,103.708,306.856,0,0,1.12406,41.4845,131.02100000000002,-0.558407,0,0.0,-1.2232399999999999,0,0.363854,0
68,3T0E,3,1,250.75099999999998,-86.5703,-35.7854,-217.15,-11.8737,324.134,-274.897,107.28399999999999,104.444,301.222,0,0,1.12406,39.994,128.281,-0.419488,0,0.0,-1.07292,0,0.315874,0
69,3T0E,4,0,265.232,-89.6614,-32.49,-217.511,-13.6151,330.76199999999994,-272.183,107.094,102.471,305.638,0,0,1.12406,49.2535,133.808,-0.405497,0,-4.2640400000000005,-1.35327,0,0.371788,0
70,3T0E,5,0,251.285,-91.2386,-35.8272,-211.66,-10.2997,319.86400000000003,-265.575,91.6538,101.626,311.471,0,0,1.12406,41.2729,129.47299999999998,-0.524133,0,0.0,-1.1472200000000001,0,0.5451550000000001,0
71,3T0E,6,0,255.518,-89.6938,-35.9748,-213.878,-11.2036,326.27299999999997,-266.237,96.7707,102.169,308.22700000000003,0,0,1.12406,43.0176,132.535,-0.344404,0,-4.25716,-0.827318,0,0.35239899999999996,0
72,3T0E,7,0,261.272,-91.7411,-36.0261,-218.03,-14.932,330.406,-273.377,108.958,108.521,308.575,0,0,1.12406,43.2057,136.33700000000002,-0.378448,0,-4.27074,-1.45287,0,0.691137,0
73,3T0E,8,0,261.853,-94.2291,-35.1005,-215.873,-9.47754,327.33099999999996,-270.98900000000003,114.36200000000001,102.102,305.02,0,0,1.12406,43.1067,136.404,-0.46979799999999994,0,-4.24261,-1.2280799999999998,0,0.416768,0
74,3T0E,9,0,268.685,-86.1593,-32.1111,-219.11900000000003,-11.8689,329.538,-276.251,118.541,104.508,304.965,0,0,1.12406,40.758,136.325,-0.387436,0,-4.2508099999999995,-0.983348,0,0.381313,0
75,3T0E,10,0,273.243,-88.2821,-35.3211,-216.234,-10.9433,322.608,-272.52,123.632,103.197,307.39799999999997,0,0,1.12406,40.0639,133.121,-0.457793,0,0.0,-1.3780000000000001,0,0.356054,0
76,3T0E,11,0,247.72799999999998,-88.8437,-36.6014,-212.84799999999998,-13.4172,320.413,-267.564,100.03299999999999,102.92200000000001,304.471,0,0,1.12406,43.2933,130.44899999999998,-0.33961199999999997,0,-4.25747,-1.04675,0,0.390162,0
77,3T0E,12,0,252.638,-93.0783,-30.7128,-213.611,-8.84436,319.249,-269.494,108.512,97.4259,304.192,0,0,1.12406,43.5589,127.585,-0.813937,0,-4.24845,-0.98449,0,0.362208,0
78,3T0E,13,0,243.335,-94.2352,-40.7626,-209.805,-10.262,317.595,-262.925,95.0521,100.475,307.22700000000003,0,0,1.12406,45.2647,129.194,-0.39961399999999997,0,-4.25508,-1.3478700000000001,0,0.5892850000000001,0
79,3T0E,14,0,256.313,-89.8403,-35.1095,-210.433,-9.054780000000001,318.30400000000003,-263.603,104.81,99.6183,306.278,0,0,1.12406,39.8691,129.166,-0.38429800000000003,0,-4.25174,-1.36074,0,0.34727800000000003,0
80,3T0E,15,0,253.204,-86.8944,-29.3889,-212.726,-14.4,323.714,-267.528,96.56299999999999,98.1407,306.047,0,0,1.12406,44.1446,131.879,-0.402538,0,-4.252680000000001,-1.48555,0,0.5491010000000001,0
81,3T0E,16,0,260.591,-91.1313,-35.6661,-217.709,-9.807830000000001,325.351,-273.923,117.096,106.40700000000001,306.873,0,0,1.12406,33.3112,133.07,-0.51946,0,0.0,-1.5338100000000001,0,0.72044,0
82,3T0E,17,0,254.889,-90.4058,-31.6013,-209.486,-14.6704,319.53,-262.759,93.6041,100.825,304.709,0,0,1.12406,45.5495,131.589,-0.29347399999999996,0,0.0,-1.7915,0,0.554508,0
83,3T0E,18,0,261.575,-95.2242,-42.9902,-213.83599999999998,-9.9618,322.111,-267.3,116.508,106.102,307.947,0,0,1.12406,42.1394,127.93799999999999,-0.337335,0,-4.254569999999999,-0.8712040000000001,0,0.418867,0
84,3T0E,19,0,255.854,-91.3993,-34.9677,-212.15400000000002,-11.2897,319.007,-265.86,106.40799999999999,102.208,306.01,0,0,1.12406,37.9672,133.366,-0.447342,0,0.0,-1.12975,0,0.37773,0
85,3T0E,20,0,243.296,-84.8902,-32.1381,-208.955,-10.9523,320.95599999999996,-261.204,79.9751,97.664,302.98900000000003,0,0,1.12406,44.2212,129.205,-0.47469300000000003,0,-4.2591,-1.25414,0,0.495708,0
86,4H1L,1,0,169.41,-113.904,-42.9559,-224.801,-8.772310000000001,326.937,-285.393,84.4805,111.061,280.95099999999996,0,0,1.12406,46.9542,122.825,-0.588572,0,-4.304930000000001,-1.97984,0,0.601963,0
87,4H1L,2,0,158.112,-111.25200000000001,-34.3008,-228.475,-11.1955,328.87,-291.454,83.8263,108.762,281.462,0,0,1.12406,36.7711,126.429,-0.46994300000000006,0,-4.29725,-1.91335,0,0.655299,0
88,4H1L,3,1,139.25,-111.854,-34.1384,-223.453,-8.19156,322.308,-286.437,62.7989,106.57700000000001,277.932,0,0,1.12406,38.2745,122.415,-0.657028,0,-4.3051,-1.31145,0,0.58332,0
89,4H1L,4,0,156.078,-112.52799999999999,-35.022,-223.06900000000002,-8.662239999999999,323.936,-284.053,76.5147,105.015,277.809,0,0,1.12406,40.9705,120.94200000000001,-0.526699,0,-4.31458,-1.7526599999999999,0,0.637459,0
90,4H1L,5,0,163.639,-112.757,-32.7207,-222.00099999999998,-12.3163,319.137,-283.151,90.5349,103.72,280.51099999999997,0,0,1.12406,37.7838,123.51799999999999,-0.56805,0,-4.30002,-2.21903,0,0.8614450000000001,0
91,4OZF,1,0,134.72,-115.772,-37.029,-219.388,-8.949819999999999,311.45599999999996,-280.423,76.5167,97.8962,277.665,0,0,2.27791,36.162,114.165,-0.6307010000000001,0,-4.30427,-1.17549,0,0.418442,0
92,4OZF,2,1,109.36,-123.61200000000001,-42.3953,-223.00400000000002,-12.3867,318.20599999999996,-282.65,62.3275,103.15100000000001,280.703,0,0,2.2774,32.3648,111.50299999999999,-0.478013,0,-4.29355,-1.36975,0,0.519721,0
93,4OZF,3,0,141.41,-121.03200000000001,-38.0624,-222.889,-11.9586,320.407,-283.305,76.033,99.5789,279.252,0,0,2.62756,45.8321,117.62,-0.534343,0,-4.28184,-1.4689,0,1.2112,0
94,4OZF,4,0,122.77799999999999,-118.09200000000001,-35.8041,-220.175,-9.64311,312.868,-280.64,67.4717,101.931,273.94599999999997,0,0,2.27791,33.8646,109.99600000000001,-0.48363100000000003,0,-4.30507,-1.1837,0,0.7471770000000001,0
95,4OZF,5,0,134.115,-115.00399999999999,-30.2389,-220.453,-8.91447,313.452,-282.113,70.04899999999999,99.1597,275.621,0,0,2.50351,34.6773,110.416,-0.589224,0,-4.290830000000001,-0.761833,0,1.01672,0
96,4OZI,1,0,144.35,-107.979,-31.2584,-208.71400000000003,-6.544169999999999,299.749,-266.16200000000003,65.7187,97.4445,273.888,0,0,1.15121,32.4302,105.523,-0.700961,0,-4.29649,-0.754979,0,0.37922100000000003,0
97,4OZI,2,1,128.421,-108.555,-33.0999,-212.826,-7.43722,308.66200000000003,-268.404,54.8511,97.9625,273.79400000000004,0,0,1.15126,27.91,106.757,-0.520984,0,-4.29005,-1.31576,0,0.5388430000000001,0
98,4OZI,3,0,146.601,-103.38,-24.8757,-206.06799999999998,-6.003369999999999,295.783,-263.191,65.6542,92.47200000000001,271.868,0,0,1.15211,28.5516,102.29,-0.269121,0,-4.2948699999999995,-1.14257,0,0.345362,0
99,4OZI,4,0,150.874,-106.735,-31.4076,-208.81799999999998,-8.174439999999999,308.807,-262.577,53.2528,96.5803,275.707,0,0,1.1518700000000002,38.5744,106.62100000000001,-0.6213609999999999,0,-4.275119999999999,-1.0194299999999998,0,0.428666,0
100,4OZI,5,0,148.576,-106.304,-29.1831,-206.35299999999998,-6.21588,299.563,-259.039,66.4733,90.1608,272.133,0,0,1.15386,31.6115,102.775,-0.668347,0,-4.29432,-0.8588399999999999,0,0.39703299999999997,0
101,4P23,1,0,132.042,-129.594,-40.2409,-225.238,-10.3833,322.553,-283.698,74.1446,99.7691,285.788,0,0,1.12406,43.5281,114.912,-0.769672,0,-4.27864,-1.2985799999999998,0,0.635841,0
102,4P23,2,0,155.804,-134.85,-36.2089,-222.827,-7.352360000000001,327.212,-278.64799999999997,82.7907,99.7457,290.105,0,0,1.12406,39.7702,113.885,-0.7125100000000001,0,-4.26481,-0.54756,0,0.46776999999999996,0
103,4P23,3,1,131.404,-130.59799999999998,-37.7969,-224.55599999999998,-10.9097,322.574,-283.04200000000003,70.3475,100.337,286.498,0,0,1.12406,42.6237,113.92399999999999,-0.6671020000000001,0,-4.26818,-1.01065,0,0.7480060000000001,0
104,4P23,4,0,149.255,-131.825,-42.09,-222.273,-8.24915,320.652,-279.728,90.1003,98.9444,290.91900000000004,0,0,1.12406,37.3331,112.75200000000001,-0.9358780000000001,0,-4.28006,-1.05522,0,0.618343,0
105,4P23,5,0,134.528,-131.13299999999998,-38.766999999999996,-221.767,-10.7846,325.892,-276.78,67.75,97.8657,284.062,0,0,1.12406,42.1602,116.76100000000001,-0.42841,0,-4.26855,-0.860417,0,0.46246099999999996,0
106,4P23,6,0,130.849,-131.317,-34.4569,-219.592,-10.5411,317.155,-275.493,69.2775,96.3504,287.623,0,0,1.12406,35.8524,117.147,-0.559787,0,-4.26995,-1.1138299999999999,0,0.810092,0
107,4P23,7,0,155.995,-130.846,-39.8237,-219.25099999999998,-10.6679,318.483,-274.658,83.8673,95.4167,292.08,0,0,1.12406,45.273,111.027,-0.497065,0,-4.274,-0.9331290000000001,0,0.700566,0
108,4P23,8,0,110.694,-132.335,-40.6923,-213.755,-9.330110000000001,307.285,-267.379,59.5834,91.70100000000001,285.001,0,0,1.12406,34.6918,110.49799999999999,-0.5504439999999999,0,-4.25898,-1.00674,0,0.614571,0
109,4P23,9,0,133.05700000000002,-131.05200000000002,-37.4028,-219.02599999999998,-7.185860000000001,316.124,-274.683,65.5751,96.3898,286.884,0,0,1.12406,41.361999999999995,117.30799999999999,-0.677138,0,-4.27155,-0.548813,0,0.44502299999999995,0
110,4P23,10,0,149.401,-130.445,-36.3045,-217.173,-7.317019999999999,315.93,-272.268,71.3711,92.4321,293.985,0,0,1.12406,43.2497,120.685,-0.6524770000000001,0,-4.28378,-0.736849,0,0.489754,0
111,4P23,11,0,127.56,-134.286,-35.2743,-218.296,-9.23409,317.23400000000004,-273.54,68.1935,94.1662,291.256,0,0,1.12406,31.5538,112.44,-0.608568,0,-4.28006,-0.9357270000000001,0,0.487349,0
112,4P23,12,0,143.37,-130.887,-35.8722,-218.668,-10.221,313.672,-275.435,79.9644,94.4192,289.888,0,0,1.12406,40.3491,112.897,-0.598712,0,-4.26545,-0.592316,0,0.49225,0
113,4P23,13,0,132.504,-131.25799999999998,-35.8443,-218.93400000000003,-11.7935,316.645,-274.502,64.1361,95.2867,290.555,0,0,1.12406,41.5967,111.569,-0.5488970000000001,0,-4.25402,-0.5965050000000001,0,0.891885,0
114,4P23,14,0,151.016,-131.041,-32.4285,-220.602,-9.4491,313.34,-277.236,89.2163,94.4448,286.991,0,0,1.12406,41.8681,114.47399999999999,-0.58095,0,-4.2677,-0.836216,0,0.473157,0
115,4P23,15,0,115.44,-129.774,-37.0272,-213.666,-9.3158,304.6,-268.504,63.207,90.8973,285.461,0,0,1.12406,33.595,111.589,-0.597042,0,-4.27445,-0.9674799999999999,0,0.6825720000000001,0
