,PDB_ID,Is_Answer,Total_energy,BackHbond,SideHbond,Energy_vdw,Electro,Energy_solvP,Energy_solvH,Energy_vdwclash,Entropy_sidec,Entropy_mainc,Water_bonds,UNK,Cis_bond,Energy_torsion,Backbone_vdwclash,Helix_dipole,Loop_entropy,Disulfide,Kn_electrostatic,Partial_covalent_interactions,Energy_ionisation,Entropy_complex
32,1fo0_HP,1,59.6475,-137.952,-50.6933,-216.604,-13.182,310.426,-275.014,25.343,106.013,293.529,0,0,0,17.4612,135.622,0.198873,0,0,-0.126188,0,0.248555,0
33,1g6r_HP,1,233.813,-110.206,-39.8812,-218.388,-14.6001,319.221,-277.651,89.0401,104.754,355.895,0,0,0,27.3715,208.209,-0.00357734,0,-2.11116,0.16181,0,0.210249,0
34,1g7p_AP,1,22.8259,-141.544,-59.6049,-211.05,-20.4724,309.799,-263.225,14.708,109.753,282.043,0,0,0,7.13777,105.994,0.0220899,0,-4.26728,-0.755635,0,0.280891,0
35,1g7q_AP,1,24.3053,-144.176,-51.0901,-210.465,-13.8042,307.316,-263.651,14.2787,104.62,280.601,0,0,0,4.90663,109.119,0.0295202,0,-4.30189,-0.210536,0,0.251984,0
36,1hhg_AC,1,70.5412,-133.365,-50.5479,-224.757,-15.8393,329.247,-281.547,23.8549,113.472,303.276,0,0,0,10.5538,120.03,-0.320069,0,-4.23162,-0.198351,0,0.943803,0
37,1hhh_AC,1,51.0313,-126.717,-53.9365,-221.832,-13.5203,315.715,-282.007,15.5848,114.767,300.119,0,0,0,6.26156,114.412,-0.0743707,0,-4.20294,-0.381258,0,1.25471,0
38,1hhi_AC,1,56.9688,-126.236,-49.6124,-227.784,-11.7757,326.01,-289.147,15.1771,115.526,299.121,0,0,0,9.62754,118.882,-0.352488,0,-4.25592,-0.116657,0,0.786984,0
39,1hhj_AC,1,57.0988,-131.559,-50.0396,-226.738,-14.7891,329.801,-285.7,21.2108,111.701,296.729,0,0,1.12406,9.0498,116.73,-0.211532,0,-4.24458,-0.433956,0,1.19896,0
40,1hhk_AC,1,42.5156,-136.268,-50.0316,-219.475,-13.5324,317.054,-275.669,13.7358,115.338,289.431,0,0,0,5.67413,107.452,-0.0869782,0,-4.2828,-0.117203,0,0.745823,0
41,1hoc_AC,1,180.353,-96.4085,-47.8869,-213.96,-10.6574,318.517,-270.221,58.2916,105.931,321.446,0,0,0,19.9748,126.823,-0.235147,0,-4.21359,-0.572242,0,0.347032,0
42,1hsa_AC,1,46.3901,-143.231,-54.0299,-213.926,-13.358,315.894,-264.219,11.1615,111.539,294.868,0,0,0,6.43087,115.487,-0.30176,0,-4.24875,-0.638417,0,0.450222,0
43,1i1f_AC,1,58.491,-140.036,-60.2325,-221.996,-15.4003,316.552,-279.765,37.3461,113.373,298.592,0,0,1.12406,12.8705,125.86,-0.166389,0,-4.29636,-0.274976,0,0.800378,0
44,1i1y_AC,1,44.0844,-144.973,-49.0627,-214.04,-15.934,309.4,-268.254,19.2239,109.717,291.995,0,0,1.12406,9.11473,110.109,-0.54208,0,-4.21408,-0.397534,0,0.925864,0
45,1i4f_AC,1,16.1087,-145.975,-56.7198,-219.36,-13.2142,316.701,-275.206,8.16563,113.657,286.926,0,0,0,4.93577,112.614,-0.294718,0,-3.96738,-0.382014,0,0.842459,0
46,1i7r_AC,1,51.125,-133.297,-41.8023,-205.876,-11.1593,297.669,-259.48,13.0874,100.47,287.829,0,0,0,7.47652,110.384,-0.45415,0,-4.12662,-0.0847175,0,0.873374,0
47,1i7t_AC,1,87.3321,-128.033,-50.0967,-226.685,-11.781,324.136,-287.4,42.4226,107.067,303.904,0,0,0,17.5804,140.102,-0.354287,0,-4.21259,-0.154515,0,0.939266,0
48,1i7u_AC,1,39.9386,-135.181,-48.7813,-215.477,-9.96953,306.267,-272.617,17.7061,106.365,286.743,0,0,0,8.79406,110.453,-0.204244,0,-4.29013,-0.10379,0,0.686394,0
49,1im3_AC,1,15.3173,-146.717,-53.345,-223.238,-11.8016,317.603,-281.604,12.4803,111.223,288.368,0,0,0,6.33298,117.033,-0.457397,0,-4.17675,-0.0934556,0,0.743038,0
50,1im9_AC,1,107.16,-125.109,-43.8164,-215.788,-14.6295,319.278,-267.284,26.7013,101.755,310.509,0,0,0,20.7339,138.343,-0.0304784,0,-4.28867,-1.04582,0,0.17529,0
51,1inq_AC,1,49.3295,-133.422,-45.1963,-215.999,-12.0899,309.912,-273.093,16.7909,105.325,289.729,0,0,0,11.4499,112.241,0.0987757,0,-4.16441,-0.383281,0,0.3725,0
52,1jf1_AC,1,17.3341,-150.134,-48.8575,-225.321,-13.0117,320.245,-283.23,15.5423,110.928,289.052,0,0,0,5.4649,114.741,-0.124811,0,-4.17614,0.0153073,0,0.943055,0
53,1jgd_AC,1,24.3347,-149.197,-58.5431,-234.372,-18.3,338.777,-290.201,20.9376,118.208,292.005,0,0,0,9.81901,122.32,-0.430222,0,-3.83913,-1.66478,0,1.13462,0
54,1jge_AC,1,37.4303,-138.761,-53.718,-209.095,-14.7981,306.849,-260.165,11.7693,105.677,285.824,0,0,0,8.74139,114.137,-0.108047,0,-4.15813,-1.06364,0,0.435274,0
55,1jht_AC,1,41.5284,-143.652,-52.2503,-224.543,-12.5231,325.578,-281.506,18.1717,111.319,292.987,0,0,0,11.637,118.556,-0.237012,0,-4.26798,-0.121706,0,0.937438,0
56,1jpf_AC,1,61.1321,-128.038,-55.7027,-220.397,-16.6534,321.412,-276.417,24.1373,112.319,293.647,0,0,0,10.9213,122.574,-0.0606684,0,-4.2553,-0.450939,0,0.671573,0
57,1jpg_AC,1,83.0702,-131.09,-49.7379,-215.684,-12.4224,308.758,-272.029,32.8105,106.904,305.597,0,0,0,14.1895,123.372,-0.0662341,0,-4.2535,-0.420582,0,0.513633,0
58,1juf_AC,1,30.3737,-139.168,-48.5495,-217.066,-14.5987,307.928,-273.816,12.17,108.809,291.423,0,0,0,7.30429,109.552,0.210402,0,-4.20498,-0.449154,0,0.381878,0
59,1k5n_AC,1,13.0397,-140.463,-59.9647,-217.611,-16.0032,319.585,-271.375,6.40441,112.547,279.671,0,0,0,4.67552,112.006,-0.276209,0,-3.85367,-0.91089,0,0.614628,0
60,1kj2_HP,1,88.9269,-124.201,-43.7319,-214.684,-13.49,309.651,-273.275,33.8258,102.044,300.739,0,0,0,16.4715,132.402,-0.364013,0,-4.2872,0.0138757,0,0.214518,0
61,1kj3_HP,1,40.43,-140.545,-49.8527,-217.598,-14.931,313.797,-277.323,20.47,106.193,294.64,0,0,0,9.49874,130.954,-0.19357,0,-4.09228,-0.113893,0,0.480813,0
62,1kpr_AP,1,149.466,-129.586,-38.4239,-221.66,-10.2638,324.635,-275.952,45.8109,101.472,315.869,0,0,0,41.7196,171.406,-0.0133577,0,-4.22526,-0.586229,0,0.671345,0
63,1kpu_AP,1,16.0104,-144.727,-50.7374,-208.861,-12.0723,298.056,-264.869,9.27057,103.586,282.122,0,0,0,4.03851,106.564,0.0210065,0,0,-0.0525461,0,0.234727,0
64,1kpv_AP,1,12.8861,-141.92,-49.724,-208.154,-13.1146,298.318,-265.046,10.2465,100.272,280.178,0,0,0,5.40564,108.436,0.0685697,0,-3.84898,-0.0522794,0,0.257032,0
65,1ktl_AP,1,142.303,-129.236,-37.6831,-219.141,-7.98429,320.425,-274.036,46.6799,98.2916,314.129,0,0,0,35.0041,179.152,0.0534619,0,-4.25594,-0.602743,0,0.659009,0
66,1lk2_AP,1,8.44263,-146.931,-52.5159,-211.119,-13.822,301.768,-267.09,9.38818,106.16,280.418,0,0,0,5.58622,108.824,0.0462946,0,-3.66619,-0.0261917,0,0.245559,0
67,1lp9_AC,1,27.871,-140.002,-45.2704,-219.39,-10.4053,310.292,-277.433,15.4611,103.868,287.265,0,0,0,6.95881,115.061,-0.148579,0,-3.97176,-0.0861153,0,0.734122,0
68,1m05_AE,1,55.7031,-133.729,-48.472,-207.584,-13.665,305.784,-256.414,18.6493,99.0095,289.995,0,0,0,7.24272,110.894,-0.0106218,0,-4.22769,-1.26057,0,0.385653,0
69,1m6o_AC,1,18.743,-142.376,-61.7158,-223.206,-17.2139,325.662,-277.254,13.4078,112.027,286.477,0,0,0,7.76892,114.709,-0.300652,0,-4.3014,-0.43616,0,0.204959,0
70,1mhe_AP,1,131.006,-126.975,-37.5413,-213.597,-9.86252,318.586,-264.354,30.1881,101.809,316.798,0,0,0,19.9641,149.617,0.0456726,0,-4.27475,-0.694996,0,0.913273,0
71,1mi5_AC,1,163.232,-115.808,-36.7253,-206.498,-13.334,312.007,-254.737,59.4588,95.0891,316.638,0,0,0,11.9657,128.707,-0.162289,0,-4.29685,-1.08261,0,0.71778,0
72,1mwa_HP,1,77.4647,-125.34,-52.2084,-218.278,-17.1937,319.138,-273.583,26.0371,108.021,297.98,0,0,0,17.3125,136.817,-0.235743,0,-4.22976,-0.19418,0,0.239716,0
73,1n2r_AC,1,23.0315,-144.681,-56.7639,-218.088,-17.5942,315.337,-270.982,15.9904,113.022,286.313,0,0,0,5.4481,114.194,-0.542732,0,-4.3025,-0.33058,0,0.205401,0
74,1n3n_AI,1,153.175,-120.033,-50.2652,-219.195,-12.5304,322.691,-275.941,60.4576,108.463,315.464,0,0,0,28.2278,148.958,-0.00885718,0,-4.24875,-0.447983,0,0.541927,0
75,1n5a_AC,1,99.4645,-125.764,-46.0456,-217.034,-10.1033,308.053,-275.334,34.5717,104.526,299.802,0,0,0,31.306,143.61,-0.0528155,0,-4.23718,-0.669803,0,0.446248,0
76,1nam_HP,1,98.2903,-122.903,-56.3526,-207.25,-16.7494,304.711,-259.346,34.9926,101.552,301.414,0,0,0,18.2642,137.484,-0.162727,0,0,-0.12222,0,0.241093,0
77,1nan_HM,1,70.5819,-133.466,-53.3263,-210.265,-13.293,303.895,-265.583,25.9265,100.709,301.791,0,0,0,18.1701,131.51,-0.128168,0,-3.97758,-0.123869,0,0.253921,0
78,1of2_AC,1,30.1935,-134.678,-54.2941,-219.098,-13.7617,323.244,-271.269,7.23443,113.752,281.045,0,0,0,3.01746,106.939,-0.261138,0,-4.25118,-1.32294,0,0.835467,0
79,1oga_AC,1,12.5012,-146.636,-54.5616,-220.134,-11.159,311.115,-278.257,11.2169,111.352,288.196,0,0,0,5.47233,110.356,-0.727545,0,-4.02839,-0.0703141,0,0.722027,0
80,1ogt_AC,1,20.8813,-143.374,-61.0724,-220.133,-15.2384,321.783,-273.096,10.7472,118.414,284.257,0,0,0,3.80364,108.768,-0.307422,0,-4.08844,-1.52692,0,0.711766,0
81,1osz_AC,1,60.3567,-132.915,-56.2482,-217.424,-14.6201,311.952,-274.962,30.3397,107.466,287.628,0,0,0,23.1063,119.57,0.0552193,0,-4.15258,-0.114368,0,0.246532,0
82,1p1z_AP,1,342.808,-89.5806,-24.5944,-193.368,-10.0185,298.206,-245.604,107.178,89.3276,367.126,0,0,0,47.9773,225.641,-0.0125919,0,-4.1923,-0.184716,0,0.549278,0
83,1p4l_AP,1,168.362,-106.901,-43.1044,-213.474,-13.6796,316.449,-271.313,56.2297,101.665,327.578,0,0,0,19.1511,176.39,-0.175108,0,-4.28703,-0.0162598,0,0.239705,0
84,1p7q_AC,1,196.762,-120.573,-44.2155,-226.378,-12.0637,329.002,-285.521,80.6154,108.477,342.007,0,0,1.12406,27.3992,172.566,0.161271,0,-4.25387,-0.0655233,0,1.04759,0
85,1q94_AC,1,97.313,-132.156,-45.4693,-215.81,-11.0208,317.15,-268.76,37.8739,104.966,296.535,0,0,0,18.3445,124.867,-0.148292,0,-4.23304,-0.391352,0,0.4314,0
86,1qew_AC,1,34.4487,-142.357,-55.1235,-223.539,-15.0521,321.013,-281.411,20.7825,115.787,290.363,0,0,0,7.58574,120.856,0.0174018,0,-4.28175,-0.071728,0,0.736479,0
87,1qlf_AC,1,61.1279,-127.573,-54.0967,-223.71,-14.7508,320.209,-283.154,27.8083,113.672,292.975,0,0,0,13.9685,132.177,0.193541,0,-4.2718,-0.483228,0,0.341609,0
88,1qo3_AP,1,43.8476,-128.515,-48.5476,-216.667,-18.3236,315.968,-271.708,20.7328,100.09,288.307,0,0,0,7.68005,120.011,-0.183871,0,-4.2707,-0.894939,0,0.179956,0
89,1qqd_AC,1,106.024,-122.769,-44.2432,-210.755,-15.2432,311.193,-261.174,32.3134,105.182,298.359,0,0,0,18.4994,118.864,-0.105788,0,-4.29527,-1.11255,0,0.175883,0
90,1qrn_AC,1,71.2704,-130.983,-44.7252,-221.632,-12.9272,315.887,-280.769,30.8214,107.467,295.622,0,0,0,16.1018,135.297,0.0630123,0,-4.28121,-0.116044,0,0.742065,0
91,1qse_AC,1,117.998,-128.916,-39.5013,-220.922,-13.0991,316.647,-279.772,54.752,101.427,313.349,0,0,0,17.6483,156.558,-0.0123845,0,-4.25432,-0.0836855,0,0.734877,0
92,1qsf_AC,1,120.926,-126.629,-35.5794,-220.617,-12.2271,317.431,-279.649,52.2473,101.736,307.463,0,0,0,20.4281,141.374,-0.00784847,0,-4.29013,-0.125355,0,0.746881,0
93,1qvo_AC,1,67.4142,-139.782,-49.6599,-222.392,-14.527,328.7,-275.491,25.2648,114.737,289.938,0,0,0,14.6418,114.262,0.312657,0,-4.2729,-0.466147,0,0.410542,0
94,1rjy_AP,1,41.6569,-135.792,-47.9819,-209.68,-12.3722,302.655,-266.239,16.7882,107.136,285.822,0,0,0,5.57504,120.287,-0.167959,0,-4.23328,-0.075195,0,0.221617,0
95,1rjz_AP,1,97.7423,-132.764,-52.3164,-214.84,-13.4773,312.063,-272.702,46.7374,106.477,308.758,0,0,0,13.939,156.016,-0.0992435,0,-4.27573,-0.00490972,0,0.247311,0
96,1rk0_AP,1,44.5696,-135.629,-49.3487,-212.518,-14.5547,306.787,-267.67,18.9319,106.47,285.423,0,0,0,11.3706,112.582,-0.423614,0,-4.21214,-0.28419,0,0.228138,0
97,1rk1_AP,1,25.9427,-142.877,-55.4853,-214.092,-14.1946,312.899,-269.223,11.1639,111.442,284.094,0,0,0,6.60307,111.394,-0.337908,0,-4.26875,-0.0223563,0,0.241393,0
98,1s7r_AC,1,78.4096,-122.742,-49.6295,-216.682,-12.4024,311.315,-276.231,31.9199,105.638,298.35,0,0,0,12.8791,125.359,-0.108392,0,-4.14389,0.00641869,0,0.241157,0
99,1s7u_AC,1,41.8594,-121.691,-45.7084,-212.661,-11.168,305.13,-269.77,11.5102,103.012,283.17,0,0,0,4.11691,107.187,0.15893,0,-4.17832,-0.506078,0,0.443235,0
100,1s7v_AC,1,55.0236,-133.515,-40.6508,-218.856,-11.3177,311.545,-277.92,19.724,103.172,294.915,0,0,0,11.6811,112.649,0.114067,0,-4.19079,-0.643007,0,0.964628,0
101,1s7w_AC,1,47.356,-127.94,-49.6456,-215.131,-10.6915,303.858,-272.502,25.5347,106.22,288.139,0,0,0,3.65099,111.306,0.0739501,0,-4.1204,-0.538406,0,0.447096,0
102,1s7x_AC,1,46.9629,-127.919,-48.3712,-213.153,-10.8307,302.912,-269.237,15.3171,104.871,293.557,0,0,0,3.9921,106.244,0.050752,0,-4.18946,-0.458193,0,0.421427,0
103,1s8d_AC,1,39.6513,-140.723,-47.7938,-212.593,-10.7206,301.064,-268.321,22.9284,103.764,287.678,0,0,0,8.4356,115.725,-0.353335,0,-4.21275,-0.203391,0,0.702947,0
104,1s9w_AC,1,44.713,-146.628,-49.9968,-221.511,-10.484,316.715,-277.309,19.7374,110.184,297.289,0,0,0,10.567,120.818,-0.302517,0,-4.30482,-0.170529,0,0.926502,0
105,1s9x_AC,1,65.2934,-146.857,-46.1943,-222.03,-10.978,317.146,-278.214,34.6914,107.899,300.908,0,0,0,12.7363,131.39,-0.267084,0,-4.28507,-0.186468,0,0.924943,0
106,1s9y_AC,1,47.5965,-147.262,-47.0165,-223.838,-12.259,319.53,-279.648,25.2732,109.592,298.611,0,0,0,8.26867,125.165,-0.1557,0,-4.28549,-0.153082,0,0.939825,0
107,1sys_AC,1,50.2507,-133.634,-57.5559,-219.761,-20.5447,327.23,-272.148,18.9357,109.533,294.37,0,0,0,8.75269,122.454,-0.176707,0,-4.28568,-0.661756,0,0.197188,0
108,1syv_AC,1,17.138,-138.174,-59.1489,-221.243,-18.1002,321.9,-275.305,11.8989,111.394,280.86,0,0,0,7.92376,114.503,-0.25561,0,-4.28581,-0.52878,0,0.202477,0
109,1t0m_AP,1,42.0097,-132.759,-48.3429,-212.846,-13.4351,309.236,-270.336,21.9872,106.025,280.877,0,0,0,6.24282,117.144,-0.510009,0,-4.24862,-0.134359,0,0.254126,0
110,1t0n_AP,1,35.9863,-139.459,-45.626,-212.626,-12.6228,304.832,-270.3,20.5982,105.428,284.045,0,0,0,6.06845,122.925,-0.170681,0,-4.27705,-0.11677,0,0.213618,0
111,1t1w_AC,1,35.0641,-144.309,-47.3232,-220.177,-11.0316,312.314,-277.113,18.0425,109.937,290.427,0,0,0,8.27694,117.243,-0.226219,0,-4.30777,-0.158626,0,0.712918,0
112,1t1x_AC,1,34.8014,-144.88,-50.5759,-219.231,-10.1225,311.987,-276.205,22.6421,109.981,288.095,0,0,0,7.11253,115.255,-0.248072,0,-4.28231,-0.16799,0,0.696489,0
113,1t1y_AC,1,29.6782,-145.785,-50.8812,-217.807,-11.3207,308.712,-274.934,24.1264,109.091,287.322,0,0,0,5.33777,115.632,-0.439588,0,-4.30005,-0.157457,0,0.712802,0
114,1t1z_AC,1,27.2654,-150.545,-53.0249,-228.201,-10.8074,321.29,-288.057,29.7085,112.293,291.153,0,0,0,7.37703,122.74,-0.320279,0,-4.22465,-0.135082,0,0.758625,0
115,1t20_AC,1,34.3833,-141.642,-51.183,-213.198,-10.3194,302.359,-268.328,17.5642,107.74,289.306,0,0,0,6.20878,112.507,-0.340449,0,-4.30225,-0.153027,0,0.672353,0
116,1t21_AC,1,32.1446,-146.309,-52.111,-220.319,-10.3609,314.129,-276.833,22.3961,109.207,289.063,0,0,0,7.21129,117.677,-0.300047,0,-4.22137,-0.149184,0,0.741262,0
117,1t22_AC,1,46.2737,-141.772,-48.8211,-222.177,-10.8022,314.86,-280.679,30.992,107.181,290.523,0,0,0,11.3772,120.659,-0.902586,0,-4.28224,-0.139356,0,0.915168,0
118,1tmc_AC,1,63.4146,-122.057,-48.8552,-213.453,-12.2702,315.642,-264.904,22.3388,105.437,278.352,0,0,0,7.48733,108.888,0.0384948,0,-4.24716,-0.421843,0,0.327122,0
119,1tvb_AC,1,13.6395,-143.23,-55.1298,-221.216,-12.4704,317.38,-277.063,5.80237,109.978,286.218,0,0,0,7.25991,110.334,-0.538696,0,-3.84722,-0.21689,0,0.712563,0
120,1tvh_AC,1,30.9243,-138.644,-50.2506,-217.264,-11.2759,309.902,-273.511,8.3551,108.088,291.462,0,0,0,7.76277,108.253,-0.0456014,0,-4.16127,-0.197155,0,0.703491,0
121,1uxs_AC,1,18.7216,-143.948,-57.7105,-220.311,-16.7217,324.876,-272.249,6.74,114.973,283.833,0,0,0,4.58943,109.161,-0.206613,0,-3.93091,-1.69001,0,0.479083,0
122,1uxw_AC,1,10.9099,-147.066,-55.4541,-220.817,-13.0633,318.519,-273.846,6.49901,115.383,281.928,0,0,0,4.16968,110.296,-0.749896,0,-4.10645,-1.10359,0,0.616152,0
123,1vac_AP,1,40.7032,-131.404,-59.8125,-212.288,-16.5411,311.5,-268.422,12.6988,117.414,287.164,0,0,0,4.61305,116.584,-0.145744,0,-4.28556,-0.0335571,0,0.245568,0
124,1vad_AP,1,37.4154,-135.248,-55.1075,-213.253,-23.741,315.175,-264.042,15.8071,110.682,287.153,0,0,0,4.93585,113.824,-0.216469,0,-4.23162,-0.785563,0,0.288183,0
125,1vgk_AC,1,28.918,-139.563,-52.0883,-224.759,-14.1641,318.502,-282.754,20.0511,107.19,290.882,0,0,0,10.3376,115.958,-0.28571,0,-4.14389,-0.465975,0,0.179496,0
126,1w0v_AC,1,31.2466,-135.522,-52.6907,-221.535,-18.434,325.53,-275.994,10.5643,114.304,284.235,0,0,0,6.06753,112.314,-0.310191,0,-4.29329,-1.17925,0,0.505116,0
127,1w0w_AC,1,23.9779,-133.959,-49.6806,-217.627,-16.6923,316.99,-271.807,6.42247,107.882,282.339,0,0,0,5.18184,107.317,-0.251941,0,-4.28359,-1.1634,0,0.627958,0
128,1w72_AC,1,35.849,-140.5,-45.2037,-215.306,-19.2572,318.217,-266.254,13.9688,105.596,282.626,0,0,0,6.09328,108.408,-0.10537,0,-4.05036,-0.868644,0,0.891335,0
129,1wbx_AC,1,27.2716,-139.239,-57.7511,-223.094,-14.7824,323.567,-279.958,7.36156,118,291.496,0,0,0,6.4282,110.349,-0.288963,0,-4.23073,-0.625595,0,0.388561,0
130,1wby_AC,1,48.6072,-127.424,-54.3403,-220.955,-15.3915,322.129,-277.001,16.2429,111.046,292.917,0,0,0,5.13843,110.004,0.142048,0,-3.93777,-0.335535,0,0.376814,0
