,Pdb,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,Interaction Energy,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,Is_Answer
16,1age,A,B,17.0253,0.308332,-21.4115,-6.98259,-10.3581,-17.4141,-5.10637,26.5509,-23.1352,1.20899,9.91962,4.7174,0,0,0.0,0.221243,0.37865,0.00381105,0,0.0,-1.03722,0,0.0,2.384,189,46,0,0,0,1
17,1age,A,B,15.7062,3.18454,-8.41476,-5.72974,-14.0822,-19.6784,-6.38902,29.2936,-26.168,20.7217,10.3488,4.36309,0,0,0.0,0.112738,0.520118,0.00969464,0,0.0,-1.21712,0,0.0,2.384,189,43,5,5,0,0
18,1agf,A,B,18.4435,0.939722,-7.92155,-6.52643,-11.8679,-17.2787,-4.22601,28.0121,-21.5251,12.9173,8.27459,4.64695,0,0,0.0,0.876909,0.670434,0.0109749,0,0.0,-1.23619,0,0.0,2.384,189,47,5,5,0,0
19,1agf,A,B,15.6541,0.0322237,-21.2636,-6.5902,-9.09258,-17.4112,-5.51728,26.1467,-22.2044,1.28297,8.77549,4.22577,0,0,0.0,0.296763,0.65369,0.00439712,0,0.0,-1.18005,0,0.0,2.384,189,46,0,0,0,1
20,1akj,A,B,23.8239,0.582541,-15.445,-6.03136,-7.81956,-19.211,-2.33607,28.2221,-26.951,2.47018,11.1233,5.11941,0,0,0.0,0.153792,0.890297,0.0262468,0,0.0,-0.400566,0,0.189485,2.384,190,44,0,0,0,1
21,1akj,A,B,19.5298,4.55117,-3.53981,-6.34807,-12.673,-18.7235,-1.95953,29.2587,-25.7302,17.6576,10.6651,4.41582,0,0,0.00600062,0.353109,0.47511,0.020127,0,0.0,-0.588672,0,0.10672,2.384,190,46,5,5,0,0
22,1ao7,A,B,28.4917,0.414496,-7.02591,-5.27692,-5.30892,-20.1171,-6.08691,27.2032,-28.2867,19.8458,6.61825,4.07807,0,0,0.0,0.365813,0.715094,-0.0186121,0,0.0,-0.0997229,0,0.0578735,2.384,190,45,6,6,0,0
23,1ao7,A,B,27.5122,0.322232,-20.5746,-6.05539,-6.16095,-18.8873,-1.32133,24.9953,-27.4282,3.08184,6.8847,4.05957,0,0,0.0,0.318323,1.26667,-0.0186121,0,0.0,-0.114886,0,0.0723197,2.384,190,44,0,0,0,1
24,1b0g,A,B,33.0725,0.290773,-21.0899,-6.82897,-7.89347,-20.2671,-0.36592,26.6263,-29.3274,4.27882,8.77666,3.78686,0,0,0.0,0.157527,0.799165,-0.00461524,0,0.0,-0.16055,0,0.131898,2.384,190,45,0,0,0,1
25,1b0g,A,B,28.6723,0.836613,-8.55906,-5.10151,-5.79788,-17.3516,-3.12139,21.8895,-25.3616,16.1881,6.01742,3.59895,0,0,0.0,0.606319,1.25205,-0.00461524,0,0.0,-0.184777,0,0.0640329,2.384,190,44,4,4,0,0
26,1bd2,A,B,30.2898,2.73287,-10.4815,-5.77169,-5.47487,-19.5938,-2.64386,25.1609,-28.9003,13.6496,8.07743,4.67802,0,0,0.0,0.472059,1.74948,0.0507101,0,0.0,-0.249293,0,0.0635375,2.384,190,45,4,4,0,0
27,1bd2,A,B,33.9656,2.10677,-17.19,-6.69633,-6.40619,-20.0147,-1.55644,26.8754,-29.05,7.05239,7.43005,4.45984,0,0,0.0,0.740021,1.20406,0.0082389,0,0.0,-0.114038,0,0.0816154,2.384,190,47,1,1,0,1
28,1bii,A,B,35.6744,1.61679,-18.6239,-6.55682,-8.46148,-20.2303,-5.73025,31.2003,-25.0153,4.99458,6.53683,4.62055,0,0,0.0,0.744328,1.38586,0.00759456,0,0.0,-0.733962,0,0.0,2.384,191,48,1,1,0,1
29,1bii,A,B,40.9412,1.92762,-7.70117,-8.83997,-8.01297,-16.4745,-2.08578,26.4972,-19.9588,7.83382,7.44653,5.97683,0,0,0.0,0.547558,0.888943,-0.0113614,0,0.0,-0.619746,0,0.0,2.384,191,48,2,2,0,0
30,1bqh,A,B,60.8302,0.418997,-9.80989,-6.18939,-5.69677,-14.0222,-1.81556,23.5929,-17.4645,3.14747,3.92302,4.62358,0,0,0.0,0.171018,0.75461,-0.0240312,0,0.0,-0.0554302,0,0.0,2.384,189,41,1,1,0,0
31,1bqh,A,B,67.4074,0.818637,-9.22549,-6.64401,-8.89858,-18.2929,-2.29458,28.3949,-22.9079,7.20491,8.56242,4.51972,0,0,0.0,1.19546,0.699175,-0.0142337,0,0.0,-0.0506478,0,0.0,2.384,189,44,1,1,0,1
32,1bz9,A,B,32.341,1.45115,-11.6928,-4.95748,-6.04686,-19.6294,-1.37733,26.0619,-27.6336,10.4623,8.28918,3.27996,0,0,0.0,0.246742,1.18549,-0.00943073,0,0.0,-0.378814,0,0.0,2.384,190,46,2,2,0,1
33,1bz9,A,B,33.8801,4.49038,-10.8418,-7.33902,-8.05342,-19.397,-2.46664,23.8035,-26.6358,16.7626,9.34082,3.47236,0,0,0.0,0.223205,1.29144,-0.0295656,0,0.0,-0.522736,0,0.0,2.384,190,47,5,5,0,0
34,1ce6,A,B,44.0474,0.0856744,-12.1332,-6.06525,-7.68809,-18.5101,-3.48567,24.4037,-25.6243,15.3986,6.07397,3.79419,0,0,0.0,0.0924202,0.458484,0.00296823,0,0.0,-0.525568,0,0.0,2.384,190,45,2,2,0,0
35,1ce6,A,B,48.3419,0.73216,-14.9581,-6.63791,-10.3002,-20.0835,-3.28862,28.848,-26.4636,10.4321,7.93936,4.59879,0,0,0.0,0.379636,0.762616,0.00296823,0,0.0,-0.470133,0,0.0849387,2.384,190,45,3,3,0,1
36,1cg9,A,B,12.3448,0.216461,-19.3244,-4.75617,-8.38829,-17.816,-0.504624,23.5605,-24.8293,2.77955,7.4763,3.28787,0,0,0.0,0.18407,0.336491,-0.00466111,0,0.0,-0.313535,0,0.0,2.384,190,46,0,0,0,1
37,1cg9,A,B,11.3289,1.54372,-19.3218,-4.89855,-7.87419,-17.8029,-0.662277,22.8583,-25.2834,5.12584,5.58191,3.70203,0,0,0.0,0.210323,0.283085,-0.00816195,0,0.0,-0.270766,0,0.0,2.384,190,47,2,2,0,0
38,1ddh,A,B,55.9481,0.665908,-10.1876,-4.84169,-6.54145,-18.7943,-4.27459,27.972,-23.349,6.8382,6.23607,7.20979,0,0,0.0,0.221754,1.49568,0.0186311,0,0.0,-0.883026,0,0.0,2.384,191,49,2,2,0,0
39,1ddh,A,B,78.6036,1.54303,-4.79955,-4.77952,-10.2482,-19.4231,-5.06049,30.755,-23.9844,15.3004,8.16908,4.7529,0,0,0.0,0.485832,2.68726,0.00563796,0,0.0,-0.77269,0,0.0,2.384,191,48,3,3,0,1
40,1duy,A,B,29.1149,0.263085,-13.5616,-4.95535,-4.60299,-14.3093,-0.992207,20.2186,-20.6745,1.34169,6.81226,3.45841,0,0,0.0,0.0939231,1.0682,-0.0229569,0,0.0,0.000828435,0,0.0699133,2.384,189,37,0,0,0,1
41,1duy,A,B,27.7909,0.473354,-17.4551,-4.30124,-4.05064,-14.771,-3.05947,18.782,-21.5511,2.30041,6.02035,3.21497,0,0,0.0,0.0477552,0.52402,-0.0229569,0,0.0,-0.101363,0,0.0371628,2.384,189,44,0,0,0,0
42,1duz,A,B,25.7162,2.98091,-13.9014,-4.50079,-4.49961,-16.5072,-1.56763,21.5683,-24.1937,4.15541,6.39955,4.68392,0,0,0.0,0.733147,0.82604,-0.0175565,0,0.0,-0.222599,0,0.0673268,2.384,190,41,0,0,0,0
43,1duz,A,B,25.9117,0.141604,-16.9978,-6.25466,-5.88669,-18.1071,-1.88342,26.0323,-25.6919,2.50383,7.84666,4.37305,0,0,0.0,0.139797,1.23018,-0.0175565,0,0.0,-0.111539,0,0.059407,2.384,190,45,0,0,0,1
44,1e27,A,B,20.9295,0.20807,-20.6317,-5.47207,-5.55131,-19.385,-0.65267,24.6181,-28.3399,2.35478,8.34198,3.54228,0,0,0.0,0.164825,0.362708,-0.0173502,0,0.0,-0.241318,0,0.00594419,2.384,190,43,0,0,0,1
45,1e27,A,B,19.6879,1.02226,-17.797,-6.32445,-6.0317,-18.6748,-2.11762,25.6281,-26.6402,3.88431,7.47671,4.6086,0,0,0.0,0.525247,0.891355,-0.022702,0,0.0,-0.114456,0,0.00594419,2.384,190,42,2,2,0,0
46,1e28,A,B,49.1041,1.75577,-12.1104,-3.33879,-6.25624,-15.8966,-0.529174,21.5968,-21.8394,4.00741,5.81323,3.54605,0,0,0.0,0.921092,1.53126,0.00550913,0,0.0,-0.145568,0,0.00529222,2.384,189,43,0,0,0,0
47,1e28,A,B,58.4364,2.42962,-6.37197,-4.14941,-4.96593,-16.342,-0.648814,22.3065,-22.7598,6.87252,7.48956,4.37896,0,0,0.0,1.53339,1.6326,0.00550913,0,0.0,-0.0977218,0,0.00529222,2.384,189,43,1,1,0,1
48,1eey,A,B,27.5243,0.49183,-16.632,-7.24691,-7.04385,-17.4639,-1.87314,26.5894,-24.1492,2.78699,6.91642,4.56344,0,0,0.0,0.311816,0.595916,0.0120957,0,0.0,-0.130834,0,0.0956097,2.384,190,43,0,0,0,1
49,1eey,A,B,28.4469,0.788554,-20.8678,-7.46872,-8.62051,-15.3376,-1.30538,21.9764,-21.5383,0.879534,6.54108,3.79383,0,0,0.0,0.33153,0.929923,0.0120957,0,0.0,-0.217475,0,0.0857256,2.384,190,43,0,0,0,0
50,1eez,A,B,29.0402,1.00703,-15.5099,-4.27314,-3.64567,-15.1341,-1.45923,19.4966,-22.2828,1.78605,4.88719,4.84142,0,0,0.0,0.428707,1.21138,0.0109528,0,0.0,-0.219316,0,0.0535182,2.384,190,41,0,0,0,0
51,1eez,A,B,31.1152,2.49573,-12.9368,-4.50043,-4.2541,-18.2339,-1.55632,24.9682,-26.4897,4.20058,8.18933,4.50517,0,0,0.0,0.294215,1.30238,0.0109528,0,0.0,-0.16019,0,0.0893313,2.384,190,42,0,0,0,1
52,1efx,A,B,70.6267,3.06912,-8.06303,-6.23919,-6.50712,-16.6846,-2.00287,25.3346,-23.188,9.06054,7.02785,4.31821,0,0,0.0,1.28955,2.26455,0.0467158,0,0.0,-0.518771,0,0.0,2.384,190,46,3,3,0,1
53,1efx,A,B,63.546,0.722697,-10.8414,-6.89825,-8.28549,-16.6275,-2.28667,26.2058,-22.645,9.34958,6.18732,4.19841,0,0,0.0,0.241861,1.59762,0.121453,0,0.0,-0.402847,0,0.0,2.384,190,45,2,2,0,0
54,1ffn,A,B,51.4503,0.223072,-14.017,-7.13879,-10.0092,-22.4526,-0.35935,31.0876,-30.2946,12.9933,7.74675,4.88152,0,0,0.0,0.176563,2.12839,-0.00901127,0,0.0,-0.639223,0,0.0,2.384,190,49,6,6,0,0
55,1ffn,A,B,51.9149,1.07633,-13.558,-7.39622,-12.7172,-22.4819,-2.33069,32.4955,-29.86,12.9969,10.709,5.24266,0,0,0.0,0.423688,2.97855,-0.00901127,0,0.0,-0.630784,0,0.0,2.384,190,48,5,5,0,1
56,1ffo,A,B,45.9707,0.768009,-19.7058,-8.06444,-12.5971,-21.0857,-2.82877,29.3363,-28.0707,8.74545,9.93337,4.80445,0,0,0.0,0.527719,2.12844,0.0222674,0,0.0,-0.428673,0,0.0,2.384,190,48,2,2,0,1
57,1ffo,A,B,41.0544,0.897734,-23.0615,-8.20911,-7.85802,-20.9299,-3.50403,28.5843,-27.879,3.91391,7.83229,5.16105,0,0,0.0,0.333328,1.96152,0.0222674,0,0.0,-0.528551,0,0.0,2.384,190,49,0,0,0,0
58,1ffp,A,B,35.1001,1.1153,-20.0138,-9.11221,-12.2917,-20.1189,-2.28754,30.2302,-25.6953,4.36114,9.57818,5.56317,0,0,0.0,0.235651,2.35627,-0.0163334,0,0.0,-0.460146,0,0.0,2.384,190,48,0,0,0,0
59,1ffp,A,B,39.139,1.49824,-15.1539,-7.28429,-14.0471,-21.745,-3.03502,32.3362,-27.9952,9.95166,10.951,5.75756,0,0,0.0,0.385868,2.24113,0.0261936,0,0.0,-0.510955,0,0.0552289,2.384,190,45,3,3,0,1
60,1fg2,A,B,32.9135,1.9837,-11.2638,-6.85197,-12.1515,-20.0608,-0.863522,31.8791,-24.7244,3.96247,11.6708,5.31121,0,0,0.0,1.00762,0.871513,0.0328048,0,0.0,-0.563392,0,0.0879319,2.384,190,46,0,0,0,1
61,1fg2,A,B,29.1308,1.20985,-12.5701,-8.35625,-11.5179,-20.7579,-2.10057,29.628,-27.453,15.2104,7.8252,5.14011,0,0,0.0,0.210189,0.61878,-0.00487398,0,0.0,-0.393624,0,0.0,2.384,190,49,3,3,0,0
62,1fo0,A,B,32.6542,0.602516,-11.6465,-7.56442,-8.78319,-19.1201,-2.77837,29.9681,-24.636,10.1107,6.80023,3.94502,0,0,0.0,0.459882,0.62947,-0.0207015,0,0.0,-0.0277527,0,0.0,2.384,189,46,2,2,0,0
63,1fo0,A,B,34.4291,0.548009,-10.377,-6.65582,-7.52844,-20.1681,-1.56838,31.3539,-26.2634,7.27551,7.72675,5.04993,0,0,0.0,0.551553,0.767926,-0.0244067,0,0.0,-0.126188,0,0.0,2.384,189,45,2,2,0,1
64,1g6r,A,B,100.112,3.56661,-1.98645,-3.63302,-7.85525,-18.7127,-2.59836,29.7757,-24.0748,11.3848,8.22417,3.98098,0,0,0.0,1.34802,2.09505,0.0123186,0,0.0,0.16181,0,0.0,2.384,189,42,3,3,0,1
65,1g6r,A,B,87.1886,1.34683,-8.18294,-3.53445,-9.56208,-17.5786,-3.22255,28.3407,-20.7912,7.35432,6.68877,4.11308,0,0,0.0,0.461136,2.65483,0.015478,0,0.0,-0.4675,0,0.0,2.384,189,42,1,1,0,0
66,1g7p,A,B,18.1089,1.03029,-10.2961,-5.48978,-11.1937,-15.2355,-2.70189,27.2368,-17.4574,2.50359,8.13911,3.68548,0,0,0.0,0.215423,0.443462,0.013919,0,0.0,-0.0979637,0,0.0857748,2.384,190,45,0,0,0,0
67,1g7p,A,B,15.951,1.71774,-12.4688,-5.72277,-12.9567,-18.2045,-7.93435,34.1815,-19.9129,4.04223,10.3787,4.28143,0,0,0.0,0.134745,0.310547,-0.000491997,0,0.0,-0.755635,0,-6.93889e-18,2.384,190,47,1,1,0,1
68,1g7q,A,B,16.4996,0.16554,-4.8399,-7.19024,-8.49425,-13.1149,-1.24072,26.3018,-14.4644,2.45732,7.26831,3.78346,0,0,0.0,0.0629446,0.38974,0.00135299,0,0.0,-0.210536,0,0.0,2.384,189,44,0,0,0,1
69,1g7q,A,B,14.829,0.150185,-7.04641,-7.3918,-10.3513,-14.9077,-2.64145,26.8594,-16.8811,7.55072,5.69147,5.25061,0,0,0.0,0.173847,0.419583,0.00336269,0,0.0,-0.402536,0,0.0,2.384,189,45,2,2,0,0
70,1hhg,A,B,25.4522,0.307418,-14.0812,-6.75891,-13.4316,-15.2934,-2.68707,26.3268,-18.9755,3.65123,8.0216,5.05264,0,0,0.0,0.13499,0.805649,-0.00311208,0,0.0,-0.180826,0,0.0619522,2.384,190,43,0,0,0,0
71,1hhg,A,B,29.3349,0.642278,-10.8644,-6.60359,-7.32565,-16.1834,-2.45651,27.7451,-21.0892,4.24555,6.0165,4.72074,0,0,0.0,0.185948,0.48344,-0.00311208,0,0.0,-0.198351,0,0.0815258,2.384,190,45,0,0,0,1
72,1hhh,A,B,15.7736,1.26808,-22.0619,-4.81118,-6.1242,-21.9321,-3.68854,28.0369,-31.4448,4.56992,9.84246,3.50253,0,0,0.0,0.234815,1.69858,-0.0174761,0,0.0,-0.381258,0,0.151037,2.384,191,47,0,0,0,1
73,1hhh,A,B,16.3033,1.60804,-13.4691,-3.72083,-4.90408,-17.3288,-1.50071,23.9015,-24.441,3.44349,6.50659,4.67005,0,0,0.0,0.134501,1.10566,-0.0108065,0,0.0,-0.333407,0,0.11447,2.384,191,47,0,0,0,0
74,1hhi,A,B,19.6678,1.88238,-12.0791,-5.08597,-5.93163,-16.1101,0.314896,21.6599,-23.0176,3.70173,7.20041,4.47256,0,0,0.0,0.757686,2.028,-0.00531594,0,0.0,-0.115754,0,0.0801152,2.384,190,39,1,1,0,0
75,1hhi,A,B,21.0257,0.396246,-17.724,-4.19849,-5.5623,-19.6208,-0.0169954,25.1977,-29.0365,2.90506,7.6667,4.48765,0,0,0.0,0.47763,1.50558,-0.00531594,0,0.0,-0.116657,0,0.0983568,2.384,190,44,0,0,0,1
76,1hhj,A,B,24.6323,1.00509,-15.7394,-7.343,-8.85344,-19.1844,-2.84345,29.405,-26.486,4.46257,10.6148,4.66597,0,0,0.0,0.160621,0.80117,-0.00566604,0,0.0,-0.433956,0,0.101588,2.384,190,41,1,1,0,1
77,1hhj,A,B,22.9725,2.74801,-15.0329,-7.59969,-8.73741,-18.9306,-3.49757,29.6553,-26.3707,6.55678,8.56833,4.67212,0,0,0.0,0.646284,0.861239,-0.0149813,0,0.0,-0.117231,0,0.136511,2.384,190,45,3,3,0,0
78,1hhk,A,B,13.3605,0.817101,-18.5501,-6.4842,-6.17745,-16.7421,-2.41169,22.0037,-23.7252,2.9159,7.71596,4.27311,0,0,0.0,0.232668,1.48462,0.00821776,0,0.0,-0.215374,0,0.0563796,2.384,190,41,0,0,0,0
79,1hhk,A,B,16.7932,0.0446938,-17.8133,-6.65207,-6.14194,-18.5465,-1.93081,26.1058,-26.1798,2.44057,8.49933,4.53302,0,0,0.0,0.131524,1.11834,-0.00916977,0,0.0,-0.117203,0,0.0539447,2.384,190,43,0,0,0,1
80,1hoc,A,B,64.6406,2.42207,-4.78369,-5.7053,-9.70022,-19.3065,-2.51408,30.0493,-24.1547,10.3905,11.1768,4.74412,0,0,0.0,0.813113,0.393863,-0.00431907,0,0.0,-0.572242,0,0.0,2.384,190,46,1,1,0,1
81,1hoc,A,B,51.6571,0.945312,-20.5831,-8.19021,-10.5367,-20.7879,-3.29371,30.581,-26.7931,4.36226,10.2981,4.25747,0,0,0.0,0.386075,0.193717,-0.00528484,0,0.0,-0.861099,0,0.0,2.384,190,48,0,0,0,0
82,1hsa,A,B,13.6341,0.79616,-7.82195,-4.9657,-5.87187,-11.3649,-1.50513,20.2597,-13.9713,1.73432,3.69556,4.50903,0,0,0.0,0.201218,0.453728,-0.00344324,0,0.0,-0.539437,0,0.0,2.384,190,40,0,0,0,0
83,1hsa,A,B,15.6711,0.0172757,-8.91342,-4.78868,-7.92202,-12.7578,-2.80036,22.0744,-15.2323,1.86968,5.34737,5.89993,0,0,0.0,0.034334,0.19695,-0.00539796,0,0.0,-0.638417,0,0.00577698,2.384,190,44,0,0,0,1
84,1i1f,A,B,41.0722,2.04002,-14.4609,-6.83784,-7.09257,-19.1051,-3.95101,28.8523,-26.3829,6.60902,8.79044,4.32923,0,0,0.0,0.495331,0.862722,-0.00439756,0,0.0,-0.274976,0,0.11153,2.384,190,42,0,0,0,1
85,1i1f,A,B,45.4789,2.44952,-8.33474,-6.88417,-7.51066,-17.1785,-3.28904,28.9697,-22.4803,8.74876,6.83373,4.14324,0,0,0.011684,0.203162,1.12909,-0.0091458,0,0.0,-0.0732983,0,0.18004,2.384,190,44,2,2,0,0
86,1i1y,A,B,21.185,4.17613,-15.1701,-6.04734,-5.3963,-14.9331,-1.82292,21.7824,-20.9959,2.20052,5.60038,3.79045,0,0,0.0,0.671165,0.947917,-0.00253212,0,0.0,-0.121845,0,0.104888,2.384,190,42,0,0,0,0
87,1i1y,A,B,21.4624,1.99518,-16.6603,-7.49103,-10.6483,-18.9967,-4.79347,28.9661,-26.0453,4.53511,12.8519,4.90464,0,0,0.0,0.346002,1.04437,0.00385253,0,0.0,-0.397534,0,0.104543,2.384,190,45,1,1,0,1
88,1i4f,A,B,16.0046,0.867164,-8.58831,-7.41728,-9.39858,-17.9127,-3.34015,30.8732,-23.0988,9.275,7.53808,4.60167,0,0,0.0,0.0877184,0.953639,-0.0218909,0,0.0,0.056679,0,0.168778,2.384,191,48,4,4,0,0
89,1i4f,A,B,11.3613,0.174546,-17.6556,-6.69415,-11.9684,-18.2447,-2.02408,30.0671,-23.9626,1.5544,9.05492,4.78828,0,0,0.0,0.0111525,1.97899,-0.0187566,0,0.0,-0.382014,0,0.163369,2.384,191,43,0,0,0,1
90,1i7r,A,B,15.4119,0.153036,-12.0319,-4.64135,-4.26969,-17.7707,-1.47474,23.7447,-25.2212,4.90951,8.59614,3.97655,0,0,0.0,0.0894424,1.57066,-0.00286768,0,0.0,-0.0847175,0,0.117115,2.384,190,43,1,1,0,1
91,1i7r,A,B,15.7727,0.585331,-13.5183,-5.55117,-4.3657,-17.2842,-1.68057,23.1529,-24.7659,5.45814,7.00226,4.34055,0,0,0.0,0.149158,1.6301,-0.00286768,0,0.0,-0.0796002,0,0.10868,2.384,190,43,2,2,0,0
92,1i7t,A,B,47.2828,3.38514,-13.4813,-6.13442,-5.37707,-18.3584,-1.27619,23.5795,-26.5969,7.93427,7.65127,4.61282,0,0,0.0,0.659876,1.3166,-0.0178144,0,0.0,-0.244118,0,0.0858559,2.384,190,43,2,2,0,0
93,1i7t,A,B,50.5743,1.9516,-15.3218,-5.55792,-5.46732,-18.7984,-0.80024,24.7158,-27.3455,6.78163,6.5623,3.97629,0,0,0.0,0.695416,1.13934,-0.0178144,0,0.0,-0.154515,0,0.0884752,2.384,190,45,1,1,0,1
94,1i7u,A,B,22.6453,0.041904,-19.8703,-5.5342,-6.79343,-19.3428,-0.227014,24.6902,-28.3261,3.676,7.78857,4.03536,0,0,0.0,0.13698,0.788306,0.000809432,0,0.0,-0.10379,0,0.129159,2.384,190,45,0,0,0,1
95,1i7u,A,B,21.2452,1.66182,-16.3025,-4.47978,-4.22653,-15.5049,-0.913902,20.5832,-22.5696,1.38531,4.81106,4.57992,0,0,0.0,0.114383,0.969268,0.000809432,0,0.0,-0.162047,0,0.0796239,2.384,190,43,0,0,0,0
96,1im3,A,B,17.6584,4.68445,-13.9208,-7.02869,-6.20608,-16.5362,-1.5863,24.5571,-22.2634,5.08617,5.2164,4.51687,0,0,0.0,0.39473,1.4086,0.0403196,0,0.0,-0.14418,0,0.0324587,2.384,190,42,3,3,0,0
97,1im3,A,B,16.4892,0.00934515,-20.9378,-6.98414,-6.80548,-19.1068,-1.41927,26.6535,-27.2867,2.21876,7.52029,4.22706,0,0,0.0,0.0960177,1.07899,-0.00670007,0,0.0,-0.0934556,0,0.0491083,2.384,190,45,0,0,0,1
98,1im9,A,B,42.2601,1.3562,-14.4234,-4.92635,-7.38879,-19.6017,-4.70511,30.3121,-24.6881,3.1599,8.70673,5.04172,0,0,0.0,0.659042,0.694874,0.0529824,0,0.0,-1.04582,0,0.0,2.384,190,47,0,0,0,1
