,Pdb,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,Interaction Energy,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,Is_Answer
42,6cql,A,D,15.7324,14.4722,-8.53224,-2.44627,-7.28855,-14.7136,-0.181994,19.54,-18.6516,3.91528,8.67031,2.15203,0,0,0.0,0.513017,3.11019,-0.0138398,0,0.0,-0.027044,0,5.55112e-17,2.384,428,47,1,1,0,0
43,6mkd,A,D,63.2161,50.1877,-13.4035,-3.17932,-7.41393,-13.8585,-0.798111,18.3164,-17.798,1.43832,8.73542,1.09694,0,0,0.0,0.307436,3.73384,-0.0396643,0,0.0,-0.227751,0,0.0172872,2.384,427,37,0,0,0,0
44,4z7v,A,D,39.3505,14.2692,-9.15368,-2.37472,-7.4354,-16.2995,-6.00946,25.507,-18.0424,9.54438,4.37878,0.79048,0,0,4.44089e-16,0.683917,3.79477,-0.0199086,0,0.0,0.0033889,0,0.119681,2.384,426,47,4,4,0,0
45,6cqn,A,D,25.1804,18.0826,-10.2496,-0.934309,-3.1319,-13.6874,-1.15114,16.6469,-18.741,1.47811,6.25035,2.75701,0,0,-4.44089e-16,0.368673,2.9663,-0.0161371,0,0.0,-0.0886624,0,0.0,2.384,428,46,0,0,0,0
46,4gg6,A,D,45.3668,23.3191,-9.9936,-1.35336,-3.52484,-12.9778,-2.93301,17.2144,-15.8587,3.71678,4.58998,1.24514,0,0,0.0,0.0715959,2.04878,0.0171908,0,-1.77636e-15,-0.272474,0,0.0714714,2.384,428,50,1,1,0,0
47,4e41,A,D,36.5999,28.7875,-15.2053,-4.0933,-10.6487,-16.9444,-2.37934,25.2293,-21.3547,2.76581,8.829,3.40761,0,0,0.0,0.228609,3.70307,0.0324741,0,0.0,-0.416911,0,0.13915,2.384,420,56,2,2,0,0
48,1u3h,A,D,58.2553,83.8105,-0.842995,-2.58056,-10.2711,-14.9323,-4.81538,22.1594,-16.8445,14.8296,8.58441,3.53899,0,0,0.0,0.211021,3.4321,-0.0137085,0,0.0,-0.718485,0,0.00946317,2.384,422,55,2,2,0,0
49,4p2r,A,D,36.6034,43.6231,-13.4166,-4.37836,-9.00569,-18.5367,-2.64042,26.5674,-22.2128,2.21311,9.655,3.71647,0,0,-4.44089e-16,1.52247,2.90775,-0.00501234,0,0.0,-0.367753,0,0.0557775,2.384,428,55,0,0,0,0
50,4p4k,A,D,36.2837,17.8092,-12.27,-1.98256,-7.37303,-14.3794,-4.44074,22.3653,-17.6797,2.90209,7.68082,0.774105,0,0,0.000617409,0.215907,2.53101,0.0284502,0,0.0,-0.395912,0,0.013947,2.384,429,48,0,0,0,0
51,3c6l,A,D,80.6767,72.6917,-13.6205,-3.12797,-16.474,-16.5829,-4.86239,27.4896,-19.353,3.62054,13.1046,3.00052,0,0,0.0,0.323438,2.39932,0.0022817,0,0.0,-0.764493,0,0.00320437,2.384,422,47,1,1,0,0
52,4ozh,A,D,12.9333,17.9856,-15.7766,-3.02571,-11.9987,-17.6099,-1.56044,24.9922,-20.6613,1.60187,9.22705,2.61653,0,0,-2.22045e-16,0.675644,2.04721,-0.0378927,0,0.0,-0.237473,0,0.241432,2.384,424,53,0,0,0,0
53,4z7u,A,D,23.9806,17.5846,-15.7882,-2.25071,-7.07711,-15.6374,-3.6714,20.605,-18.8703,3.2064,7.22974,0.937679,0,0,-2.22045e-16,0.20882,2.96691,0.0315377,0,1.77636e-15,-0.661367,0,0.160915,2.384,428,52,0,0,0,0
54,4p2o,A,D,30.4041,21.6504,-14.9282,-5.11675,-12.8545,-21.3326,-2.72563,31.5187,-25.8361,3.45864,13.0147,4.67386,0,0,0.0,0.86009,4.42605,0.0126379,0,-1.77636e-15,-0.659957,0,0.0587697,2.384,427,63,0,0,0,0
55,4y1a,A,D,22.0673,39.0774,6.8789,-1.30954,-4.01333,-8.35761,-0.0635251,14.8165,-9.84027,1.24119,8.79997,4.2163,0,0,0.443265,0.799038,1.15287,-0.0295891,0,0.0,0.176523,0,-4.44089e-16,2.384,431,40,0,0,0,0
56,6mno,A,D,51.7599,52.2341,-10.3325,-3.21566,-7.70888,-12.7608,-0.662197,16.3857,-16.2962,2.39814,7.80284,3.30691,0,0,0.0,0.40841,1.67764,-0.0234069,0,0.0,0.0143729,0,0.0182641,2.384,427,38,0,0,0,0
57,1j8h,A,D,39.4739,46.3549,-11.9291,-2.58677,-7.87055,-17.9156,-2.55235,26.6286,-24.4435,2.68205,11.7265,1.86168,0,0,0.0,0.656895,3.714,-0.0284321,0,0.0,-0.146313,0,0.0586873,2.384,430,59,0,0,0,0
58,6mnn,A,D,61.9243,47.4923,-10.3371,-2.91001,-5.01002,-12.9875,-0.560808,17.1996,-16.3738,1.13854,7.34166,1.49475,0,0,0.0,0.280112,2.47353,-0.0151011,0,0.0,0.052636,0,0.012802,2.384,427,37,0,0,0,0
59,4p46,A,D,42.1139,31.2951,-9.20462,-2.21398,-8.88351,-13.3662,-2.38732,20.4309,-16.9124,0.506061,11.1039,2.75848,0,0,0.0,0.204377,1.47077,-0.0953097,0,1.77636e-15,-0.359961,0,0.0103792,2.384,423,42,0,0,0,0
60,4ozi,A,D,26.2141,34.8338,-12.5396,-1.98985,-8.02751,-17.1453,-1.94143,21.8734,-21.1655,2.08906,9.06414,4.32404,0,0,0.0104499,0.690963,2.34984,-0.0175164,0,0.0,-0.384004,0,0.0794826,2.384,431,56,0,0,0,0
61,4h1l,A,D,64.4098,123.024,-7.92552,-2.83258,-14.8079,-17.557,-2.46387,26.5737,-20.3257,4.36759,14.2018,4.08558,0,0,0.0570769,1.33231,5.82426,0.02625,0,1.77636e-15,-0.62471,0,0.0418224,2.384,425,48,0,0,0,0
62,6cqr,A,D,21.5565,11.6083,-7.682,-0.285532,-5.63343,-12.5368,-0.693816,15.5312,-16.7275,1.32698,9.0062,1.81176,0,0,0.0,0.769062,2.21578,-0.02543,0,0.0,-0.224756,0,0.0,2.384,429,48,0,0,0,0
63,3o6f,A,D,78.6177,57.3989,3.79291,-3.83703,-7.41288,-16.4182,-0.975879,26.2854,-19.0716,13.2351,8.87922,2.3721,0,0,0.0,0.649051,3.43429,0.0191087,0,8.88178e-16,0.0189567,0,0.0494956,2.384,427,57,4,4,0,0
