,Pdb,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,Interaction Energy,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,Is_Answer
12,3c5z,A,D,60.3693,54.4962,1.90795,-4.1199,-7.10326,-19.155,-1.8565,34.4797,-20.6825,5.2352,11.7446,3.47106,0,0,4.44089e-16,0.384592,3.97874,-0.0387851,0,0.0,-0.491785,0,0.0405917,2.384,425,60,2,2,0,1
13,3c5z,A,D,52.1907,55.3952,-8.71957,-5.14764,-12.8011,-17.3905,-1.77544,28.7731,-18.6067,2.13109,12.2111,3.80978,0,0,4.44089e-16,0.687433,4.10092,-0.032776,0,0.0,-0.608174,0,0.0302972,2.384,425,57,0,0,0,0
14,6mnm,A,D,32.4534,35.6878,-8.13618,-2.93722,-3.43434,-15.4632,-0.260621,21.0979,-19.7589,0.886133,9.41311,1.8187,0,0,0.0,0.47518,2.62426,-0.0219546,0,1.77636e-15,0.0344115,0,0.0146946,2.384,426,41,0,0,0,1
15,6mnm,A,D,38.3388,35.6948,-10.2391,-2.98619,-6.49587,-13.8774,-0.247829,18.0509,-17.5522,2.70657,7.85985,1.70774,0,0,0.0,0.449074,2.16522,-0.0200631,0,1.77636e-15,0.152405,0,0.0138442,2.384,426,41,0,0,0,0
16,1ymm,A,D,128.032,303.976,8.43616,-1.75842,-2.17958,-15.265,0.214121,24.0382,-18.1765,7.39003,7.03554,4.45773,0,0,0.0,2.56819,6.97444,-0.00351674,0,-1.77636e-15,0.0109841,0,0.104454,2.384,417,47,4,4,0,1
17,1ymm,A,D,104.656,293.359,-2.79612,-2.21257,-8.12945,-15.165,0.45332,23.3969,-17.5095,3.63461,7.21425,4.24075,0,0,0.0,0.958636,6.47098,-0.003352,0,-1.77636e-15,0.234395,0,0.0908998,2.384,417,45,0,0,0,0
18,3qiw,A,D,55.856,59.8072,-5.98036,-5.29709,-8.57795,-23.8382,-2.09596,38.9569,-26.5494,3.83784,12.5507,3.81379,0,0,0.0,1.51329,4.57097,-0.00976929,0,0.0,-0.331233,0,0.0467006,2.384,424,69,0,0,0,1
19,3qiw,A,D,57.8994,53.9069,-0.842823,-5.68465,-10.7919,-24.141,-2.4751,35.1829,-28.6391,19.4695,12.6997,2.77929,0,0,0.0,0.948203,4.5194,-0.0130053,0,0.0,-0.216992,0,0.039275,2.384,424,67,3,3,0,0
20,3qib,A,D,55.4767,48.5695,-14.762,-6.02914,-12.0765,-27.5349,-5.13956,43.7344,-32.6442,4.084,15.5452,4.1436,0,0,0.0,1.97834,5.23708,0.0287018,0,1.77636e-15,-0.896377,0,0.044474,2.384,426,68,0,0,0,1
21,3qib,A,D,51.2833,43.8854,-25.2334,-5.79333,-16.7819,-25.2421,-5.45407,36.9255,-30.5256,3.21792,13.864,3.81334,0,0,0.0,1.49598,4.73954,0.0202643,0,1.77636e-15,-0.808416,0,0.0350077,2.384,426,66,0,0,0,0
22,1zgl,A,D,112.393,206.522,-1.54553,-2.74003,-8.4655,-18.9967,-3.25831,28.5913,-23.4151,9.87296,9.74225,6.02956,0,0,0.0,1.59786,4.96257,0.0757601,0,0.0,-0.642375,0,0.0627612,2.384,432,58,4,4,0,1
23,1zgl,A,D,89.607,203.805,-3.77136,-2.65173,-6.95797,-19.3903,-3.38546,30.0918,-22.9102,5.87341,9.33869,5.84539,0,0,0.0,0.866801,4.95625,0.0669395,0,0.0,-0.591425,0,0.0326436,2.384,432,60,0,0,0,0
24,5ks9,A,D,17.6899,13.9734,-5.61405,-2.87126,-9.14151,-19.8221,-1.17458,30.0775,-21.6187,0.495979,13.3208,4.7814,0,0,0.0,0.311071,3.04613,0.0239648,0,1.77636e-15,-0.0707407,0,0.0740295,2.384,425,58,0,0,0,1
25,5ks9,A,D,23.4444,13.5219,-9.83445,-1.80293,-11.1472,-19.7949,-5.87042,28.8364,-22.5658,6.98299,10.6361,4.98641,0,0,0.0,0.378738,3.38431,0.0220981,0,1.77636e-15,-0.563562,0,0.0675879,2.384,425,65,3,3,0,0
26,2iam,A,D,48.4568,67.652,-9.6511,-3.76515,-6.31357,-20.8903,-2.01277,31.1573,-25.8642,2.07295,10.9141,3.94266,0,0,0.0,1.08856,5.83067,-0.0246987,0,0.0,-0.357626,0,0.40153,2.384,421,58,0,0,0,1
27,2iam,A,D,49.6574,66.8409,-9.43464,-3.69936,-4.93609,-19.6161,-2.04933,27.6266,-25.4394,5.27915,8.90638,3.53619,0,0,0.0,0.92552,5.4899,-0.0247342,0,0.0,-0.330518,0,0.38703,2.384,421,57,2,2,0,0
28,4p23,A,D,23.6574,21.501,-8.00599,-3.04019,-9.39414,-15.2453,-2.47666,25.151,-18.7571,0.80658,13.5969,1.63899,0,0,0.0,0.0767248,1.50544,-0.0848703,0,0.0,-0.295799,0,0.01785,2.384,423,42,0,0,0,1
29,4p23,A,D,29.3379,22.1516,-10.0853,-2.62956,-7.45413,-13.5726,-2.25696,20.4866,-16.6866,0.680073,9.75171,1.83166,0,0,0.0,0.0984209,1.21971,-0.0834842,0,0.0,-0.264768,0,0.0143614,2.384,423,41,0,0,0,0
30,3qiu,A,D,31.4806,43.0316,-12.3783,-6.73956,-11.6772,-24.7303,-4.68522,39.6788,-27.5766,3.40673,14.1822,5.13353,0,0,0.0,1.02277,4.71356,-0.0019202,0,-1.77636e-15,-0.425973,0,0.0344068,2.384,424,70,0,0,0,1
31,3qiu,A,D,36.7949,41.9726,-15.2859,-6.36484,-17.9818,-25.0624,-3.24166,39.7644,-28.0247,5.63402,14.4541,4.29717,0,0,0.0,1.41311,4.9861,-0.00169737,0,-1.77636e-15,-0.206348,0,0.0347374,2.384,424,67,1,1,0,0
32,6dfw,A,D,54.8132,61.9648,5.1748,-2.61397,-3.0267,-16.2747,-2.84238,26.2895,-17.4448,4.65882,8.50998,4.40746,0,0,1.94507,2.11786,3.43494,0.0,0,0.0,-0.614379,0,0.062932,2.384,429,46,2,2,0,1
33,6dfw,A,D,59.4609,56.8468,1.5232,-2.58565,-9.8214,-16.9467,-6.27807,30.3249,-17.2713,6.36932,10.0059,4.65144,0,0,1.90824,2.32926,3.509,-0.00360207,0,0.0,-1.26272,0,0.103663,2.384,429,52,2,2,0,0
34,4ozg,A,D,18.8867,35.8208,-15.8532,-3.62746,-10.0746,-19.403,-2.25107,25.2421,-24.0265,3.25698,11.5822,2.91971,0,0,0.00433874,0.393779,1.83693,-0.0258717,0,0.0,-0.104006,0,0.260133,2.384,423,53,0,0,0,1
35,4ozg,A,D,23.9611,36.6893,-14.6021,-2.96493,-8.13539,-17.801,-2.50879,23.2299,-21.8683,1.76576,10.1518,3.03233,0,0,0.00424034,0.500239,1.8218,-0.00627313,0,0.0,-0.24123,0,0.239564,2.384,423,55,0,0,0,0
36,3t0e,A,D,102.529,98.3919,8.10231,-3.52537,-4.65681,-17.7639,-0.613444,29.7489,-20.5091,8.0992,8.40902,7.19517,0,0,0.0,1.54661,4.98222,0.00195886,0,0.0,0.109662,0,0.0604225,2.384,427,61,4,4,1,1
37,3t0e,A,D,97.5573,94.162,7.18759,-3.89429,-5.71778,-18.4476,-0.537678,30.6838,-21.7906,10.6233,8.79874,6.59557,0,0,0.0,0.80833,5.1279,0.00121966,0,0.0,-0.00807496,0,0.0726395,2.384,427,59,3,2,1,0
38,4may,A,D,22.8189,21.2978,-12.8729,-2.47613,-2.3649,-13.8013,-5.33896,19.6156,-17.2082,1.10544,5.20758,2.65759,0,0,0.0,0.117716,2.79994,-0.0412144,0,-1.77636e-15,-0.616334,0,0.270237,2.384,428,44,0,0,0,1
39,4may,A,D,29.6638,21.5173,-10.4132,-1.714,-3.51451,-13.6831,-3.78273,19.9756,-17.3427,2.94834,4.53646,2.549,0,0,0.0,0.155603,2.64985,-0.0567976,0,-1.77636e-15,-0.591327,0,0.106953,2.384,428,45,2,2,0,0
40,4p2q,A,D,28.7174,39.0438,-10.3022,-4.65851,-7.64738,-19.4687,-2.84897,29.0169,-21.3794,1.3191,11.7116,3.37411,0,0,0.0,0.57851,3.14732,0.0225199,0,0.0,-0.374254,0,0.0522895,2.384,428,54,0,0,0,1
41,4p2q,A,D,39.7867,36.7573,1.26279,-5.19376,-7.50349,-17.5098,-1.81852,24.9267,-20.8002,18.8234,6.90713,3.09766,0,0,0.0,0.538864,2.89802,0.0372038,0,0.0,-0.282462,0,0.0400397,2.384,428,51,4,4,0,0
42,1d9k,A,D,114.32,164.417,-3.16456,-3.93588,-6.86524,-18.9681,-4.46372,28.8052,-22.4372,7.94354,11.7775,2.66211,0,0,-2.77556e-17,3.0815,6.36063,-0.0679349,0,0.0,-0.718641,0,0.0223703,2.384,423,52,1,1,0,1
43,1d9k,A,D,111.486,161.64,-9.48402,-4.06946,-10.435,-16.6745,-2.92954,24.4845,-19.8992,5.05543,11.6919,2.31823,0,0,-2.77556e-17,1.19066,5.40663,-0.0570716,0,0.0,-0.408992,0,0.24908,2.384,423,49,0,0,0,0
44,6dfx,A,D,23.3281,33.4605,-12.7996,-3.95359,-12.3455,-20.4469,-3.97562,31.5359,-22.0501,0.697666,13.2145,4.96648,0,0,-2.22045e-16,0.37101,3.7964,0.0412182,0,0.0,-0.909692,0,0.0550654,2.384,417,54,0,0,0,1
45,6dfx,A,D,30.0995,33.8735,-11.267,-2.61556,-9.39512,-16.1117,-1.57053,24.4727,-17.6089,2.58725,5.79584,3.17955,0,0,-2.22045e-16,0.316879,2.84097,0.0443127,0,0.0,-0.406556,0,0.0447637,2.384,417,54,0,0,0,0
46,6mng,A,D,39.1834,37.9301,-5.10879,-2.77539,-4.06899,-14.8165,-0.746924,20.9031,-18.6208,2.39822,9.58048,2.49397,0,0,0.0,0.591182,2.41739,-0.0258448,0,0.0,-0.0316878,0,0.0104782,2.384,426,38,0,0,0,1
47,6mng,A,D,51.2004,37.9656,-9.05342,-2.31954,-7.20051,-13.0785,-0.697276,17.706,-16.263,0.77932,9.0083,2.50472,0,0,0.0,0.596953,2.11606,-0.0286314,0,0.0,-0.0727199,0,0.0113853,2.384,426,40,0,0,0,0
48,6bga,A,D,16.637,20.5174,-19.6447,-6.62504,-14.0602,-24.0204,-2.3178,34.375,-28.7346,2.61519,14.8092,4.47507,0,0,0.0,0.497881,4.30532,-0.119009,0,-1.77636e-15,-0.592862,0,0.0528668,2.384,428,70,0,0,0,1
49,6bga,A,D,35.6626,20.6813,-13.9817,-6.89189,-14.397,-23.4469,-3.11636,33.9166,-27.616,7.49458,15.7806,4.59529,0,0,0.0,0.567382,4.33393,-0.118325,0,-1.77636e-15,-0.803166,0,0.053363,2.384,428,69,2,2,0,0
50,6u3n,A,D,32.0458,25.8907,-9.36116,-4.05116,-5.63975,-20.0094,-1.09424,28.9942,-23.8308,0.330093,11.6035,4.37437,0,0,8.88178e-16,0.186149,2.64923,0.047406,0,1.77636e-15,-0.280922,0,0.00943913,2.384,428,54,0,0,0,1
51,6u3n,A,D,35.3252,29.1917,-5.88163,-4.07689,-7.36566,-19.3635,-1.51802,28.0287,-22.9237,4.03632,11.9904,5.03714,0,0,0.0,0.450678,2.60714,-0.00525067,0,1.77636e-15,-0.181105,0,0.00923747,2.384,428,58,2,2,0,0
52,6mkr,A,D,40.8474,36.5485,-2.41587,-1.39529,-3.14182,-13.5558,-0.298809,19.1868,-17.3608,1.75435,8.79869,3.00379,0,0,0.0,0.526094,3.10645,-0.00972263,0,0.0,0.0765873,0,-3.33067e-16,2.384,427,39,0,0,0,1
53,6mkr,A,D,53.5755,37.0147,-7.56557,-2.65329,-5.09668,-12.5159,-0.0643205,17.393,-15.6083,0.760796,7.27788,2.46536,0,0,0.0,0.275403,2.7789,-0.00972069,0,0.0,0.200388,0,0.00981224,2.384,427,36,0,0,0,0
54,4ozf,A,D,20.982,30.8772,-11.7508,-2.2275,-5.64865,-14.79,-2.54092,19.7827,-18.5819,4.21191,5.90323,2.09047,0,0,8.88178e-16,0.0850795,1.70799,0.0174985,0,1.77636e-15,-0.0947229,0,0.0420181,2.384,425,51,1,1,0,1
55,4ozf,A,D,22.4073,30.2301,-14.3149,-3.017,-10.1793,-14.9231,-1.30887,21.0618,-17.7724,2.77366,6.53894,2.26978,0,0,2.22045e-16,0.201154,1.89387,0.0265549,0,1.77636e-15,-0.026595,0,0.040535,2.384,425,52,0,0,0,0
56,4grl,A,D,36.2082,56.8726,-6.02848,-1.73484,-1.70375,-13.8364,-1.844,19.774,-18.4784,0.974821,5.90388,4.58666,0,0,0.0,0.685875,2.82975,-0.0343289,0,-8.88178e-16,-0.354345,0,0.0323539,2.384,428,44,0,0,0,1
57,4grl,A,D,46.1227,55.4254,-9.2154,-1.52826,-3.62854,-13.002,-2.82091,18.8794,-17.108,1.52265,5.13223,3.29182,0,0,0.0,0.625649,2.68742,-0.0386023,0,0.0,-0.573252,0,0.0323539,2.384,428,39,0,0,0,0
58,3mbe,A,D,65.2116,78.1553,0.520887,-1.66766,-8.54732,-22.698,-9.19701,40.2831,-23.3981,4.60703,13.8136,5.49838,0,0,1.41429,1.50271,4.95245,0.0502923,0,0.0,-1.27504,0,0.134557,2.384,424,63,0,0,0,1
59,3mbe,A,D,62.4486,73.9427,-2.48923,-3.05442,-12.6389,-23.4171,-6.07055,39.5415,-25.2339,7.04111,13.6678,6.26012,0,0,1.27137,1.43157,6.2703,0.0248885,0,0.0,-1.34705,0,0.0343387,2.384,424,66,4,3,1,0
60,4z7w,A,D,15.536,9.51057,-1.39828,-2.60418,-9.73781,-20.043,-3.41444,34.8213,-21.6908,3.47505,13.7525,4.04796,0,0,4.44089e-16,0.17406,3.81165,-0.000512111,0,0.0,-0.560773,0,0.382419,2.384,427,60,0,0,0,1
61,4z7w,A,D,26.3329,9.29008,-0.339911,-2.615,-7.52449,-17.4469,-3.10889,29.3453,-19.2905,10.7272,7.34438,1.92997,0,0,0.0,0.380474,3.07233,-0.0118141,0,0.0,-0.482294,0,0.412632,2.384,427,59,4,4,0,0
62,3pl6,A,D,50.7942,60.6039,-9.75896,-1.6194,-1.64089,-12.3813,-4.30928,18.0709,-16.2248,1.45086,4.56189,2.28741,0,0,0.0,0.207477,2.59565,-0.0349543,0,1.77636e-15,-0.408325,0,0.281456,2.384,428,40,0,0,0,1
63,3pl6,A,D,50.469,59.9896,-10.1409,-1.0642,-3.21783,-10.4252,-1.45216,14.3321,-13.7946,0.36514,3.10914,2.21601,0,0,0.0,0.141417,2.4507,-0.0461209,0,1.77636e-15,-0.344219,0,0.0397499,2.384,428,39,0,0,0,0
64,3rdt,A,D,55.2889,46.0499,-5.75888,-2.27021,-7.25354,-14.3598,-2.00206,22.893,-18.0585,0.866553,12.3829,2.05595,0,0,0.0,0.292599,1.68691,-0.126747,0,0.0,-0.190036,0,0.0110159,2.384,423,41,0,0,0,1
65,3rdt,A,D,49.0472,44.8979,-8.03628,-1.94929,-7.08808,-13.4807,-1.24217,19.8402,-16.7028,0.592855,10.1867,1.75976,0,0,0.0,0.153945,1.70621,-0.122299,0,0.0,0.00466561,0,0.0110159,2.384,423,37,0,0,0,0
66,5ksb,A,D,15.9714,12.9499,-12.9944,-1.54405,-7.01507,-19.9506,-5.61575,29.2174,-21.8844,0.862199,12.0229,1.38602,0,0,0.000778413,0.201605,2.88973,0.00821476,0,0.0,-0.719776,0,0.0361544,2.384,426,53,0,0,0,1
67,5ksb,A,D,23.2577,12.47,-16.055,-1.28005,-9.29564,-16.5223,-4.60691,24.1172,-18.2218,0.51082,7.70702,1.83023,0,0,0.0,0.243924,2.26765,0.00652527,0,0.0,-0.573532,0,0.0295651,2.384,426,52,0,0,0,0
68,1fyt,A,D,50.214,66.1433,-5.57603,-2.151,-4.5386,-17.3807,-4.52295,27.8597,-23.4921,2.43891,12.6442,3.40799,0,0,0.0,0.72294,3.11898,-0.0666122,0,0.0,-0.546473,0,0.0486963,2.384,429,60,0,0,0,1
69,1fyt,A,D,52.3774,64.8569,-9.38701,-2.39732,-5.20684,-17.4265,-2.76611,25.9491,-24.3953,2.09239,11.521,3.09691,0,0,0.0,0.563575,3.49946,-0.0741594,0,0.0,-0.385452,0,0.0418205,2.384,429,61,0,0,0,0
70,6px6,A,D,29.2085,33.6877,-9.50153,-1.75561,-4.35833,-18.0713,-1.98936,26.0429,-22.008,1.62804,6.79176,3.92106,0,0,0.0,0.434712,3.32969,-0.0806609,0,-1.77636e-15,-0.181703,0,0.125023,2.384,426,58,0,0,0,1
71,6px6,A,D,42.1506,31.498,-14.6622,-2.36555,-7.51152,-16.9905,-1.52729,23.9432,-20.8538,1.36737,5.86528,3.08967,0,0,0.0,0.599592,3.02201,-0.0795969,0,-1.77636e-15,-0.304073,0,0.105009,2.384,426,55,0,0,0,0
72,6py2,A,D,25.0022,33.2948,-8.1871,-2.54386,-8.3411,-16.5292,-2.2885,25.3797,-20.3562,3.29531,9.85664,3.4702,0,0,0.0,0.279189,3.9448,-0.110434,0,0.0,-0.298969,0,8.32667e-17,2.384,429,45,1,1,0,1
73,6py2,A,D,20.201,33.3724,-7.02334,-1.42237,-7.01046,-15.3098,-2.67606,24.4643,-18.897,1.116,9.21335,3.62835,0,0,0.0,0.30065,3.41539,-0.11042,0,0.0,-0.319922,0,-2.77556e-17,2.384,429,48,0,0,0,0
74,3c60,A,D,65.5548,85.2273,-4.94865,-1.05967,-7.30031,-13.3682,-0.893062,17.4889,-17.8928,6.89702,9.75205,1.56371,0,0,0.0,0.297922,1.57288,-0.0291361,0,0.0,-0.424219,0,0.0191031,2.384,423,38,3,3,0,1
75,3c60,A,D,69.6449,83.2796,-10.7022,-0.478746,-10.686,-12.3443,-1.72764,16.1231,-16.3653,4.09435,9.3703,1.27766,0,0,0.0,0.205074,1.54144,-0.0270593,0,0.0,-0.169555,0,0.0260261,2.384,423,39,0,0,0,0
76,2wbj,A,D,21.6392,41.4704,-4.4165,-3.24104,-4.78522,-17.3889,-1.78717,26.9941,-19.1155,0.733713,8.91467,4.39773,0,0,0.0,0.910603,4.37114,0.0153348,0,-1.77636e-15,-0.217803,0,0.153087,2.384,433,51,0,0,0,1
77,2wbj,A,D,23.859,36.8567,-8.44912,-4.12033,-8.87292,-16.1462,-2.24366,26.2347,-17.5636,0.908584,8.49267,4.58375,0,0,0.0,0.57441,3.80402,0.00429672,0,-1.77636e-15,-0.365095,0,0.0642718,2.384,433,51,0,0,0,0
78,6dfs,A,D,64.7218,76.6058,-5.42287,-4.11665,-5.44107,-14.3313,-0.810729,20.7362,-16.6992,2.49556,8.07588,3.7013,0,0,-2.22045e-16,1.13281,4.36861,0.130723,0,1.77636e-15,-0.321115,0,0.0247968,2.384,431,47,0,0,0,1
79,6dfs,A,D,52.758,77.7438,-7.04035,-3.22607,-6.42115,-13.7322,-1.01566,21.5995,-14.7808,1.28568,5.07462,3.04185,0,0,-2.22045e-16,0.946124,4.07188,0.131352,0,1.77636e-15,-0.0973158,0,0.153637,2.384,431,46,0,0,0,0
80,4y19,A,D,13.3262,19.2834,4.6395,-1.31022,-2.92955,-8.86266,0.0324842,16.596,-10.3119,0.492099,8.14361,2.40203,0,0,0.0,0.0740796,1.28784,0.000794745,0,0.0,0.297117,0,0.0155507,2.384,431,40,0,0,0,1
81,4y19,A,D,17.6089,19.3951,-0.532284,-1.42047,-6.22312,-9.99315,-0.766205,17.2048,-11.9692,0.494908,9.81624,2.46792,0,0,0.0,0.0433047,1.2505,-0.0253984,0,0.0,-0.177124,0,0.0152375,2.384,431,39,0,0,0,0
82,4p5t,A,D,34.0643,39.6919,-7.44779,-3.05408,-7.4209,-18.3991,-4.33296,29.0259,-22.1844,3.12474,15.3268,0.746389,0,0,0.0,0.544306,2.87313,-0.00238154,0,0.0,-0.863865,0,0.0418111,2.384,425,48,0,0,0,1
83,4p5t,A,D,45.9262,38.6324,-8.60204,-2.53769,-6.54964,-16.822,-2.26785,24.9889,-20.8832,2.71461,11.2753,1.31829,0,0,0.0,0.53069,2.23365,0.0207402,0,0.0,-0.422514,0,0.03238,2.384,425,49,0,0,0,0
84,6cql,A,D,9.28106,13.0313,-9.69861,-5.52553,-8.73064,-17.5129,0.419576,25.8919,-21.0713,0.886227,12.3174,3.55923,0,0,0.0,0.164578,3.94059,-0.0214835,0,0.0,-0.0756303,0,1.11022e-16,2.384,428,50,0,0,0,1
85,6cql,A,D,15.7324,14.4722,-8.53224,-2.44627,-7.28855,-14.7136,-0.181994,19.54,-18.6516,3.91528,8.67031,2.15203,0,0,0.0,0.513017,3.11019,-0.0138398,0,0.0,-0.027044,0,5.55112e-17,2.384,428,47,1,1,0,0
86,6mkd,A,D,55.7017,50.3656,-10.6546,-2.42079,-6.41318,-14.9101,-0.410417,20.6898,-18.8063,0.7219,9.34976,1.02394,0,0,0.0,0.483215,4.31613,-0.0374024,0,0.0,0.0572898,0,0.01763,2.384,427,37,0,0,0,1
87,6mkd,A,D,63.2161,50.1877,-13.4035,-3.17932,-7.41393,-13.8585,-0.798111,18.3164,-17.798,1.43832,8.73542,1.09694,0,0,0.0,0.307436,3.73384,-0.0396643,0,0.0,-0.227751,0,0.0172872,2.384,427,37,0,0,0,0
88,4z7v,A,D,25.4709,13.1959,-15.9503,-3.28693,-6.4708,-17.1884,-3.54073,24.6576,-19.4496,1.18316,6.97254,1.06448,0,0,0.0,0.16531,4.0824,-0.0182411,0,0.0,-0.120801,0,0.0819628,2.384,426,49,0,0,0,1
89,4z7v,A,D,39.3505,14.2692,-9.15368,-2.37472,-7.4354,-16.2995,-6.00946,25.507,-18.0424,9.54438,4.37878,0.79048,0,0,4.44089e-16,0.683917,3.79477,-0.0199086,0,0.0,0.0033889,0,0.119681,2.384,426,47,4,4,0,0
90,6cqn,A,D,16.5429,17.6819,-7.15242,-4.50578,-8.79657,-16.9274,0.688225,25.0472,-20.9012,2.76938,11.5645,3.43416,0,0,-4.44089e-16,0.327976,3.83427,-0.0293686,0,0.0,0.176376,0,-1.11022e-16,2.384,428,45,0,0,0,1
91,6cqn,A,D,25.1804,18.0826,-10.2496,-0.934309,-3.1319,-13.6874,-1.15114,16.6469,-18.741,1.47811,6.25035,2.75701,0,0,-4.44089e-16,0.368673,2.9663,-0.0161371,0,0.0,-0.0886624,0,0.0,2.384,428,46,0,0,0,0
92,4gg6,A,D,29.8896,23.087,-13.9247,-2.46613,-5.79639,-14.7701,-3.09579,19.4527,-17.5609,0.163574,8.87121,0.996754,0,0,0.0,0.324511,2.64073,0.0181067,0,-1.77636e-15,-0.13355,0,0.0713697,2.384,428,49,0,0,0,1
93,4gg6,A,D,45.3668,23.3191,-9.9936,-1.35336,-3.52484,-12.9778,-2.93301,17.2144,-15.8587,3.71678,4.58998,1.24514,0,0,0.0,0.0715959,2.04878,0.0171908,0,-1.77636e-15,-0.272474,0,0.0714714,2.384,428,50,1,1,0,0
94,4e41,A,D,29.2673,29.4847,-10.1837,-3.29479,-8.69452,-17.4647,-3.48946,29.2292,-20.8848,1.92334,9.88975,2.78958,0,0,0.0,0.349566,3.47405,0.0295181,0,0.0,-0.699459,0,0.133088,2.384,420,59,0,0,0,1
95,4e41,A,D,36.5999,28.7875,-15.2053,-4.0933,-10.6487,-16.9444,-2.37934,25.2293,-21.3547,2.76581,8.829,3.40761,0,0,0.0,0.228609,3.70307,0.0324741,0,0.0,-0.416911,0,0.13915,2.384,420,56,2,2,0,0
96,1u3h,A,D,48.7063,85.106,-1.98866,-2.30805,-5.04453,-15.2971,-0.78018,22.3497,-17.9292,3.34917,9.96876,3.88203,0,0,0.0,0.193988,3.00817,-0.0106855,0,0.0,-0.362579,0,-5.55112e-17,2.384,422,53,0,0,0,1
