,Pdb,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,Interaction Energy,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,Is_Answer
10,1akj,A,B,19.5298,4.55117,-3.53981,-6.34807,-12.673,-18.7235,-1.95953,29.2587,-25.7302,17.6576,10.6651,4.41582,0,0,0.00600062,0.353109,0.47511,0.020127,0,0,-0.588672,0,0.10672,2.384,190,46,5,5,0,0
11,1ao7,A,B,28.4917,0.414496,-7.02591,-5.27692,-5.30892,-20.1171,-6.08691,27.2032,-28.2867,19.8458,6.61825,4.07807,0,0,0.0,0.365813,0.715094,-0.0186121,0,0,-0.0997229,0,0.0578735,2.384,190,45,6,6,0,0
12,1b0g,A,B,28.6723,0.836613,-8.55906,-5.10151,-5.79788,-17.3516,-3.12139,21.8895,-25.3616,16.1881,6.01742,3.59895,0,0,0.0,0.606319,1.25205,-0.00461524,0,0,-0.184777,0,0.0640329,2.384,190,44,4,4,0,0
13,1bd2,A,B,30.2898,2.73287,-10.4815,-5.77169,-5.47487,-19.5938,-2.64386,25.1609,-28.9003,13.6496,8.07743,4.67802,0,0,0.0,0.472059,1.74948,0.0507101,0,0,-0.249293,0,0.0635375,2.384,190,45,4,4,0,0
14,1bii,A,B,40.9412,1.92762,-7.70117,-8.83997,-8.01297,-16.4745,-2.08578,26.4972,-19.9588,7.83382,7.44653,5.97683,0,0,0.0,0.547558,0.888943,-0.0113614,0,0,-0.619746,0,0.0,2.384,191,48,2,2,0,0
15,1bqh,A,B,60.8302,0.418997,-9.80989,-6.18939,-5.69677,-14.0222,-1.81556,23.5929,-17.4645,3.14747,3.92302,4.62358,0,0,0.0,0.171018,0.75461,-0.0240312,0,0,-0.0554302,0,0.0,2.384,189,41,1,1,0,0
16,1bz9,A,B,33.8801,4.49038,-10.8418,-7.33902,-8.05342,-19.397,-2.46664,23.8035,-26.6358,16.7626,9.34082,3.47236,0,0,0.0,0.223205,1.29144,-0.0295656,0,0,-0.522736,0,0.0,2.384,190,47,5,5,0,0
17,1ce6,A,B,44.0474,0.0856744,-12.1332,-6.06525,-7.68809,-18.5101,-3.48567,24.4037,-25.6243,15.3986,6.07397,3.79419,0,0,0.0,0.0924202,0.458484,0.00296823,0,0,-0.525568,0,0.0,2.384,190,45,2,2,0,0
18,1cg9,A,B,11.3289,1.54372,-19.3218,-4.89855,-7.87419,-17.8029,-0.662277,22.8583,-25.2834,5.12584,5.58191,3.70203,0,0,0.0,0.210323,0.283085,-0.00816195,0,0,-0.270766,0,0.0,2.384,190,47,2,2,0,0
19,1ddh,A,B,55.9481,0.665908,-10.1876,-4.84169,-6.54145,-18.7943,-4.27459,27.972,-23.349,6.8382,6.23607,7.20979,0,0,0.0,0.221754,1.49568,0.0186311,0,0,-0.883026,0,0.0,2.384,191,49,2,2,0,0
20,1duy,A,B,27.7909,0.473354,-17.4551,-4.30124,-4.05064,-14.771,-3.05947,18.782,-21.5511,2.30041,6.02035,3.21497,0,0,0.0,0.0477552,0.52402,-0.0229569,0,0,-0.101363,0,0.0371628,2.384,189,44,0,0,0,0
21,1duz,A,B,25.7162,2.98091,-13.9014,-4.50079,-4.49961,-16.5072,-1.56763,21.5683,-24.1937,4.15541,6.39955,4.68392,0,0,0.0,0.733147,0.82604,-0.0175565,0,0,-0.222599,0,0.0673268,2.384,190,41,0,0,0,0
22,1e27,A,B,19.6879,1.02226,-17.797,-6.32445,-6.0317,-18.6748,-2.11762,25.6281,-26.6402,3.88431,7.47671,4.6086,0,0,0.0,0.525247,0.891355,-0.022702,0,0,-0.114456,0,0.00594419,2.384,190,42,2,2,0,0
23,1e28,A,B,49.1041,1.75577,-12.1104,-3.33879,-6.25624,-15.8966,-0.529174,21.5968,-21.8394,4.00741,5.81323,3.54605,0,0,0.0,0.921092,1.53126,0.00550913,0,0,-0.145568,0,0.00529222,2.384,189,43,0,0,0,0
24,1eey,A,B,28.4469,0.788554,-20.8678,-7.46872,-8.62051,-15.3376,-1.30538,21.9764,-21.5383,0.879534,6.54108,3.79383,0,0,0.0,0.33153,0.929923,0.0120957,0,0,-0.217475,0,0.0857256,2.384,190,43,0,0,0,0
25,1eez,A,B,29.0402,1.00703,-15.5099,-4.27314,-3.64567,-15.1341,-1.45923,19.4966,-22.2828,1.78605,4.88719,4.84142,0,0,0.0,0.428707,1.21138,0.0109528,0,0,-0.219316,0,0.0535182,2.384,190,41,0,0,0,0
26,1efx,A,B,63.546,0.722697,-10.8414,-6.89825,-8.28549,-16.6275,-2.28667,26.2058,-22.645,9.34958,6.18732,4.19841,0,0,0.0,0.241861,1.59762,0.121453,0,0,-0.402847,0,0.0,2.384,190,45,2,2,0,0
27,1ffn,A,B,51.4503,0.223072,-14.017,-7.13879,-10.0092,-22.4526,-0.35935,31.0876,-30.2946,12.9933,7.74675,4.88152,0,0,0.0,0.176563,2.12839,-0.00901127,0,0,-0.639223,0,0.0,2.384,190,49,6,6,0,0
28,1ffo,A,B,41.0544,0.897734,-23.0615,-8.20911,-7.85802,-20.9299,-3.50403,28.5843,-27.879,3.91391,7.83229,5.16105,0,0,0.0,0.333328,1.96152,0.0222674,0,0,-0.528551,0,0.0,2.384,190,49,0,0,0,0
29,1ffp,A,B,35.1001,1.1153,-20.0138,-9.11221,-12.2917,-20.1189,-2.28754,30.2302,-25.6953,4.36114,9.57818,5.56317,0,0,0.0,0.235651,2.35627,-0.0163334,0,0,-0.460146,0,0.0,2.384,190,48,0,0,0,0
30,1fg2,A,B,29.1308,1.20985,-12.5701,-8.35625,-11.5179,-20.7579,-2.10057,29.628,-27.453,15.2104,7.8252,5.14011,0,0,0.0,0.210189,0.61878,-0.00487398,0,0,-0.393624,0,0.0,2.384,190,49,3,3,0,0
31,1fo0,A,B,32.6542,0.602516,-11.6465,-7.56442,-8.78319,-19.1201,-2.77837,29.9681,-24.636,10.1107,6.80023,3.94502,0,0,0.0,0.459882,0.62947,-0.0207015,0,0,-0.0277527,0,0.0,2.384,189,46,2,2,0,0
32,1g6r,A,B,87.1886,1.34683,-8.18294,-3.53445,-9.56208,-17.5786,-3.22255,28.3407,-20.7912,7.35432,6.68877,4.11308,0,0,0.0,0.461136,2.65483,0.015478,0,0,-0.4675,0,0.0,2.384,189,42,1,1,0,0
33,1g7p,A,B,18.1089,1.03029,-10.2961,-5.48978,-11.1937,-15.2355,-2.70189,27.2368,-17.4574,2.50359,8.13911,3.68548,0,0,0.0,0.215423,0.443462,0.013919,0,0,-0.0979637,0,0.0857748,2.384,190,45,0,0,0,0
34,1g7q,A,B,14.829,0.150185,-7.04641,-7.3918,-10.3513,-14.9077,-2.64145,26.8594,-16.8811,7.55072,5.69147,5.25061,0,0,0.0,0.173847,0.419583,0.00336269,0,0,-0.402536,0,0.0,2.384,189,45,2,2,0,0
35,1hhg,A,B,25.4522,0.307418,-14.0812,-6.75891,-13.4316,-15.2934,-2.68707,26.3268,-18.9755,3.65123,8.0216,5.05264,0,0,0.0,0.13499,0.805649,-0.00311208,0,0,-0.180826,0,0.0619522,2.384,190,43,0,0,0,0
36,1hhh,A,B,16.3033,1.60804,-13.4691,-3.72083,-4.90408,-17.3288,-1.50071,23.9015,-24.441,3.44349,6.50659,4.67005,0,0,0.0,0.134501,1.10566,-0.0108065,0,0,-0.333407,0,0.11447,2.384,191,47,0,0,0,0
37,1hhi,A,B,19.6678,1.88238,-12.0791,-5.08597,-5.93163,-16.1101,0.314896,21.6599,-23.0176,3.70173,7.20041,4.47256,0,0,0.0,0.757686,2.028,-0.00531594,0,0,-0.115754,0,0.0801152,2.384,190,39,1,1,0,0
38,1hhj,A,B,22.9725,2.74801,-15.0329,-7.59969,-8.73741,-18.9306,-3.49757,29.6553,-26.3707,6.55678,8.56833,4.67212,0,0,0.0,0.646284,0.861239,-0.0149813,0,0,-0.117231,0,0.136511,2.384,190,45,3,3,0,0
39,1hhk,A,B,13.3605,0.817101,-18.5501,-6.4842,-6.17745,-16.7421,-2.41169,22.0037,-23.7252,2.9159,7.71596,4.27311,0,0,0.0,0.232668,1.48462,0.00821776,0,0,-0.215374,0,0.0563796,2.384,190,41,0,0,0,0
40,1hoc,A,B,51.6571,0.945312,-20.5831,-8.19021,-10.5367,-20.7879,-3.29371,30.581,-26.7931,4.36226,10.2981,4.25747,0,0,0.0,0.386075,0.193717,-0.00528484,0,0,-0.861099,0,0.0,2.384,190,48,0,0,0,0
41,1hsa,A,B,13.6341,0.79616,-7.82195,-4.9657,-5.87187,-11.3649,-1.50513,20.2597,-13.9713,1.73432,3.69556,4.50903,0,0,0.0,0.201218,0.453728,-0.00344324,0,0,-0.539437,0,0.0,2.384,190,40,0,0,0,0
42,1i1f,A,B,45.4789,2.44952,-8.33474,-6.88417,-7.51066,-17.1785,-3.28904,28.9697,-22.4803,8.74876,6.83373,4.14324,0,0,0.011684,0.203162,1.12909,-0.0091458,0,0,-0.0732983,0,0.18004,2.384,190,44,2,2,0,0
43,1i1y,A,B,21.185,4.17613,-15.1701,-6.04734,-5.3963,-14.9331,-1.82292,21.7824,-20.9959,2.20052,5.60038,3.79045,0,0,0.0,0.671165,0.947917,-0.00253212,0,0,-0.121845,0,0.104888,2.384,190,42,0,0,0,0
44,1i4f,A,B,16.0046,0.867164,-8.58831,-7.41728,-9.39858,-17.9127,-3.34015,30.8732,-23.0988,9.275,7.53808,4.60167,0,0,0.0,0.0877184,0.953639,-0.0218909,0,0,0.056679,0,0.168778,2.384,191,48,4,4,0,0
45,1i7r,A,B,15.7727,0.585331,-13.5183,-5.55117,-4.3657,-17.2842,-1.68057,23.1529,-24.7659,5.45814,7.00226,4.34055,0,0,0.0,0.149158,1.6301,-0.00286768,0,0,-0.0796002,0,0.10868,2.384,190,43,2,2,0,0
46,1i7t,A,B,47.2828,3.38514,-13.4813,-6.13442,-5.37707,-18.3584,-1.27619,23.5795,-26.5969,7.93427,7.65127,4.61282,0,0,0.0,0.659876,1.3166,-0.0178144,0,0,-0.244118,0,0.0858559,2.384,190,43,2,2,0,0
47,1i7u,A,B,21.2452,1.66182,-16.3025,-4.47978,-4.22653,-15.5049,-0.913902,20.5832,-22.5696,1.38531,4.81106,4.57992,0,0,0.0,0.114383,0.969268,0.000809432,0,0,-0.162047,0,0.0796239,2.384,190,43,0,0,0,0
48,1im3,A,B,17.6584,4.68445,-13.9208,-7.02869,-6.20608,-16.5362,-1.5863,24.5571,-22.2634,5.08617,5.2164,4.51687,0,0,0.0,0.39473,1.4086,0.0403196,0,0,-0.14418,0,0.0324587,2.384,190,42,3,3,0,0
49,1im9,A,B,36.9083,1.04809,-19.0815,-6.20441,-10.5223,-18.6993,-5.87914,30.3594,-24.4281,1.61697,10.2725,4.7353,0,0,0.0,0.390086,0.751682,0.05241,0,0,-0.774866,0,0.0,2.384,190,45,0,0,0,0
50,1inq,A,B,25.0604,1.82664,-15.064,-7.69297,-12.184,-19.868,-1.63683,29.3288,-26.1042,9.07539,9.17618,4.79701,0,0,0.0,0.336666,0.627471,-0.00223724,0,0,-0.373038,0,0.083219,2.384,190,47,3,3,0,0
51,1jf1,A,B,20.2912,3.63026,-7.13581,-6.91051,-6.04307,-17.589,-1.70763,25.9198,-24.5462,14.1073,5.8134,3.97091,0,0,0.0,0.100011,1.22403,-0.00303836,0,0,-0.294117,0,0.0462788,2.384,191,43,4,4,0,0
52,1jgd,A,B,24.8797,1.269,-20.4221,-4.55652,-8.15602,-19.8956,-8.90735,29.6443,-26.19,4.85999,9.88446,3.56573,0,0,0.0,0.269211,0.774682,0.033164,0,0,-1.50703,0,0.533504,2.384,191,50,2,2,0,0
53,1jge,A,B,15.5073,1.53677,-8.08473,-4.73531,-4.37409,-12.9413,-1.34283,19.3828,-17.5002,4.39361,5.65961,3.88047,0,0,0.0,0.218313,0.814193,-0.00304017,0,0,-0.736371,0,0.0137063,2.384,190,40,2,2,0,0
54,1jht,A,B,27.6277,4.33483,-16.5666,-7.259,-7.04834,-19.0558,-1.668,24.4624,-28.4356,10.2425,7.72581,3.70882,0,0,0.0,0.807739,0.934262,0.00441077,0,0,-0.167152,0,0.115533,2.384,190,45,3,3,0,0
55,1jpf,A,B,23.3545,2.471,-14.2635,-6.0204,-10.34,-17.2558,-2.11805,26.9687,-21.5882,2.29445,6.5396,5.89181,0,0,0.0,1.90825,0.820958,-0.00647308,0,0,-0.537484,0,0.0,2.384,192,46,0,0,0,0
56,1jpg,A,B,36.3976,0.585234,-19.3137,-7.43562,-11.7846,-21.5857,-3.14889,29.7927,-27.7106,9.67943,8.72054,4.12026,0,0,0.0,0.44663,1.60257,0.0127746,0,0,-0.420655,0,0.0,2.384,190,49,3,3,0,0
57,1juf,A,B,15.6016,0.319803,-17.1434,-7.97438,-10.3715,-18.5358,-1.64321,26.311,-24.8051,7.05541,8.11601,4.99995,0,0,0.0,0.142621,0.932225,-0.0013003,0,0,-0.50471,0,0.0676331,2.384,190,44,2,2,0,0
58,1k5n,A,B,10.8778,0.833495,-18.1743,-6.34379,-14.0729,-17.08,-6.34703,27.0869,-21.796,7.55088,8.35736,5.20233,0,0,0.0,0.266371,0.172458,0.00632244,0,0,-1.04684,0,0.0420385,2.384,190,48,2,2,0,0
59,1kj2,A,B,33.7635,1.83677,-18.2694,-7.43784,-9.23169,-19.0708,-3.39303,31.7073,-25.1324,1.51335,7.61252,4.09532,0,0,0.0,0.961054,0.550643,-0.0353622,0,0,0.142195,0,0.0,2.384,189,46,0,0,0,0
60,1kj3,A,B,23.9485,0.70634,-13.4243,-7.15447,-9.85064,-18.3987,-1.83236,29.562,-24.0937,5.45569,7.67809,4.75552,0,0,0.0,0.524906,0.446091,0.00644559,0,0,-0.0770855,0,0.0,2.384,189,45,1,1,0,0
61,1kpr,A,B,78.2828,1.21061,-14.7529,-5.53197,-7.43925,-19.1184,-2.92545,25.9602,-26.688,7.59773,9.09896,4.43556,0,0,0.0,0.382876,0.594075,0.0062976,0,0,-0.637802,0,0.106381,2.384,190,50,2,2,0,0
62,1kpu,A,B,10.5988,0.406813,-10.8539,-7.81951,-11.65,-19.6968,-4.40196,32.399,-23.6168,10.0795,8.25701,5.61383,0,0,0.0,0.450722,0.41437,0.00712571,0,0,-0.475996,0,0.0,2.384,189,44,3,3,0,0
63,1kpv,A,B,10.9172,2.16493,-7.92467,-4.79173,-5.98489,-16.768,-1.64527,25.157,-22.504,9.45713,5.39559,3.7687,0,0,0.0,0.0576303,0.165485,-0.00407184,0,0,-0.0628283,0,0.0,2.384,190,45,3,3,0,0
64,1ktl,A,B,70.6612,3.79383,-17.1845,-5.68403,-11.0111,-18.6691,-2.91701,26.1534,-25.461,5.3909,9.53782,5.08292,0,0,0.0,1.00316,2.36399,-0.0293589,0,0,-0.645816,0,0.0645978,2.384,190,50,1,1,0,0
65,1lk2,A,B,10.4435,3.73731,-12.7336,-7.26761,-15.9342,-19.481,-3.10485,30.4766,-23.3917,12.9496,7.64451,4.7663,0,0,0.0,0.635395,0.835051,-0.0029797,0,0,-0.0236934,0,0.0,2.384,189,43,4,4,0,0
66,1lp9,A,B,16.5618,0.428026,-18.2068,-7.49938,-6.34305,-19.4826,-4.16426,25.7854,-27.957,10.2697,6.68955,4.18697,0,0,0.0,0.308431,1.31232,-0.00448975,0,0,-0.0537968,0,0.0576718,2.384,190,43,2,2,0,0
67,1m05,A,B,20.7277,0.934344,-17.5361,-7.8419,-11.5109,-19.0904,0.573669,23.3802,-26.797,11.4891,7.15041,4.83526,0,0,0.0,0.461164,0.711266,-0.021151,0,0,-0.164475,0,0.0,2.384,190,46,3,3,0,0
68,1m6o,A,B,18.147,4.43163,-0.85477,-5.4024,-6.46129,-19.4183,-4.59378,30.3206,-23.9307,17.6727,7.2045,3.93907,0,0,0.0,0.32327,0.865571,-0.014505,0,0,-0.493951,0,0.0,2.384,190,50,4,4,0,0
69,1mhe,A,B,38.4279,0.745939,-17.8545,-6.25461,-9.71393,-19.0352,-0.945254,26.8091,-24.6464,3.35768,8.02847,4.09654,0,0,0.0,0.647266,1.87318,0.0189839,0,0,-0.304638,0,0.0874986,2.384,190,49,0,0,0,0
70,1mi5,A,B,61.3178,0.662191,-23.8934,-6.43504,-9.55124,-19.3462,-2.8261,26.3018,-25.3908,0.898517,8.11671,4.54624,0,0,0.0,0.542987,1.18395,-0.0196655,0,0,-0.730527,0,0.0,2.384,190,47,0,0,0,0
71,1mwa,A,B,34.2624,1.3786,-4.11577,-8.25914,-13.63,-19.7206,-1.96939,33.7539,-24.5923,15.3789,9.74377,4.92602,0,0,0.0,0.418053,1.45026,-0.00405342,0,0,-0.161022,0,0.0,2.384,189,48,5,5,0,0
72,1n2r,A,B,12.9418,0.336595,-18.5081,-5.65955,-10.0396,-15.6783,-4.51019,23.697,-20.6438,0.821106,9.01368,4.52139,0,0,0.0,0.082286,0.683676,0.00220627,0,0,-0.114326,0,0.0,2.384,190,45,0,0,0,0
73,1n3n,A,B,63.6184,0.219925,-13.8676,-8.50913,-9.35066,-18.6546,-1.47004,26.6097,-24.2527,10.4175,6.87671,4.86373,0,0,0.0,0.151032,2.10289,0.00153233,0,0,-0.550593,0,0.0,2.384,191,46,3,3,0,0
74,1n5a,A,B,45.0409,1.19027,-17.6004,-8.43183,-11.7831,-22.4013,-3.31069,32.925,-29.3687,10.3476,9.0598,5.50059,0,0,0.0,0.420457,2.07848,-0.005792,0,0,-0.627809,0,0.0754092,2.384,190,48,4,4,0,0
75,1nam,A,B,44.365,1.02271,-5.99306,-5.64005,-8.03933,-14.7612,-1.4146,22.4057,-18.6881,11.2018,5.88719,2.85838,0,0,0.0,0.313264,0.992708,-0.0146489,0,0,-0.101369,0,0.0,2.384,189,44,4,4,0,0
76,1nan,A,B,38.5648,0.243702,-12.7804,-6.0103,-8.05049,-17.8167,-1.04667,29.0696,-22.1129,2.96217,6.07998,3.76855,0,0,0.0,0.136893,0.700111,-0.00526857,0,0,0.24475,0,0.0,2.384,189,46,0,0,0,0
77,1of2,A,B,7.6984,0.998295,-18.7079,-6.48959,-12.0355,-22.6013,-6.08702,34.5825,-26.9016,3.73883,14.5851,3.69884,0,0,0.0,0.26156,1.99104,0.0298698,0,0,-1.54717,0,0.0575929,2.384,190,53,0,0,0,0
78,1oga,A,B,14.3906,1.11771,-15.8185,-6.73825,-5.93271,-15.3149,-1.27642,22.0275,-21.4429,1.80951,6.5644,4.56168,0,0,0.0,0.0355141,1.71564,0.00758751,0,0,-0.224839,0,0.105302,2.384,190,38,0,0,0,0
79,1ogt,A,B,8.39699,0.465236,-29.1145,-7.21811,-12.9886,-24.4868,-10.2907,37.5526,-30.2925,3.53472,13.1544,3.45665,0,0,0.0,0.166932,1.7342,-0.00143838,0,0,-1.82667,0,0.124984,2.384,190,52,0,0,0,0
80,1osz,A,B,41.9642,0.831681,-11.8924,-7.17315,-9.96599,-19.209,-3.39941,31.5205,-23.6956,3.96253,10.8058,5.25044,0,0,0.0,0.410189,1.1532,-0.00252361,0,0,-0.39626,0,0.0,2.384,189,46,0,0,0,0
81,1p1z,A,B,101.273,0.908371,-15.8884,-7.50325,-12.3199,-17.4305,-2.94213,28.7213,-22.1889,4.08689,10.0737,3.87916,0,0,0.0,0.170174,1.76219,-0.0389589,0,0,-0.395975,0,0.0,2.384,189,44,1,1,0,0
82,1p4l,A,B,50.5454,0.944911,-13.5327,-6.52581,-11.7238,-18.1707,-3.47637,29.9499,-23.5114,5.68853,10.2593,3.71292,0,0,0.0,0.581214,2.39284,-0.00499557,0,0,-0.311457,0,0.0,2.384,189,45,1,1,0,0
83,1p7q,A,B,79.6263,4.79891,-13.0604,-5.42487,-8.27694,-18.2331,-1.38958,26.5443,-25.3697,6.4686,7.12057,4.66255,0,0,0.0,0.502377,2.55464,0.00103981,0,0,0.172742,0,0.161557,2.384,190,45,1,1,0,0
84,1q94,A,B,42.1848,1.84683,-3.3635,-4.40519,-8.25256,-16.9028,-4.10467,24.3094,-22.9704,16.3912,8.31381,4.25316,0,0,0.0,0.419331,0.384493,0.0105803,0,0,-0.425246,0,0.0,2.384,190,50,5,5,0,0
85,1qew,A,B,23.7001,0.958897,-14.0715,-8.37388,-7.81231,-17.8634,-3.76211,27.0441,-23.5917,6.88523,8.03698,4.60094,0,0,0.0,0.90342,0.377668,-0.0194313,0,0,-0.207918,0,0.0885156,2.384,190,46,1,1,0,0
86,1qlf,A,B,37.4961,0.515826,-11.4227,-5.98697,-6.59725,-19.1763,-3.90075,25.8738,-26.4102,11.5296,7.53024,5.74638,0,0,0.0,0.497138,1.36485,-0.0053735,0,0,-0.522989,0,0.0,2.384,190,49,4,4,0,0
87,1qo3,A,B,21.0868,2.33927,-15.1879,-5.40452,-11.8654,-19.4703,-4.57138,27.618,-24.9931,13.1236,5.34119,3.77107,0,0,0.0,1.76413,1.2318,0.00650676,0,0,-0.507761,0,0.0,2.384,191,49,5,5,0,0
88,1qqd,A,B,36.2408,1.10498,-16.4806,-7.36598,-10.8363,-18.8591,-4.58039,31.4143,-23.165,0.626536,10.4702,5.87335,0,0,0.0,0.787049,1.23505,-0.0369723,0,0,-0.808263,0,0.0,2.384,190,48,0,0,0,0
89,1qrn,A,B,35.9906,1.17101,-11.2123,-7.58364,-6.98586,-18.8938,-2.0625,24.8038,-26.3939,14.7051,6.2216,4.5053,0,0,0.0,0.483917,1.3266,-0.0202938,0,0,-0.105869,0,0.113964,2.384,190,44,3,3,0,0
90,1qse,A,B,61.3801,0.961026,-14.6825,-6.93818,-9.6575,-21.0454,-2.87451,29.3726,-28.4778,12.0346,8.35968,3.83772,0,0,0.0,0.616452,1.87296,0.0266504,0,0,-0.0505626,0,0.113826,2.384,190,47,3,3,0,0
91,1qsf,A,B,58.7417,2.60951,-10.3043,-7.24995,-6.22187,-18.3644,-1.17267,24.4666,-26.5502,14.5197,5.35412,4.60792,0,0,0.0,0.418699,1.79535,-0.0878696,0,0,-0.0935065,0,0.0691389,2.384,190,44,4,4,0,0
92,1qvo,A,B,32.0719,0.535822,-8.11486,-5.74704,-7.93291,-18.7854,-1.33923,29.5947,-24.5852,8.56532,8.57128,3.60228,0,0,0.0,0.286922,2.20624,-0.00269266,0,0,-0.342825,0,0.0,2.384,191,50,2,2,0,0
93,1rjy,A,B,17.8227,0.175911,-14.4457,-6.78653,-10.3079,-17.8158,-3.28822,30.218,-20.9433,3.21854,7.66925,3.83307,0,0,0.0,0.12803,0.932659,-0.0085161,0,0,-0.362313,0,0.0,2.384,189,50,0,0,0,0
94,1rjz,A,B,43.3511,1.26692,-14.3294,-7.18174,-10.5747,-18.3731,-5.8112,33.0028,-22.0497,5.73114,6.85584,3.66109,0,0,0.0,0.403827,0.494086,0.0168509,0,0,-0.0104999,0,0.0,2.384,189,47,0,0,0,0
95,1rk0,A,B,24.4197,1.68932,-10.1491,-3.96258,-9.6899,-15.0443,-2.76504,23.1505,-19.5581,8.09391,6.99958,2.29447,0,0,0.0,0.672062,0.3391,0.00333525,0,0,-0.343115,0,0.0,2.384,189,46,2,2,0,0
96,1rk1,A,B,15.5492,1.12384,-8.08782,-6.82513,-9.08228,-17.1466,-2.96889,31.3929,-21.3082,5.94588,7.8001,3.63334,0,0,0.0,0.174373,0.838165,-0.0194542,0,0,0.31614,0,0.0,2.384,189,45,1,1,0,0
97,1s7r,A,B,31.7949,2.70722,-15.4967,-5.13631,-10.4093,-18.4768,-2.93692,25.8661,-24.1283,9.10489,5.57057,4.67707,0,0,0.0,0.523963,0.480866,-0.00651491,0,0,-0.145089,0,0.0,2.384,190,51,6,6,0,0
98,1s7u,A,B,11.4688,0.346308,-22.948,-8.4442,-10.3484,-22.998,-3.20361,31.536,-31.3829,6.82128,10.5452,5.01688,0,0,0.0,0.114214,1.12121,0.00471062,0,0,-0.651125,0,0.0420905,2.384,190,48,1,1,0,0
99,1s7v,A,B,21.4363,0.593494,-25.3254,-9.17668,-14.7441,-21.2541,-6.39786,34.2505,-28.0569,4.18147,11.3535,4.75739,0,0,0.0,0.426154,0.857698,0.000273925,0,0,-0.758476,0,0.0934961,2.384,190,48,0,0,0,0
